場所,芝ダ,距離,前走場所,母数,勝利数,複勝数,単勝率,複勝率,補正複勝率
阪神,ダ,2000,中京,62,5,15,0.0806,0.2419,0.246154
阪神,ダ,2000,中山,21,1,5,0.0476,0.2381,0.25
阪神,ダ,2000,京都,45,4,8,0.0889,0.1778,0.1875
阪神,ダ,2000,函館,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,園田,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,小倉,15,0,3,0.0,0.2,0.222222
阪神,ダ,2000,川崎,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,新潟,10,0,2,0.0,0.2,0.230769
阪神,ダ,2000,札幌,2,0,0,0.0,0.0,0.2
阪神,ダ,2000,東京,33,4,14,0.1212,0.4242,0.416667
阪神,ダ,2000,福島,6,0,1,0.0,0.1667,0.222222
阪神,ダ,2000,金沢,1,0,0,0.0,0.0,0.25
阪神,ダ,2000,阪神,114,11,27,0.0965,0.2368,0.239316
阪神,芝,1200,中京,45,7,13,0.1556,0.2889,0.291667
阪神,芝,1200,中山,32,0,6,0.0,0.1875,0.2
阪神,芝,1200,京都,51,4,12,0.0784,0.2353,0.240741
阪神,芝,1200,佐賀,1,0,0,0.0,0.0,0.25
阪神,芝,1200,函館,4,0,0,0.0,0.0,0.142857
阪神,芝,1200,園田,3,0,0,0.0,0.0,0.166667
阪神,芝,1200,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,1200,小倉,73,4,11,0.0548,0.1507,0.157895
阪神,芝,1200,新潟,28,1,5,0.0357,0.1786,0.193548
阪神,芝,1200,札幌,19,2,5,0.1053,0.2632,0.272727
阪神,芝,1200,東京,15,1,5,0.0667,0.3333,0.333333
阪神,芝,1200,浦和,1,0,0,0.0,0.0,0.25
阪神,芝,1200,福島,18,3,6,0.1667,0.3333,0.333333
阪神,芝,1200,阪神,62,4,15,0.0645,0.2419,0.246154
阪神,芝,1200,高知,1,0,0,0.0,0.0,0.25
阪神,芝,1400,中京,94,11,24,0.117,0.2553,0.257732
阪神,芝,1400,中山,27,1,9,0.037,0.3333,0.333333
阪神,芝,1400,京都,68,4,14,0.0588,0.2059,0.211268
阪神,芝,1400,函館,6,1,1,0.1667,0.1667,0.222222
阪神,芝,1400,名古,1,0,0,0.0,0.0,0.25
阪神,芝,1400,園田,2,0,0,0.0,0.0,0.2
阪神,芝,1400,小倉,61,2,11,0.0328,0.1803,0.1875
阪神,芝,1400,新潟,24,3,5,0.125,0.2083,0.222222
阪神,芝,1400,札幌,14,3,3,0.2143,0.2143,0.235294
阪神,芝,1400,東京,58,3,14,0.0517,0.2414,0.245902
阪神,芝,1400,浦和,1,0,0,0.0,0.0,0.25
阪神,芝,1400,福島,6,0,2,0.0,0.3333,0.333333
阪神,芝,1400,笠松,1,0,0,0.0,0.0,0.25
阪神,芝,1400,阪神,186,13,40,0.0699,0.2151,0.216931
阪神,芝,1400,高知,2,0,0,0.0,0.0,0.2
阪神,芝,1600,中京,117,7,26,0.0598,0.2222,0.225
阪神,芝,1600,中山,43,3,9,0.0698,0.2093,0.217391
阪神,芝,1600,京都,56,5,14,0.0893,0.25,0.254237
阪神,芝,1600,函館,2,1,2,0.5,1.0,0.6
阪神,芝,1600,名古,2,0,0,0.0,0.0,0.2
阪神,芝,1600,園田,3,0,0,0.0,0.0,0.166667
阪神,芝,1600,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,1600,小倉,45,2,8,0.0444,0.1778,0.1875
阪神,芝,1600,新潟,38,7,10,0.1842,0.2632,0.268293
阪神,芝,1600,札幌,14,0,2,0.0,0.1429,0.176471
阪神,芝,1600,東京,43,3,13,0.0698,0.3023,0.304348
阪神,芝,1600,盛岡,1,0,0,0.0,0.0,0.25
阪神,芝,1600,福島,5,0,1,0.0,0.2,0.25
阪神,芝,1600,笠松,1,0,0,0.0,0.0,0.25
阪神,芝,1600,船橋,2,0,0,0.0,0.0,0.2
阪神,芝,1600,阪神,164,16,47,0.0976,0.2866,0.287425
阪神,芝,1800,中京,78,5,17,0.0641,0.2179,0.222222
阪神,芝,1800,中山,28,5,12,0.1786,0.4286,0.419355
阪神,芝,1800,京都,59,6,18,0.1017,0.3051,0.306452
阪神,芝,1800,函館,2,1,1,0.5,0.5,0.4
阪神,芝,1800,園田,2,0,0,0.0,0.0,0.2
阪神,芝,1800,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,1800,小倉,62,3,13,0.0484,0.2097,0.215385
阪神,芝,1800,新潟,28,1,8,0.0357,0.2857,0.290323
阪神,芝,1800,札幌,11,0,2,0.0,0.1818,0.214286
阪神,芝,1800,東京,48,5,15,0.1042,0.3125,0.313725
阪神,芝,1800,福島,8,0,3,0.0,0.375,0.363636
阪神,芝,1800,阪神,126,16,37,0.127,0.2937,0.294574
阪神,芝,2000,中京,64,7,19,0.1094,0.2969,0.298507
阪神,芝,2000,中山,28,3,9,0.1071,0.3214,0.322581
阪神,芝,2000,京都,56,7,17,0.125,0.3036,0.305085
阪神,芝,2000,函館,5,1,2,0.2,0.4,0.375
阪神,芝,2000,小倉,58,4,15,0.069,0.2586,0.262295
阪神,芝,2000,新潟,18,0,3,0.0,0.1667,0.190476
阪神,芝,2000,札幌,18,0,4,0.0,0.2222,0.238095
阪神,芝,2000,東京,30,6,12,0.2,0.4,0.393939
阪神,芝,2000,福島,9,2,6,0.2222,0.6667,0.583333
阪神,芝,2000,笠松,1,0,0,0.0,0.0,0.25
阪神,芝,2000,阪神,108,7,24,0.0648,0.2222,0.225225
阪神,芝,2200,中京,24,4,7,0.1667,0.2917,0.296296
阪神,芝,2200,中山,9,1,4,0.1111,0.4444,0.416667
阪神,芝,2200,京都,16,2,4,0.125,0.25,0.263158
阪神,芝,2200,函館,1,0,0,0.0,0.0,0.25
阪神,芝,2200,名古,1,0,0,0.0,0.0,0.25
阪神,芝,2200,小倉,8,1,3,0.125,0.375,0.363636
阪神,芝,2200,新潟,7,1,2,0.1429,0.2857,0.3
阪神,芝,2200,札幌,5,0,1,0.0,0.2,0.25
阪神,芝,2200,東京,15,1,2,0.0667,0.1333,0.166667
阪神,芝,2200,福島,2,0,0,0.0,0.0,0.2
阪神,芝,2200,阪神,23,1,10,0.0435,0.4348,0.423077
阪神,芝,2400,中京,35,4,9,0.1143,0.2571,0.263158
阪神,芝,2400,中山,21,1,4,0.0476,0.1905,0.208333
阪神,芝,2400,京都,31,4,12,0.129,0.3871,0.382353
阪神,芝,2400,名古,1,0,0,0.0,0.0,0.25
阪神,芝,2400,姫路,1,0,0,0.0,0.0,0.25
阪神,芝,2400,小倉,30,2,11,0.0667,0.3667,0.363636
阪神,芝,2400,川崎,1,0,0,0.0,0.0,0.25
阪神,芝,2400,新潟,3,0,1,0.0,0.3333,0.333333
阪神,芝,2400,札幌,13,1,4,0.0769,0.3077,0.3125
阪神,芝,2400,東京,22,2,9,0.0909,0.4091,0.4
阪神,芝,2400,福島,2,0,0,0.0,0.0,0.2
阪神,芝,2400,船橋,1,0,0,0.0,0.0,0.25
阪神,芝,2400,門別,1,0,0,0.0,0.0,0.25
阪神,芝,2400,阪神,82,11,25,0.1341,0.3049,0.305882
阪神,芝,2600,中京,7,1,2,0.1429,0.2857,0.3
阪神,芝,2600,中山,3,0,0,0.0,0.0,0.166667
阪神,芝,2600,京都,1,0,1,0.0,1.0,0.5
阪神,芝,2600,小倉,9,0,1,0.0,0.1111,0.166667
阪神,芝,2600,札幌,2,1,1,0.5,0.5,0.4
阪神,芝,2600,東京,3,0,2,0.0,0.6667,0.5
阪神,芝,2600,福島,4,0,1,0.0,0.25,0.285714
阪神,芝,2600,阪神,11,2,4,0.1818,0.3636,0.357143
阪神,芝,3000,中京,10,0,0,0.0,0.0,0.076923
阪神,芝,3000,中山,5,0,2,0.0,0.4,0.375
阪神,芝,3000,京都,7,1,1,0.1429,0.1429,0.2
阪神,芝,3000,小倉,1,0,0,0.0,0.0,0.25
阪神,芝,3000,新潟,2,1,1,0.5,0.5,0.4
阪神,芝,3000,札幌,4,0,0,0.0,0.0,0.142857
阪神,芝,3000,東京,6,0,2,0.0,0.3333,0.333333
阪神,芝,3000,阪神,4,1,3,0.25,0.75,0.571429
