前走競馬場,前走芝ダ,前走距離数値,前3角位置カテゴリ,件数,勝利数,複勝数,単勝払戻合計,複勝払戻合計,勝率,複勝率,単回収率,複回収率
名古,ダ,2000,7-10番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2100,1番手,5,0,1,0.0,330.0,0.0,20.0,0.0,66.0
名古,ダ,2100,2-3番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2100,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2100,7-10番手,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2500,7-10番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,820,1番手,5,0,1,0.0,480.0,0.0,20.0,0.0,96.0
園田,ダ,820,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,820,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1230,1番手,7,0,1,0.0,350.0,0.0,14.29,0.0,50.0
園田,ダ,1230,2-3番手,2,0,1,0.0,1130.0,0.0,50.0,0.0,565.0
園田,ダ,1230,4-6番手,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1230,7-10番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1230,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1400,1番手,48,2,8,1040.0,4120.0,4.17,16.67,21.67,85.83
園田,ダ,1400,2-3番手,43,3,7,8210.0,3960.0,6.98,16.28,190.93,92.09
園田,ダ,1400,4-6番手,39,2,4,1570.0,1320.0,5.13,10.26,40.26,33.85
園田,ダ,1400,7-10番手,37,0,5,0.0,4290.0,0.0,13.51,0.0,115.95
園田,ダ,1400,11番手以下,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1700,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1700,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1700,4-6番手,3,0,1,0.0,870.0,0.0,33.33,0.0,290.0
園田,ダ,1700,7-10番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1700,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1870,1番手,8,2,2,6390.0,1420.0,25.0,25.0,798.75,177.5
園田,ダ,1870,2-3番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,1870,4-6番手,6,1,1,210.0,140.0,16.67,16.67,35.0,23.33
園田,ダ,1870,7-10番手,8,0,1,0.0,400.0,0.0,12.5,0.0,50.0
園田,ダ,1870,11番手以下,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
園田,ダ,2400,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1000,7-10番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1200,1番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1200,2-3番手,4,0,1,0.0,3000.0,0.0,25.0,0.0,750.0
大井,ダ,1200,4-6番手,8,0,3,0.0,1340.0,0.0,37.5,0.0,167.5
大井,ダ,1200,7-10番手,14,2,3,1550.0,920.0,14.29,21.43,110.71,65.71
大井,ダ,1200,11番手以下,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1400,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1400,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1400,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1600,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1600,2-3番手,6,0,1,0.0,150.0,0.0,16.67,0.0,25.0
大井,ダ,1600,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1600,7-10番手,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1700,7-10番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
大井,ダ,1800,2-3番手,5,0,1,0.0,270.0,0.0,20.0,0.0,54.0
大井,ダ,1800,4-6番手,3,0,1,0.0,170.0,0.0,33.33,0.0,56.67
大井,ダ,1800,7-10番手,6,1,2,2590.0,800.0,16.67,33.33,431.67,133.33
大井,ダ,2000,1番手,9,0,1,0.0,620.0,0.0,11.11,0.0,68.89
大井,ダ,2000,2-3番手,5,1,2,260.0,600.0,20.0,40.0,52.0,120.0
大井,ダ,2000,4-6番手,7,1,3,310.0,2200.0,14.29,42.86,44.29,314.29
大井,ダ,2000,7-10番手,10,0,1,0.0,160.0,0.0,10.0,0.0,16.0
大井,ダ,2000,11番手以下,5,0,2,0.0,360.0,0.0,40.0,0.0,72.0
大井,ダ,2600,7-10番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,800,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,800,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,1400,1番手,3,0,1,0.0,310.0,0.0,33.33,0.0,103.33
姫路,ダ,1400,2-3番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,1400,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,1400,7-10番手,2,0,1,0.0,160.0,0.0,50.0,0.0,80.0
姫路,ダ,1400,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,1500,1番手,6,0,1,0.0,290.0,0.0,16.67,0.0,48.33
姫路,ダ,1500,2-3番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,1500,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
姫路,ダ,1500,7-10番手,3,0,1,0.0,910.0,0.0,33.33,0.0,303.33
姫路,ダ,1800,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
小倉,ダ,1000,1番手,45,4,10,1600.0,2870.0,8.89,22.22,35.56,63.78
小倉,ダ,1000,2-3番手,84,6,26,2590.0,5790.0,7.14,30.95,30.83,68.93
小倉,ダ,1000,4-6番手,84,4,19,4830.0,5590.0,4.76,22.62,57.5,66.55
小倉,ダ,1000,7-10番手,123,7,18,10710.0,6820.0,5.69,14.63,87.07,55.45
小倉,ダ,1000,11番手以下,58,1,2,5220.0,860.0,1.72,3.45,90.0,14.83
小倉,ダ,1700,1番手,96,13,25,7530.0,6550.0,13.54,26.04,78.44,68.23
小倉,ダ,1700,2-3番手,277,26,64,26330.0,25480.0,9.39,23.1,95.05,91.99
小倉,ダ,1700,4-6番手,226,19,51,20500.0,21330.0,8.41,22.57,90.71,94.38
小倉,ダ,1700,7-10番手,416,23,74,25720.0,27640.0,5.53,17.79,61.83,66.44
小倉,ダ,1700,11番手以下,142,3,17,3910.0,7190.0,2.11,11.97,27.54,50.63
小倉,ダ,2400,1番手,2,0,1,0.0,250.0,0.0,50.0,0.0,125.0
小倉,ダ,2400,2-3番手,8,4,6,1630.0,1580.0,50.0,75.0,203.75,197.5
小倉,ダ,2400,4-6番手,6,1,2,570.0,860.0,16.67,33.33,95.0,143.33
小倉,ダ,2400,7-10番手,20,1,6,1240.0,2020.0,5.0,30.0,62.0,101.0
小倉,ダ,2400,11番手以下,2,1,1,280.0,150.0,50.0,50.0,140.0,75.0
小倉,芝,1200,1番手,108,9,26,4380.0,7290.0,8.33,24.07,40.56,67.5
小倉,芝,1200,2-3番手,273,21,73,24200.0,22080.0,7.69,26.74,88.64,80.88
小倉,芝,1200,4-6番手,284,24,60,31230.0,19260.0,8.45,21.13,109.96,67.82
小倉,芝,1200,7-10番手,473,26,82,18300.0,30080.0,5.5,17.34,38.69,63.59
小倉,芝,1200,11番手以下,169,3,13,1830.0,9380.0,1.78,7.69,10.83,55.5
小倉,芝,1800,1番手,55,4,9,3120.0,1930.0,7.27,16.36,56.73,35.09
小倉,芝,1800,2-3番手,127,9,31,9610.0,8720.0,7.09,24.41,75.67,68.66
小倉,芝,1800,4-6番手,138,7,31,4710.0,15060.0,5.07,22.46,34.13,109.13
小倉,芝,1800,7-10番手,248,20,63,46400.0,28940.0,8.06,25.4,187.1,116.69
小倉,芝,1800,11番手以下,94,1,15,860.0,5360.0,1.06,15.96,9.15,57.02
小倉,芝,2000,1番手,45,6,11,2940.0,3130.0,13.33,24.44,65.33,69.56
小倉,芝,2000,2-3番手,104,11,37,6890.0,10780.0,10.58,35.58,66.25,103.65
小倉,芝,2000,4-6番手,130,10,31,5510.0,7510.0,7.69,23.85,42.38,57.77
小倉,芝,2000,7-10番手,203,9,46,4830.0,15120.0,4.43,22.66,23.79,74.48
小倉,芝,2000,11番手以下,68,0,6,0.0,1590.0,0.0,8.82,0.0,23.38
小倉,芝,2600,1番手,21,2,3,860.0,380.0,9.52,14.29,40.95,18.1
小倉,芝,2600,2-3番手,45,1,9,440.0,2930.0,2.22,20.0,9.78,65.11
小倉,芝,2600,4-6番手,36,0,10,0.0,2480.0,0.0,27.78,0.0,68.89
小倉,芝,2600,7-10番手,80,9,26,6020.0,6450.0,11.25,32.5,75.25,80.62
小倉,芝,2600,11番手以下,33,0,3,0.0,3400.0,0.0,9.09,0.0,103.03
小倉,芝,2860,1番手,11,0,3,0.0,610.0,0.0,27.27,0.0,55.45
小倉,芝,2860,2-3番手,7,1,1,430.0,160.0,14.29,14.29,61.43,22.86
小倉,芝,2860,4-6番手,5,0,1,0.0,150.0,0.0,20.0,0.0,30.0
小倉,芝,2860,7-10番手,29,0,2,0.0,980.0,0.0,6.9,0.0,33.79
小倉,芝,2860,11番手以下,16,0,3,0.0,1600.0,0.0,18.75,0.0,100.0
小倉,芝,3390,1番手,10,0,4,0.0,720.0,0.0,40.0,0.0,72.0
小倉,芝,3390,2-3番手,9,1,5,450.0,1440.0,11.11,55.56,50.0,160.0
小倉,芝,3390,4-6番手,18,1,5,210.0,1810.0,5.56,27.78,11.67,100.56
小倉,芝,3390,7-10番手,16,0,1,0.0,330.0,0.0,6.25,0.0,20.62
小倉,芝,3390,11番手以下,3,0,1,0.0,230.0,0.0,33.33,0.0,76.67
川崎,ダ,900,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,900,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,900,7-10番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1400,1番手,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1400,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1400,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1400,7-10番手,3,0,1,0.0,630.0,0.0,33.33,0.0,210.0
川崎,ダ,1400,11番手以下,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1500,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1500,2-3番手,4,0,1,0.0,2780.0,0.0,25.0,0.0,695.0
川崎,ダ,1500,4-6番手,6,0,1,0.0,170.0,0.0,16.67,0.0,28.33
川崎,ダ,1500,7-10番手,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,1600,1番手,18,1,4,1610.0,2670.0,5.56,22.22,89.44,148.33
川崎,ダ,1600,2-3番手,16,1,3,610.0,1900.0,6.25,18.75,38.12,118.75
川崎,ダ,1600,4-6番手,23,1,3,210.0,2070.0,4.35,13.04,9.13,90.0
川崎,ダ,1600,7-10番手,32,1,2,740.0,500.0,3.12,6.25,23.12,15.62
川崎,ダ,1600,11番手以下,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,2000,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,2000,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,2000,7-10番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,2100,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,2100,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
川崎,ダ,2100,4-6番手,2,0,1,0.0,190.0,0.0,50.0,0.0,95.0
川崎,ダ,2100,7-10番手,4,0,2,0.0,1090.0,0.0,50.0,0.0,272.5
新潟,ダ,1200,1番手,75,9,21,4910.0,5420.0,12.0,28.0,65.47,72.27
新潟,ダ,1200,2-3番手,137,11,36,11980.0,9950.0,8.03,26.28,87.45,72.63
新潟,ダ,1200,4-6番手,175,13,38,12280.0,12930.0,7.43,21.71,70.17,73.89
新潟,ダ,1200,7-10番手,307,17,50,22340.0,23180.0,5.54,16.29,72.77,75.5
新潟,ダ,1200,11番手以下,112,1,13,320.0,7070.0,0.89,11.61,2.86,63.12
新潟,ダ,1800,1番手,78,8,27,3260.0,6220.0,10.26,34.62,41.79,79.74
新潟,ダ,1800,2-3番手,178,21,53,9410.0,14410.0,11.8,29.78,52.87,80.96
新潟,ダ,1800,4-6番手,213,16,51,9280.0,15410.0,7.51,23.94,43.57,72.35
新潟,ダ,1800,7-10番手,363,16,66,19040.0,31840.0,4.41,18.18,52.45,87.71
新潟,ダ,1800,11番手以下,133,5,23,7570.0,11490.0,3.76,17.29,56.92,86.39
新潟,ダ,2500,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,ダ,2500,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,ダ,2500,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,ダ,2500,7-10番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,ダ,2500,11番手以下,2,0,1,0.0,270.0,0.0,50.0,0.0,135.0
新潟,芝,1200,1番手,23,2,7,870.0,1350.0,8.7,30.43,37.83,58.7
新潟,芝,1200,2-3番手,69,15,22,17460.0,6990.0,21.74,31.88,253.04,101.3
新潟,芝,1200,4-6番手,61,7,10,4750.0,2320.0,11.48,16.39,77.87,38.03
新潟,芝,1200,7-10番手,112,4,21,4090.0,8090.0,3.57,18.75,36.52,72.23
新潟,芝,1200,11番手以下,41,2,6,1400.0,2100.0,4.88,14.63,34.15,51.22
新潟,芝,1400,1番手,25,2,7,1360.0,1610.0,8.0,28.0,54.4,64.4
新潟,芝,1400,2-3番手,80,6,16,5170.0,4220.0,7.5,20.0,64.62,52.75
新潟,芝,1400,4-6番手,72,3,12,10390.0,5200.0,4.17,16.67,144.31,72.22
新潟,芝,1400,7-10番手,129,5,23,4530.0,11310.0,3.88,17.83,35.12,87.67
新潟,芝,1400,11番手以下,41,1,5,2880.0,3660.0,2.44,12.2,70.24,89.27
新潟,芝,1600,1番手,23,2,4,1600.0,1790.0,8.7,17.39,69.57,77.83
新潟,芝,1600,2-3番手,71,8,16,4740.0,4760.0,11.27,22.54,66.76,67.04
新潟,芝,1600,4-6番手,69,4,17,1880.0,6460.0,5.8,24.64,27.25,93.62
新潟,芝,1600,7-10番手,134,16,32,9110.0,9370.0,11.94,23.88,67.99,69.93
新潟,芝,1600,11番手以下,44,2,4,1130.0,2670.0,4.55,9.09,25.68,60.68
新潟,芝,1800,1番手,36,5,10,4520.0,2280.0,13.89,27.78,125.56,63.33
新潟,芝,1800,2-3番手,81,7,17,3340.0,4110.0,8.64,20.99,41.23,50.74
新潟,芝,1800,4-6番手,83,4,22,1690.0,6250.0,4.82,26.51,20.36,75.3
新潟,芝,1800,7-10番手,177,14,40,19190.0,10330.0,7.91,22.6,108.42,58.36
新潟,芝,1800,11番手以下,63,1,5,610.0,4370.0,1.59,7.94,9.68,69.37
新潟,芝,2000,1番手,24,4,5,5270.0,2030.0,16.67,20.83,219.58,84.58
新潟,芝,2000,2-3番手,78,4,16,3530.0,8570.0,5.13,20.51,45.26,109.87
新潟,芝,2000,4-6番手,70,4,17,3440.0,4720.0,5.71,24.29,49.14,67.43
新潟,芝,2000,7-10番手,125,6,24,6490.0,8180.0,4.8,19.2,51.92,65.44
新潟,芝,2000,11番手以下,48,1,7,3450.0,4360.0,2.08,14.58,71.88,90.83
新潟,芝,2200,1番手,14,1,5,900.0,1210.0,7.14,35.71,64.29,86.43
新潟,芝,2200,2-3番手,41,3,13,970.0,2230.0,7.32,31.71,23.66,54.39
新潟,芝,2200,4-6番手,34,6,7,5580.0,1590.0,17.65,20.59,164.12,46.76
新潟,芝,2200,7-10番手,65,9,19,5000.0,4760.0,13.85,29.23,76.92,73.23
新潟,芝,2200,11番手以下,19,3,6,2060.0,4000.0,15.79,31.58,108.42,210.53
新潟,芝,2400,1番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2400,2-3番手,9,0,1,0.0,110.0,0.0,11.11,0.0,12.22
新潟,芝,2400,4-6番手,11,2,2,1600.0,460.0,18.18,18.18,145.45,41.82
新潟,芝,2400,7-10番手,26,5,9,3520.0,1660.0,19.23,34.62,135.38,63.85
新潟,芝,2400,11番手以下,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2850,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2850,2-3番手,3,0,1,0.0,390.0,0.0,33.33,0.0,130.0
新潟,芝,2850,4-6番手,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2850,7-10番手,9,0,1,0.0,1240.0,0.0,11.11,0.0,137.78
新潟,芝,2850,11番手以下,5,0,2,0.0,2060.0,0.0,40.0,0.0,412.0
新潟,芝,2890,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2890,2-3番手,6,0,1,0.0,340.0,0.0,16.67,0.0,56.67
新潟,芝,2890,4-6番手,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2890,7-10番手,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,2890,11番手以下,14,0,1,0.0,920.0,0.0,7.14,0.0,65.71
新潟,芝,3250,1番手,5,1,2,140.0,480.0,20.0,40.0,28.0,96.0
新潟,芝,3250,2-3番手,3,1,1,630.0,200.0,33.33,33.33,210.0,66.67
新潟,芝,3250,4-6番手,7,1,3,290.0,590.0,14.29,42.86,41.43,84.29
新潟,芝,3250,7-10番手,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,3250,11番手以下,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,3290,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,3290,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
新潟,芝,3290,4-6番手,4,0,1,0.0,180.0,0.0,25.0,0.0,45.0
新潟,芝,3290,7-10番手,4,0,1,0.0,300.0,0.0,25.0,0.0,75.0
札幌,ダ,1000,1番手,21,2,5,480.0,1270.0,9.52,23.81,22.86,60.48
札幌,ダ,1000,2-3番手,31,2,5,800.0,1330.0,6.45,16.13,25.81,42.9
札幌,ダ,1000,4-6番手,29,0,5,0.0,1530.0,0.0,17.24,0.0,52.76
札幌,ダ,1000,7-10番手,59,1,7,600.0,2990.0,1.69,11.86,10.17,50.68
札幌,ダ,1000,11番手以下,29,0,2,0.0,550.0,0.0,6.9,0.0,18.97
札幌,ダ,1700,1番手,48,3,9,1990.0,2100.0,6.25,18.75,41.46,43.75
札幌,ダ,1700,2-3番手,111,6,21,3050.0,6050.0,5.41,18.92,27.48,54.5
札幌,ダ,1700,4-6番手,145,9,36,9540.0,8870.0,6.21,24.83,65.79,61.17
札幌,ダ,1700,7-10番手,200,12,32,17370.0,11640.0,6.0,16.0,86.85,58.2
札幌,ダ,1700,11番手以下,73,2,10,1440.0,3620.0,2.74,13.7,19.73,49.59
札幌,ダ,2400,1番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
札幌,ダ,2400,2-3番手,4,0,2,0.0,300.0,0.0,50.0,0.0,75.0
札幌,ダ,2400,4-6番手,2,2,2,4110.0,1000.0,100.0,100.0,2055.0,500.0
札幌,ダ,2400,7-10番手,7,1,2,5620.0,1150.0,14.29,28.57,802.86,164.29
札幌,芝,1200,1番手,39,3,11,1640.0,2450.0,7.69,28.21,42.05,62.82
札幌,芝,1200,2-3番手,89,7,16,7110.0,5780.0,7.87,17.98,79.89,64.94
札幌,芝,1200,4-6番手,88,5,23,2610.0,7860.0,5.68,26.14,29.66,89.32
札幌,芝,1200,7-10番手,148,5,31,10680.0,14210.0,3.38,20.95,72.16,96.01
札幌,芝,1200,11番手以下,54,1,7,270.0,2160.0,1.85,12.96,5.0,40.0
札幌,芝,1500,1番手,28,10,12,9260.0,3670.0,35.71,42.86,330.71,131.07
札幌,芝,1500,2-3番手,42,7,10,3760.0,2080.0,16.67,23.81,89.52,49.52
札幌,芝,1500,4-6番手,45,2,7,2980.0,1340.0,4.44,15.56,66.22,29.78
札幌,芝,1500,7-10番手,80,3,11,11460.0,4750.0,3.75,13.75,143.25,59.38
札幌,芝,1500,11番手以下,36,0,3,0.0,450.0,0.0,8.33,0.0,12.5
札幌,芝,1800,1番手,27,2,7,1000.0,1870.0,7.41,25.93,37.04,69.26
札幌,芝,1800,2-3番手,48,3,10,11000.0,4830.0,6.25,20.83,229.17,100.63
札幌,芝,1800,4-6番手,57,7,17,19430.0,5540.0,12.28,29.82,340.88,97.19
札幌,芝,1800,7-10番手,96,6,22,2190.0,7880.0,6.25,22.92,22.81,82.08
札幌,芝,1800,11番手以下,39,0,4,0.0,1110.0,0.0,10.26,0.0,28.46
札幌,芝,2000,1番手,34,3,10,2630.0,3400.0,8.82,29.41,77.35,100.0
札幌,芝,2000,2-3番手,69,7,19,6140.0,6120.0,10.14,27.54,88.99,88.7
札幌,芝,2000,4-6番手,62,4,14,3920.0,3890.0,6.45,22.58,63.23,62.74
札幌,芝,2000,7-10番手,128,10,30,9820.0,14030.0,7.81,23.44,76.72,109.61
札幌,芝,2000,11番手以下,47,2,7,1160.0,1980.0,4.26,14.89,24.68,42.13
札幌,芝,2600,1番手,16,1,3,550.0,580.0,6.25,18.75,34.38,36.25
札幌,芝,2600,2-3番手,31,2,4,1930.0,1200.0,6.45,12.9,62.26,38.71
札幌,芝,2600,4-6番手,37,3,10,1020.0,4530.0,8.11,27.03,27.57,122.43
札幌,芝,2600,7-10番手,61,4,12,2100.0,4260.0,6.56,19.67,34.43,69.84
札幌,芝,2600,11番手以下,25,1,4,1310.0,1070.0,4.0,16.0,52.4,42.8
東京,ダ,1300,1番手,22,1,6,700.0,1470.0,4.55,27.27,31.82,66.82
東京,ダ,1300,2-3番手,68,7,20,15930.0,8780.0,10.29,29.41,234.26,129.12
東京,ダ,1300,4-6番手,59,6,15,2610.0,3400.0,10.17,25.42,44.24,57.63
東京,ダ,1300,7-10番手,99,4,14,3500.0,4850.0,4.04,14.14,35.35,48.99
東京,ダ,1300,11番手以下,43,2,5,2560.0,2630.0,4.65,11.63,59.53,61.16
東京,ダ,1400,1番手,116,14,28,9100.0,6090.0,12.07,24.14,78.45,52.5
東京,ダ,1400,2-3番手,355,38,93,30880.0,27780.0,10.7,26.2,86.99,78.25
東京,ダ,1400,4-6番手,318,21,77,41390.0,32680.0,6.6,24.21,130.16,102.77
東京,ダ,1400,7-10番手,568,41,111,40000.0,38030.0,7.22,19.54,70.42,66.95
東京,ダ,1400,11番手以下,222,6,26,24020.0,15440.0,2.7,11.71,108.2,69.55
東京,ダ,1600,1番手,144,8,30,6480.0,7960.0,5.56,20.83,45.0,55.28
東京,ダ,1600,2-3番手,399,30,104,21650.0,27540.0,7.52,26.07,54.26,69.02
東京,ダ,1600,4-6番手,321,37,97,22850.0,25210.0,11.53,30.22,71.18,78.54
東京,ダ,1600,7-10番手,684,37,137,27950.0,49180.0,5.41,20.03,40.86,71.9
東京,ダ,1600,11番手以下,246,11,39,9510.0,12500.0,4.47,15.85,38.66,50.81
東京,ダ,2100,1番手,55,5,12,2330.0,2700.0,9.09,21.82,42.36,49.09
東京,ダ,2100,2-3番手,161,12,35,7620.0,8010.0,7.45,21.74,47.33,49.75
東京,ダ,2100,4-6番手,141,7,25,5880.0,6540.0,4.96,17.73,41.7,46.38
東京,ダ,2100,7-10番手,266,21,64,19530.0,21750.0,7.89,24.06,73.42,81.77
東京,ダ,2100,11番手以下,92,8,20,11510.0,5890.0,8.7,21.74,125.11,64.02
東京,ダ,3000,1番手,4,1,2,1000.0,450.0,25.0,50.0,250.0,112.5
東京,ダ,3000,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
東京,ダ,3000,7-10番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
東京,ダ,3000,11番手以下,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
東京,芝,1400,1番手,73,7,25,3700.0,6720.0,9.59,34.25,50.68,92.05
東京,芝,1400,2-3番手,186,14,46,7560.0,11040.0,7.53,24.73,40.65,59.35
東京,芝,1400,4-6番手,182,13,46,15760.0,17150.0,7.14,25.27,86.59,94.23
東京,芝,1400,7-10番手,347,24,80,22560.0,20400.0,6.92,23.05,65.01,58.79
東京,芝,1400,11番手以下,137,7,25,5270.0,8050.0,5.11,18.25,38.47,58.76
東京,芝,1600,1番手,94,8,27,4070.0,6840.0,8.51,28.72,43.3,72.77
東京,芝,1600,2-3番手,195,18,56,10680.0,15840.0,9.23,28.72,54.77,81.23
東京,芝,1600,4-6番手,206,24,66,9940.0,15740.0,11.65,32.04,48.25,76.41
東京,芝,1600,7-10番手,411,42,105,36370.0,30440.0,10.22,25.55,88.49,74.06
東京,芝,1600,11番手以下,150,9,24,23990.0,8530.0,6.0,16.0,159.93,56.87
東京,芝,1800,1番手,75,5,14,9970.0,4480.0,6.67,18.67,132.93,59.73
東京,芝,1800,2-3番手,162,20,56,13890.0,15050.0,12.35,34.57,85.74,92.9
東京,芝,1800,4-6番手,144,14,36,5120.0,8420.0,9.72,25.0,35.56,58.47
東京,芝,1800,7-10番手,271,22,75,13320.0,17100.0,8.12,27.68,49.15,63.1
東京,芝,1800,11番手以下,109,6,29,7040.0,6860.0,5.5,26.61,64.59,62.94
東京,芝,2000,1番手,61,8,19,4040.0,5680.0,13.11,31.15,66.23,93.11
東京,芝,2000,2-3番手,92,12,31,5570.0,7170.0,13.04,33.7,60.54,77.93
東京,芝,2000,4-6番手,143,14,42,6810.0,8770.0,9.79,29.37,47.62,61.33
東京,芝,2000,7-10番手,233,28,65,25830.0,15760.0,12.02,27.9,110.86,67.64
東京,芝,2000,11番手以下,101,9,20,5110.0,4690.0,8.91,19.8,50.59,46.44
東京,芝,2300,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
東京,芝,2300,2-3番手,4,2,2,630.0,230.0,50.0,50.0,157.5,57.5
東京,芝,2300,4-6番手,4,0,1,0.0,180.0,0.0,25.0,0.0,45.0
東京,芝,2300,7-10番手,8,3,4,1000.0,510.0,37.5,50.0,125.0,63.75
東京,芝,2300,11番手以下,3,0,1,0.0,370.0,0.0,33.33,0.0,123.33
東京,芝,2400,1番手,46,5,10,3000.0,3360.0,10.87,21.74,65.22,73.04
東京,芝,2400,2-3番手,99,10,29,11620.0,6100.0,10.1,29.29,117.37,61.62
東京,芝,2400,4-6番手,113,13,38,9470.0,8510.0,11.5,33.63,83.81,75.31
東京,芝,2400,7-10番手,228,29,81,21920.0,17310.0,12.72,35.53,96.14,75.92
東京,芝,2400,11番手以下,86,6,25,1740.0,6200.0,6.98,29.07,20.23,72.09
東京,芝,2500,1番手,5,0,2,0.0,1300.0,0.0,40.0,0.0,260.0
