日付S,場所,Ｒ,レース名,馬番,馬名,着順,確定着順,単勝配当,複勝配当,前走場所,前芝・ダ,前距離,前走頭数,前走出走頭数,前3角,前4角,前走競馬場,前走芝ダ,前走距離数値,前走頭数_final,前3角_final,前4角_final,前3角相対位置,前3角位置カテゴリ,前4角相対位置,前4角位置カテゴリ,win_flag,place_flag,単勝払戻,複勝払戻
2023.1.7,中山,12,２勝ｸﾗｽ・牝,7,カナテープ,10,10,(5.8),,東京,芝,1800.0,11.0,11.0,5.0,5.0,東京,芝,1800.0,11.0,5.0,5.0,0.45454545454545453,7-10番手,0.45454545454545453,7-10番手,0,0,0.0,0.0
2023.1.7,中山,12,２勝ｸﾗｽ・牝,1,ミズリーナ,11,11,(66.0),,東京,ダ,1600.0,13.0,13.0,1.0,2.0,東京,ダ,1600.0,13.0,1.0,2.0,0.07692307692307693,1番手,0.15384615384615385,2-3番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),1,ウイングレイテスト,１,1,570,180.0,中山,芝,1800.0,16.0,16.0,6.0,4.0,中山,芝,1800.0,16.0,6.0,4.0,0.375,4-6番手,0.25,2-3番手,1,1,570.0,180.0
2023.1.7,中山,11,ニューイ(L),4,サクラトゥジュール,２,2,(9.4),260.0,中山,芝,1800.0,16.0,16.0,12.0,11.0,中山,芝,1800.0,16.0,12.0,11.0,0.75,7-10番手,0.6875,7-10番手,0,1,0.0,260.0
2023.1.7,中山,11,ニューイ(L),3,グラティアス,３,3,(3.9),170.0,東京,芝,1600.0,18.0,18.0,8.0,8.0,東京,芝,1600.0,18.0,8.0,8.0,0.4444444444444444,4-6番手,0.4444444444444444,4-6番手,0,1,0.0,170.0
2023.1.7,中山,11,ニューイ(L),2,エイシンチラー,４,4,(6.2),,中山,芝,1800.0,16.0,16.0,5.0,4.0,中山,芝,1800.0,16.0,5.0,4.0,0.3125,4-6番手,0.25,2-3番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),11,アオイクレアトール,５,5,(65.5),,東京,芝,1400.0,18.0,18.0,6.0,6.0,東京,芝,1400.0,18.0,6.0,6.0,0.3333333333333333,4-6番手,0.3333333333333333,4-6番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),7,ココロノトウダイ,６,6,(9.0),,東京,芝,1600.0,18.0,18.0,12.0,12.0,東京,芝,1600.0,18.0,12.0,12.0,0.6666666666666666,7-10番手,0.6666666666666666,7-10番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),6,インテンスライト,７,7,(29.2),,阪神,芝,1800.0,15.0,15.0,6.0,5.0,阪神,芝,1800.0,15.0,6.0,5.0,0.4,4-6番手,0.3333333333333333,4-6番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),12,グランデマーレ,８,8,(16.4),,阪神,芝,1600.0,9.0,9.0,2.0,2.0,阪神,芝,1600.0,9.0,2.0,2.0,0.2222222222222222,2-3番手,0.2222222222222222,2-3番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),8,シュヴァリエローズ,９,9,(17.0),,阪神,芝,1600.0,9.0,9.0,7.0,7.0,阪神,芝,1600.0,9.0,7.0,7.0,0.7777777777777778,7-10番手,0.7777777777777778,7-10番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),13,ダノンチェイサー,10,10,(76.6),,新潟,芝,1400.0,18.0,18.0,15.0,14.0,新潟,芝,1400.0,18.0,15.0,14.0,0.8333333333333334,7-10番手,0.7777777777777778,7-10番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),9,ノルカソルカ,11,11,(29.8),,中山,芝,1800.0,16.0,16.0,1.0,1.0,中山,芝,1800.0,16.0,1.0,1.0,0.0625,1番手,0.0625,1番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),10,キングエルメス,12,12,(7.3),,東京,芝,1600.0,18.0,18.0,2.0,2.0,東京,芝,1600.0,18.0,2.0,2.0,0.1111111111111111,2-3番手,0.1111111111111111,2-3番手,0,0,0.0,0.0
2023.1.7,中山,11,ニューイ(L),5,ワールドバローズ,13,13,(10.7),,阪神,芝,1800.0,15.0,15.0,2.0,3.0,阪神,芝,1800.0,15.0,2.0,3.0,0.13333333333333333,2-3番手,0.2,2-3番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,12,テイエムトッキュウ,１,1,1710,550.0,中京,芝,1200.0,16.0,16.0,3.0,2.0,中京,芝,1200.0,16.0,3.0,2.0,0.1875,2-3番手,0.125,2-3番手,1,1,1710.0,550.0
2023.1.7,中山,10,初春Ｓ･3勝,1,ニューフロンティア,２,2,(13.3),340.0,中山,ダ,1200.0,16.0,16.0,8.0,6.0,中山,ダ,1200.0,16.0,8.0,6.0,0.5,7-10番手,0.375,4-6番手,0,1,0.0,340.0
2023.1.7,中山,10,初春Ｓ･3勝,11,ラヴケリー,３,3,(5.0),210.0,阪神,ダ,1200.0,16.0,16.0,7.0,7.0,阪神,ダ,1200.0,16.0,7.0,7.0,0.4375,4-6番手,0.4375,4-6番手,0,1,0.0,210.0
2023.1.7,中山,10,初春Ｓ･3勝,8,アシタバ,４,4,(14.5),,中山,ダ,1200.0,16.0,16.0,4.0,4.0,中山,ダ,1200.0,16.0,4.0,4.0,0.25,2-3番手,0.25,2-3番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,9,メズメライザー,５,5,(3.2),,阪神,ダ,1200.0,16.0,16.0,3.0,2.0,阪神,ダ,1200.0,16.0,3.0,2.0,0.1875,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,2,パワフルヒロコ,６,6,(84.8),,中山,ダ,1200.0,16.0,16.0,4.0,5.0,中山,ダ,1200.0,16.0,4.0,5.0,0.25,2-3番手,0.3125,4-6番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,5,ジオラマ,７,7,(230.8),,中山,ダ,1200.0,16.0,16.0,15.0,15.0,中山,ダ,1200.0,16.0,15.0,15.0,0.9375,11番手以下,0.9375,11番手以下,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,6,キミワテル,８,8,(4.4),,中山,ダ,1200.0,16.0,16.0,4.0,4.0,中山,ダ,1200.0,16.0,4.0,4.0,0.25,2-3番手,0.25,2-3番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,4,ノーリス,９,9,(8.3),,東京,ダ,1400.0,16.0,16.0,3.0,2.0,東京,ダ,1400.0,16.0,3.0,2.0,0.1875,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,14,ナックドロップス,10,10,(14.9),,中山,ダ,1200.0,16.0,16.0,1.0,1.0,中山,ダ,1200.0,16.0,1.0,1.0,0.0625,1番手,0.0625,1番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,10,メイショウヒバリ,11,11,(134.5),,福島,ダ,1150.0,16.0,16.0,4.0,9.0,福島,ダ,1150.0,16.0,4.0,9.0,0.25,2-3番手,0.5625,7-10番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,15,エスケーアタランタ,12,12,(175.9),,中山,ダ,1200.0,16.0,16.0,7.0,7.0,中山,ダ,1200.0,16.0,7.0,7.0,0.4375,4-6番手,0.4375,4-6番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,7,ケイサンフリーゼ,13,13,(11.9),,東京,ダ,1300.0,16.0,16.0,2.0,2.0,東京,ダ,1300.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,13,ヨドノビクトリー,14,14,(372.4),,東京,ダ,1400.0,14.0,14.0,10.0,10.0,東京,ダ,1400.0,14.0,10.0,10.0,0.7142857142857143,7-10番手,0.7142857142857143,7-10番手,0,0,0.0,0.0
2023.1.7,中山,10,初春Ｓ･3勝,3,プラチナムレイアー,15,15,(47.6),,小倉,ダ,1000.0,14.0,14.0,4.0,4.0,小倉,ダ,1000.0,14.0,4.0,4.0,0.2857142857142857,4-6番手,0.2857142857142857,4-6番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,12,ミトノオー,１,1,360,180.0,東京,ダ,1400.0,16.0,16.0,8.0,10.0,東京,ダ,1400.0,16.0,8.0,10.0,0.5,7-10番手,0.625,7-10番手,1,1,360.0,180.0
2023.1.7,中山,9,黒竹賞･1勝*,10,タイセイマンボ,２,2,(5.7),190.0,中山,ダ,1800.0,15.0,15.0,4.0,4.0,中山,ダ,1800.0,15.0,4.0,4.0,0.26666666666666666,4-6番手,0.26666666666666666,4-6番手,0,1,0.0,190.0
2023.1.7,中山,9,黒竹賞･1勝*,5,オメガタキシード,３,3,(15.0),390.0,東京,ダ,1600.0,16.0,16.0,3.0,3.0,東京,ダ,1600.0,16.0,3.0,3.0,0.1875,2-3番手,0.1875,2-3番手,0,1,0.0,390.0
2023.1.7,中山,9,黒竹賞･1勝*,9,サノノエスポ,４,4,(13.6),,中山,ダ,1800.0,15.0,14.0,3.0,3.0,中山,ダ,1800.0,14.0,3.0,3.0,0.21428571428571427,2-3番手,0.21428571428571427,2-3番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,4,ドライブアローカス,５,5,(4.6),,東京,ダ,1600.0,16.0,16.0,2.0,2.0,東京,ダ,1600.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,11,セイカティターニア,６,6,(254.4),,中山,ダ,1800.0,15.0,14.0,8.0,8.0,中山,ダ,1800.0,14.0,8.0,8.0,0.5714285714285714,7-10番手,0.5714285714285714,7-10番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,8,ピッチパーフェクト,７,7,(7.4),,東京,ダ,1600.0,8.0,8.0,7.0,7.0,東京,ダ,1600.0,8.0,7.0,7.0,0.875,11番手以下,0.875,11番手以下,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,7,アレクサ,８,8,(87.3),,中山,ダ,1800.0,15.0,14.0,3.0,3.0,中山,ダ,1800.0,14.0,3.0,3.0,0.21428571428571427,2-3番手,0.21428571428571427,2-3番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,13,トゥルース,９,9,(46.6),,中山,芝,1600.0,16.0,16.0,2.0,2.0,中山,芝,1600.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,15,グランヒマラヤ,10,10,(18.1),,東京,ダ,1600.0,16.0,16.0,1.0,1.0,東京,ダ,1600.0,16.0,1.0,1.0,0.0625,1番手,0.0625,1番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,3,アフトクラーティラ,11,11,(24.8),,中山,ダ,1800.0,15.0,15.0,1.0,1.0,中山,ダ,1800.0,15.0,1.0,1.0,0.06666666666666667,1番手,0.06666666666666667,1番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,16,シェットランド,12,12,(19.1),,中山,ダ,1800.0,16.0,16.0,2.0,2.0,中山,ダ,1800.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,14,ナチュラルハイ,13,13,(54.5),,中山,芝,2000.0,18.0,18.0,10.0,12.0,中山,芝,2000.0,18.0,10.0,12.0,0.5555555555555556,7-10番手,0.6666666666666666,7-10番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,2,アントニオヒロキ,14,14,(53.8),,阪神,ダ,1800.0,13.0,13.0,10.0,9.0,阪神,ダ,1800.0,13.0,10.0,9.0,0.7692307692307693,7-10番手,0.6923076923076923,7-10番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,1,フクチャンキング,15,15,(35.0),,中山,ダ,1800.0,16.0,16.0,2.0,2.0,中山,ダ,1800.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,9,黒竹賞･1勝*,6,トニトゥルス,16,16,(16.6),,東京,ダ,1600.0,16.0,16.0,5.0,5.0,東京,ダ,1600.0,16.0,5.0,5.0,0.3125,4-6番手,0.3125,4-6番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,11,ダイシンクローバー,１,1,440,140.0,阪神,ダ,3110.0,14.0,14.0,5.0,5.0,阪神,ダ,3110.0,14.0,5.0,5.0,0.35714285714285715,4-6番手,0.35714285714285715,4-6番手,1,1,440.0,140.0
2023.1.7,中山,8,中山新春,10,ヤマニンマヒア,２,2,(6.5),200.0,福島,芝,2750.0,8.0,8.0,1.0,1.0,福島,芝,2750.0,8.0,1.0,1.0,0.125,1番手,0.125,1番手,0,1,0.0,200.0
2023.1.7,中山,8,中山新春,6,エミーリオ,４,4,(76.6),,阪神,ダ,3110.0,14.0,14.0,7.0,7.0,阪神,ダ,3110.0,14.0,7.0,7.0,0.5,7-10番手,0.5,7-10番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,5,テリオスルイ,５,5,(5.0),,阪神,ダ,3110.0,11.0,11.0,1.0,1.0,阪神,ダ,3110.0,11.0,1.0,1.0,0.09090909090909091,1番手,0.09090909090909091,1番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,3,フィードバック,６,6,(14.8),,福島,芝,3350.0,14.0,14.0,8.0,7.0,福島,芝,3350.0,14.0,8.0,7.0,0.5714285714285714,7-10番手,0.5,7-10番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,2,シャンボールナイト,７,7,(38.7),,中山,芝,3570.0,14.0,14.0,2.0,3.0,中山,芝,3570.0,14.0,2.0,3.0,0.14285714285714285,2-3番手,0.21428571428571427,2-3番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,1,サンティーニ,８,8,(7.5),,福島,芝,3350.0,14.0,14.0,3.0,4.0,福島,芝,3350.0,14.0,3.0,4.0,0.21428571428571427,2-3番手,0.2857142857142857,4-6番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,7,アノ,９,9,(26.4),,中京,芝,3300.0,14.0,14.0,14.0,13.0,中京,芝,3300.0,14.0,14.0,13.0,1.0,11番手以下,0.9285714285714286,11番手以下,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,8,ギガバッケン,10,10,(7.9),,中山,芝,3570.0,14.0,14.0,5.0,6.0,中山,芝,3570.0,14.0,5.0,6.0,0.35714285714285715,4-6番手,0.42857142857142855,4-6番手,0,0,0.0,0.0
2023.1.7,中山,8,中山新春,4,ヤマノグリッターズ,11,11,(54.0),,新潟,芝,2850.0,11.0,11.0,3.0,3.0,新潟,芝,2850.0,11.0,3.0,3.0,0.2727272727272727,4-6番手,0.2727272727272727,4-6番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,12,カイタロー,１,1,760,280.0,東京,ダ,1400.0,12.0,12.0,1.0,1.0,東京,ダ,1400.0,12.0,1.0,1.0,0.08333333333333333,1番手,0.08333333333333333,1番手,1,1,760.0,280.0
2023.1.7,中山,7,１勝ｸﾗｽ,9,トーアスカーレット,２,2,(12.1),440.0,福島,ダ,1150.0,16.0,16.0,16.0,13.0,福島,ダ,1150.0,16.0,16.0,13.0,1.0,11番手以下,0.8125,7-10番手,0,1,0.0,440.0
2023.1.7,中山,7,１勝ｸﾗｽ,3,パイツィーレン,３,3,(22.2),570.0,中山,ダ,1200.0,16.0,16.0,2.0,2.0,中山,ダ,1200.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,1,0.0,570.0
2023.1.7,中山,7,１勝ｸﾗｽ,5,キャプテンローレル,４,4,(59.5),,名古,ダ,1500.0,12.0,12.0,2.0,1.0,名古,ダ,1500.0,12.0,2.0,1.0,0.16666666666666666,2-3番手,0.08333333333333333,1番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,11,ヴァンデリオン,５,5,(4.6),,中山,ダ,1200.0,16.0,16.0,2.0,2.0,中山,ダ,1200.0,16.0,2.0,2.0,0.125,2-3番手,0.125,2-3番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,8,ニシノリース,６,6,(16.3),,中京,ダ,1200.0,16.0,16.0,14.0,14.0,中京,ダ,1200.0,16.0,14.0,14.0,0.875,11番手以下,0.875,11番手以下,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,14,ジェネラルウィル,７,7,(9.3),,門別,ダ,1200.0,12.0,12.0,5.0,3.0,門別,ダ,1200.0,12.0,5.0,3.0,0.4166666666666667,4-6番手,0.25,2-3番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,2,リオンラファール,８,8,(7.4),,中山,ダ,1200.0,16.0,15.0,8.0,6.0,中山,ダ,1200.0,15.0,8.0,6.0,0.5333333333333333,7-10番手,0.4,4-6番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,7,アニージョ,９,9,(15.3),,中山,ダ,1200.0,16.0,16.0,14.0,14.0,中山,ダ,1200.0,16.0,14.0,14.0,0.875,11番手以下,0.875,11番手以下,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,6,トランペットシェル,10,10,(16.4),,中京,ダ,1200.0,16.0,16.0,4.0,4.0,中京,ダ,1200.0,16.0,4.0,4.0,0.25,2-3番手,0.25,2-3番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,1,ケイティマジック,11,11,(65.9),,中京,ダ,1800.0,11.0,11.0,6.0,6.0,中京,ダ,1800.0,11.0,6.0,6.0,0.5454545454545454,7-10番手,0.5454545454545454,7-10番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,10,マスケティアーズ,12,12,(504.2),,中山,ダ,1200.0,16.0,16.0,13.0,14.0,中山,ダ,1200.0,16.0,13.0,14.0,0.8125,7-10番手,0.875,11番手以下,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,4,スクリーンショット,13,13,(4.3),,福島,芝,1200.0,16.0,16.0,3.0,3.0,福島,芝,1200.0,16.0,3.0,3.0,0.1875,2-3番手,0.1875,2-3番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,15,ハクサンセレーネ,14,14,(108.3),,中山,ダ,1200.0,16.0,16.0,2.0,3.0,中山,ダ,1200.0,16.0,2.0,3.0,0.125,2-3番手,0.1875,2-3番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,13,サクラトップメジャ,15,15,(231.4),,札幌,芝,1500.0,14.0,14.0,10.0,11.0,札幌,芝,1500.0,14.0,10.0,11.0,0.7142857142857143,7-10番手,0.7857142857142857,7-10番手,0,0,0.0,0.0
2023.1.7,中山,7,１勝ｸﾗｽ,16,トランザクト,16,16,(13.7),,中京,ダ,1200.0,16.0,16.0,1.0,1.0,中京,ダ,1200.0,16.0,1.0,1.0,0.0625,1番手,0.0625,1番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,14,スコールユニバンス,１,1,260,160.0,中京,芝,1600.0,15.0,15.0,5.0,5.0,中京,芝,1600.0,15.0,5.0,5.0,0.3333333333333333,4-6番手,0.3333333333333333,4-6番手,1,1,260.0,160.0
2023.1.7,中京,12,１勝ｸﾗｽ,4,オラヴェリタス,２,2,(12.1),350.0,阪神,芝,1400.0,11.0,11.0,9.0,8.0,阪神,芝,1400.0,11.0,9.0,8.0,0.8181818181818182,7-10番手,0.7272727272727273,7-10番手,0,1,0.0,350.0
2023.1.7,中京,12,１勝ｸﾗｽ,15,ナバロン,３,3,(27.8),630.0,中京,芝,1400.0,18.0,18.0,2.0,2.0,中京,芝,1400.0,18.0,2.0,2.0,0.1111111111111111,2-3番手,0.1111111111111111,2-3番手,0,1,0.0,630.0
2023.1.7,中京,12,１勝ｸﾗｽ,5,ダノンカオス,４,4,(29.5),,金沢,ダ,1500.0,5.0,5.0,1.0,1.0,金沢,ダ,1500.0,5.0,1.0,1.0,0.2,1番手,0.2,1番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,10,キタサンシュガー,５,5,(4.3),,中京,芝,1600.0,15.0,15.0,13.0,13.0,中京,芝,1600.0,15.0,13.0,13.0,0.8666666666666667,11番手以下,0.8666666666666667,11番手以下,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,9,ロゼクラン,６,6,(10.5),,中京,芝,1600.0,16.0,16.0,6.0,5.0,中京,芝,1600.0,16.0,6.0,5.0,0.375,4-6番手,0.3125,4-6番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,7,チャオバンビーナ,７,7,(27.9),,新潟,芝,1400.0,18.0,18.0,6.0,7.0,新潟,芝,1400.0,18.0,6.0,7.0,0.3333333333333333,4-6番手,0.3888888888888889,4-6番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,12,トラーパニ,８,8,(35.0),,新潟,芝,1400.0,18.0,18.0,14.0,13.0,新潟,芝,1400.0,18.0,14.0,13.0,0.7777777777777778,7-10番手,0.7222222222222222,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,6,モラトリアム,９,9,(28.3),,中京,芝,1600.0,16.0,16.0,9.0,9.0,中京,芝,1600.0,16.0,9.0,9.0,0.5625,7-10番手,0.5625,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,18,ウイングスオブラヴ,10,10,(118.7),,中京,ダ,1400.0,15.0,15.0,13.0,12.0,中京,ダ,1400.0,15.0,13.0,12.0,0.8666666666666667,11番手以下,0.8,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,3,アメイジングタイム,11,11,(27.7),,阪神,芝,1600.0,18.0,18.0,15.0,15.0,阪神,芝,1600.0,18.0,15.0,15.0,0.8333333333333334,7-10番手,0.8333333333333334,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,11,モンストルシチー,12,12,(212.3),,阪神,芝,1600.0,18.0,18.0,9.0,13.0,阪神,芝,1600.0,18.0,9.0,13.0,0.5,7-10番手,0.7222222222222222,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,13,ソルトキャピタル,13,13,(66.0),,中京,芝,1400.0,17.0,17.0,16.0,16.0,中京,芝,1400.0,17.0,16.0,16.0,0.9411764705882353,11番手以下,0.9411764705882353,11番手以下,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,8,ラッセルリー,14,14,(302.0),,中京,芝,1600.0,15.0,15.0,1.0,1.0,中京,芝,1600.0,15.0,1.0,1.0,0.06666666666666667,1番手,0.06666666666666667,1番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,2,アーダレイ,15,15,(78.5),,阪神,ダ,1400.0,13.0,13.0,8.0,10.0,阪神,ダ,1400.0,13.0,8.0,10.0,0.6153846153846154,7-10番手,0.7692307692307693,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,1,エイシンピクセル,16,16,(5.2),,阪神,ダ,1400.0,15.0,15.0,9.0,10.0,阪神,ダ,1400.0,15.0,9.0,10.0,0.6,7-10番手,0.6666666666666666,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,16,スプリットザシー,17,17,(235.6),,阪神,芝,1400.0,15.0,15.0,8.0,9.0,阪神,芝,1400.0,15.0,8.0,9.0,0.5333333333333333,7-10番手,0.6,7-10番手,0,0,0.0,0.0
2023.1.7,中京,12,１勝ｸﾗｽ,17,グランデフィオーレ,18,18,(41.4),,福島,芝,1200.0,13.0,13.0,1.0,2.0,福島,芝,1200.0,13.0,1.0,2.0,0.07692307692307693,1番手,0.15384615384615385,2-3番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),10,バトルクライ,１,1,280,120.0,阪神,ダ,1400.0,14.0,14.0,5.0,4.0,阪神,ダ,1400.0,14.0,5.0,4.0,0.35714285714285715,4-6番手,0.2857142857142857,4-6番手,1,1,280.0,120.0
2023.1.7,中京,11,すばるＳ(L),12,ドライスタウト,２,2,(1.8),110.0,東京,ダ,1400.0,14.0,14.0,3.0,3.0,東京,ダ,1400.0,14.0,3.0,3.0,0.21428571428571427,2-3番手,0.21428571428571427,2-3番手,0,1,0.0,110.0
2023.1.7,中京,11,すばるＳ(L),5,セキフウ,３,3,(19.1),250.0,東京,ダ,1600.0,16.0,16.0,4.0,4.0,東京,ダ,1600.0,16.0,4.0,4.0,0.25,2-3番手,0.25,2-3番手,0,1,0.0,250.0
2023.1.7,中京,11,すばるＳ(L),13,ケイアイターコイズ,４,4,(14.7),,東京,ダ,1400.0,14.0,14.0,2.0,2.0,東京,ダ,1400.0,14.0,2.0,2.0,0.14285714285714285,2-3番手,0.14285714285714285,2-3番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),8,イバル,５,5,(83.7),,東京,ダ,1400.0,14.0,14.0,10.0,8.0,東京,ダ,1400.0,14.0,10.0,8.0,0.7142857142857143,7-10番手,0.5714285714285714,7-10番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),4,クリノフラッシュ,６,6,(181.3),,中京,ダ,1400.0,16.0,16.0,9.0,8.0,中京,ダ,1400.0,16.0,9.0,8.0,0.5625,7-10番手,0.5,7-10番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),1,オーヴァーネクサス,７,7,(12.6),,中山,ダ,1200.0,16.0,16.0,12.0,12.0,中山,ダ,1200.0,16.0,12.0,12.0,0.75,7-10番手,0.75,7-10番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),3,シャイニーブランコ,８,8,(216.1),,阪神,ダ,1200.0,16.0,16.0,12.0,11.0,阪神,ダ,1200.0,16.0,12.0,11.0,0.75,7-10番手,0.6875,7-10番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),7,メイショウテンスイ,９,9,(37.5),,東京,ダ,1400.0,14.0,14.0,1.0,1.0,東京,ダ,1400.0,14.0,1.0,1.0,0.07142857142857142,1番手,0.07142857142857142,1番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),14,サンライズラポール,10,10,(41.8),,阪神,ダ,1400.0,14.0,14.0,11.0,12.0,阪神,ダ,1400.0,14.0,11.0,12.0,0.7857142857142857,7-10番手,0.8571428571428571,11番手以下,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),11,レディオマジック,11,11,(171.6),,中山,ダ,1200.0,16.0,16.0,14.0,15.0,中山,ダ,1200.0,16.0,14.0,15.0,0.875,11番手以下,0.9375,11番手以下,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),9,シゲルタイタン,12,12,(17.3),,阪神,ダ,1400.0,16.0,16.0,1.0,1.0,阪神,ダ,1400.0,16.0,1.0,1.0,0.0625,1番手,0.0625,1番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),6,コパノマーキュリー,13,13,(307.2),,阪神,ダ,1200.0,16.0,16.0,7.0,6.0,阪神,ダ,1200.0,16.0,7.0,6.0,0.4375,4-6番手,0.375,4-6番手,0,0,0.0,0.0
2023.1.7,中京,11,すばるＳ(L),2,ドウドウキリシマ,14,14,(205.3),,中京,ダ,1400.0,16.0,16.0,8.0,8.0,中京,ダ,1400.0,16.0,8.0,8.0,0.5,7-10番手,0.5,7-10番手,0,0,0.0,0.0
