場所,芝ダ,距離,母父馬,母数,勝利数,複勝数,単勝率,複勝率,補正複勝率
中京,ダ,1200,Adios Charlie,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Awesome Again,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Big Brown,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Broken Vow,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Came Home,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Carson City,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Combat Ready,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Concern,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Corinthian,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Country Reel,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Cowboy Cal,1,1,1,1.0,1.0,0.5
中京,ダ,1200,Dixie Union,2,0,1,0.0,0.5,0.4
中京,ダ,1200,Dylan Thomas,2,1,1,0.5,0.5,0.4
中京,ダ,1200,Dynaformer,1,0,0,0.0,0.0,0.25
中京,ダ,1200,El Prado,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Elusive Quality,1,0,0,0.0,0.0,0.25
中京,ダ,1200,End Sweep,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Fasliyev,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Freud,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Galileo,2,0,1,0.0,0.5,0.4
中京,ダ,1200,Gone West,4,1,1,0.25,0.25,0.285714
中京,ダ,1200,High Chaparral,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Honour and Glory,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Horse Chestnut,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Hurricane Run,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Kingmambo,2,1,1,0.5,0.5,0.4
中京,ダ,1200,Manduro,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Mayakovsky,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Medaglia d'Oro,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Midnight Lute,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Midshipman,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Motivator,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Mr. Greeley,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Mt. Livermore,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Munnings,1,1,1,1.0,1.0,0.5
中京,ダ,1200,Not For Love,1,1,1,1.0,1.0,0.5
中京,ダ,1200,Not For Sale,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Noverre,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Oasis Dream,4,0,2,0.0,0.5,0.428571
中京,ダ,1200,Old Fashioned,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Polish Pro,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Pulpit,2,0,1,0.0,0.5,0.4
中京,ダ,1200,Put It Back,2,0,1,0.0,0.5,0.4
中京,ダ,1200,Red Ransom,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Redoute's Choice,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Repent,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Rock Hard Ten,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Roman Ruler,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Sadler's Wells,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Scat Daddy,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Seeking the Gold,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Shamardal,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Sholokhov,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Sinndar,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Sir Cat,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Siyouni,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Sky Mesa,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Smart Strike,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Smoke Glacken,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Soviet Star,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Spinning World,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Storm Cat,2,0,0,0.0,0.0,0.2
中京,ダ,1200,Stravinsky,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Street Cry,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Street Sense,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Tapit,3,0,1,0.0,0.3333,0.333333
中京,ダ,1200,Teofilo,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Timber Country,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Tiz Wonderful,3,0,2,0.0,0.6667,0.5
中京,ダ,1200,Unbridled's Song,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Valid Expectations,1,0,1,0.0,1.0,0.5
中京,ダ,1200,Vindication,1,0,0,0.0,0.0,0.25
中京,ダ,1200,War Chant,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Yes It's True,1,0,0,0.0,0.0,0.25
中京,ダ,1200,Yonaguska,5,1,1,0.2,0.2,0.25
中京,ダ,1200,アイルハヴアナザー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,アグネスタキオン,15,0,2,0.0,0.1333,0.166667
中京,ダ,1200,アグネスデジタル,6,0,0,0.0,0.0,0.111111
中京,ダ,1200,アグネスフライト,3,0,0,0.0,0.0,0.166667
中京,ダ,1200,アサティス,4,0,0,0.0,0.0,0.142857
中京,ダ,1200,アドマイヤコジーン,1,0,0,0.0,0.0,0.25
中京,ダ,1200,アドマイヤジャパン,5,1,1,0.2,0.2,0.25
中京,ダ,1200,アドマイヤボス,1,0,0,0.0,0.0,0.25
中京,ダ,1200,アドマイヤムーン,6,0,0,0.0,0.0,0.111111
中京,ダ,1200,アフリート,2,0,0,0.0,0.0,0.2
中京,ダ,1200,アポインテッドデイ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,アラムシャー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ウイニングチケット,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ウインクリューガー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ウォーエンブレム,5,1,1,0.2,0.2,0.25
中京,ダ,1200,エアエミネム,1,0,0,0.0,0.0,0.25
中京,ダ,1200,エイシンサンディ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,エリシオ,4,0,2,0.0,0.5,0.428571
中京,ダ,1200,エンドスウィープ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,エンパイアメーカー,9,1,2,0.1111,0.2222,0.25
中京,ダ,1200,オンファイア,3,0,0,0.0,0.0,0.166667
中京,ダ,1200,カネヒキリ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,キングカメハメハ,13,0,2,0.0,0.1538,0.1875
中京,ダ,1200,キングヘイロー,4,0,0,0.0,0.0,0.142857
中京,ダ,1200,キンシャサノキセキ,2,0,0,0.0,0.0,0.2
中京,ダ,1200,クロフネ,22,2,5,0.0909,0.2273,0.24
中京,ダ,1200,ケイムホーム,5,1,2,0.2,0.4,0.375
中京,ダ,1200,コマンズ,2,1,2,0.5,1.0,0.6
中京,ダ,1200,コマンダーインチーフ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,コロナドズクエスト,4,2,2,0.5,0.5,0.428571
中京,ダ,1200,ゴールドアリュール,13,1,2,0.0769,0.1538,0.1875
中京,ダ,1200,サウスヴィグラス,14,0,3,0.0,0.2143,0.235294
中京,ダ,1200,サクラバクシンオー,11,0,1,0.0,0.0909,0.142857
中京,ダ,1200,サムライハート,1,0,0,0.0,0.0,0.25
中京,ダ,1200,サンダーガルチ,2,0,0,0.0,0.0,0.2
中京,ダ,1200,サンデーサイレンス,3,1,1,0.3333,0.3333,0.333333
中京,ダ,1200,シニスターミニスター,7,0,2,0.0,0.2857,0.3
中京,ダ,1200,シンボリクリスエス,14,2,4,0.1429,0.2857,0.294118
中京,ダ,1200,ジェイドロバリー,5,0,0,0.0,0.0,0.125
中京,ダ,1200,ジャングルポケット,7,0,0,0.0,0.0,0.1
中京,ダ,1200,スウェプトオーヴァーボード,5,0,1,0.0,0.2,0.25
中京,ダ,1200,スズカマンボ,4,0,1,0.0,0.25,0.285714
中京,ダ,1200,スタチューオブリバティ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,スターオブコジーン,1,0,0,0.0,0.0,0.25
中京,ダ,1200,スターリングローズ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ステイゴールド,3,0,2,0.0,0.6667,0.5
中京,ダ,1200,ストーミングホーム,2,0,1,0.0,0.5,0.4
中京,ダ,1200,スペシャルウィーク,9,1,3,0.1111,0.3333,0.333333
中京,ダ,1200,スマートファルコン,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ゼンノエルシド,3,1,2,0.3333,0.6667,0.5
中京,ダ,1200,ゼンノロブロイ,10,0,3,0.0,0.3,0.307692
中京,ダ,1200,タイキシャトル,7,1,1,0.1429,0.1429,0.2
中京,ダ,1200,タイムパラドックス,1,0,0,0.0,0.0,0.25
中京,ダ,1200,タップダンスシチー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,タニノギムレット,4,0,0,0.0,0.0,0.142857
中京,ダ,1200,ダイワメジャー,12,0,0,0.0,0.0,0.066667
中京,ダ,1200,ダンスインザダーク,8,1,3,0.125,0.375,0.363636
中京,ダ,1200,チチカステナンゴ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ティンバーカントリー,2,0,0,0.0,0.0,0.2
中京,ダ,1200,テイエムオペラオー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ディアブロ,5,0,0,0.0,0.0,0.125
中京,ダ,1200,ディープインパクト,15,1,4,0.0667,0.2667,0.277778
中京,ダ,1200,ディープスカイ,2,0,0,0.0,0.0,0.2
中京,ダ,1200,デヒア,3,0,0,0.0,0.0,0.166667
中京,ダ,1200,デュランダル,5,0,0,0.0,0.0,0.125
中京,ダ,1200,トワイニング,5,0,2,0.0,0.4,0.375
中京,ダ,1200,トーホウエンペラー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,トーヨーレインボー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ドリームジャーニー,2,1,2,0.5,1.0,0.6
中京,ダ,1200,ネオユニヴァース,4,0,1,0.0,0.25,0.285714
中京,ダ,1200,ノボジャック,2,0,0,0.0,0.0,0.2
中京,ダ,1200,ハーツクライ,9,0,2,0.0,0.2222,0.25
中京,ダ,1200,ハービンジャー,2,0,0,0.0,0.0,0.2
中京,ダ,1200,バゴ,4,1,1,0.25,0.25,0.285714
中京,ダ,1200,バチアー,1,0,0,0.0,0.0,0.25
中京,ダ,1200,バブルガムフェロー,6,1,2,0.1667,0.3333,0.333333
中京,ダ,1200,パイロ,3,0,1,0.0,0.3333,0.333333
中京,ダ,1200,パーソナルラッシュ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ファスリエフ,9,0,0,0.0,0.0,0.083333
中京,ダ,1200,ファルブラヴ,2,0,1,0.0,0.5,0.4
中京,ダ,1200,ファンタスティックライト,7,0,1,0.0,0.1429,0.2
中京,ダ,1200,フォーティナイナー,4,0,0,0.0,0.0,0.142857
中京,ダ,1200,フサイチコンコルド,1,0,0,0.0,0.0,0.25
中京,ダ,1200,フジキセキ,21,1,5,0.0476,0.2381,0.25
中京,ダ,1200,フレンチデピュティ,9,0,3,0.0,0.3333,0.333333
中京,ダ,1200,ブライアンズタイム,13,5,7,0.3846,0.5385,0.5
中京,ダ,1200,ブラックタイド,6,2,2,0.3333,0.3333,0.333333
中京,ダ,1200,プリサイスエンド,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ボストンハーバー,2,0,1,0.0,0.5,0.4
中京,ダ,1200,マイネルラヴ,6,1,1,0.1667,0.1667,0.222222
中京,ダ,1200,マヤノトップガン,1,0,0,0.0,0.0,0.25
中京,ダ,1200,マンハッタンカフェ,8,0,1,0.0,0.125,0.181818
中京,ダ,1200,マーベラスサンデー,2,0,0,0.0,0.0,0.2
中京,ダ,1200,メイショウオウドウ,2,0,0,0.0,0.0,0.2
中京,ダ,1200,メイショウボーラー,4,0,0,0.0,0.0,0.142857
中京,ダ,1200,メジロマックイーン,2,0,0,0.0,0.0,0.2
中京,ダ,1200,ヨハネスブルグ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ラムタラ,1,0,0,0.0,0.0,0.25
中京,ダ,1200,リンカーン,2,0,0,0.0,0.0,0.2
中京,ダ,1200,リンドシェーバー,2,0,0,0.0,0.0,0.2
中京,ダ,1200,ロックオブジブラルタル,1,0,0,0.0,0.0,0.25
中京,ダ,1200,ワイルドラッシュ,5,0,1,0.0,0.2,0.25
中京,ダ,1200,ワークフォース,3,0,0,0.0,0.0,0.166667
中京,ダ,1200,ヴァーミリアン,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Afternoon Deelites,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Anabaa Blue,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Any Given Saturday,2,1,1,0.5,0.5,0.4
中京,ダ,1400,Bertolini,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Bluegrass Cat,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Candy Ride,1,0,0,0.0,0.0,0.25
中京,ダ,1400,City Zip,4,0,2,0.0,0.5,0.428571
中京,ダ,1400,Corinthian,2,0,1,0.0,0.5,0.4
中京,ダ,1400,Cowboy Cal,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Cozzene,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Curlin,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Deep Impact,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Devil's Bag,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Discreet Cat,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Distant View,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Distorted Humor,3,1,1,0.3333,0.3333,0.333333
中京,ダ,1400,Dixieland Band,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Dubawi,1,1,1,1.0,1.0,0.5
中京,ダ,1400,Dylan Thomas,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Elusive Quality,2,1,1,0.5,0.5,0.4
中京,ダ,1400,Exchange Rate,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Fastnet Rock,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Footstepsinthesand,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Forest Wildcat,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Forestry,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Fusaichi Pegasus,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Galileo,6,0,2,0.0,0.3333,0.333333
中京,ダ,1400,Ghostzapper,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Giant's Causeway,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Gone West,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Grand Slam,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Hard Spun,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Harlan's Holiday,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Include,3,1,2,0.3333,0.6667,0.5
中京,ダ,1400,Indian Charlie,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Kingmambo,3,0,1,0.0,0.3333,0.333333
中京,ダ,1400,Kitten's Joy,5,0,2,0.0,0.4,0.375
中京,ダ,1400,Lemon Drop Kid,4,2,3,0.5,0.75,0.571429
中京,ダ,1400,Leroidesanimaux,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Literato,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Lord of England,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Machiavellian,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Medaglia d'Oro,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Midshipman,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Miswaki,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Monsun,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Montjeu,1,0,1,0.0,1.0,0.5
中京,ダ,1400,More Than Ready,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Mr. Greeley,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Not For Sale,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Oasis Dream,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Officer,1,1,1,1.0,1.0,0.5
中京,ダ,1400,Offlee Wild,1,1,1,1.0,1.0,0.5
中京,ダ,1400,Oratorio,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Orb,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Pyro,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Quiet American,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Rainbow Quest,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Raven's Pass,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Ready's Image,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Red Ransom,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Redoute's Choice,3,1,1,0.3333,0.3333,0.333333
中京,ダ,1400,Repent,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Sadler's Wells,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Scat Daddy,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Scipion,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Sea of Secrets,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Seeking the Gold,4,1,1,0.25,0.25,0.285714
中京,ダ,1400,Sinndar,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Sligo Bay,2,0,1,0.0,0.5,0.4
中京,ダ,1400,Smart Strike,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Smoke Glacken,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Spinning World,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Storm Cat,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Stormy Atlantic,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Street Cry,5,2,2,0.4,0.4,0.375
中京,ダ,1400,Street Sense,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Sunriver,2,2,2,1.0,1.0,0.6
中京,ダ,1400,Super Saver,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Tale of the Cat,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Tamayuz,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Tapit,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,Theatrical,1,0,1,0.0,1.0,0.5
中京,ダ,1400,Thunder Gulch,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Tiznow,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Unbridled's Song,2,0,0,0.0,0.0,0.2
中京,ダ,1400,Victoire Pisa,1,0,0,0.0,0.0,0.25
中京,ダ,1400,War Front,3,1,2,0.3333,0.6667,0.5
中京,ダ,1400,Woodman,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Yonaguska,1,0,0,0.0,0.0,0.25
中京,ダ,1400,Zensational,1,0,0,0.0,0.0,0.25
中京,ダ,1400,アイルハヴアナザー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,アグネスタキオン,18,1,2,0.0556,0.1111,0.142857
中京,ダ,1400,アグネスデジタル,10,0,3,0.0,0.3,0.307692
中京,ダ,1400,アサティス,1,0,0,0.0,0.0,0.25
中京,ダ,1400,アドマイヤジャパン,4,0,0,0.0,0.0,0.142857
中京,ダ,1400,アドマイヤドン,1,0,0,0.0,0.0,0.25
中京,ダ,1400,アドマイヤボス,1,0,1,0.0,1.0,0.5
中京,ダ,1400,アドマイヤマックス,1,0,0,0.0,0.0,0.25
中京,ダ,1400,アドマイヤムーン,4,0,0,0.0,0.0,0.142857
中京,ダ,1400,アフリート,13,1,5,0.0769,0.3846,0.375
中京,ダ,1400,ウォーエンブレム,6,0,0,0.0,0.0,0.111111
中京,ダ,1400,エリシオ,1,0,1,0.0,1.0,0.5
中京,ダ,1400,エルコンドルパサー,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,エンドスウィープ,2,0,0,0.0,0.0,0.2
中京,ダ,1400,エンパイアメーカー,6,1,2,0.1667,0.3333,0.333333
中京,ダ,1400,オペラハウス,1,0,0,0.0,0.0,0.25
中京,ダ,1400,オレハマッテルゼ,2,0,0,0.0,0.0,0.2
中京,ダ,1400,キャプテンスティーヴ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,キングカメハメハ,31,3,7,0.0968,0.2258,0.235294
中京,ダ,1400,キングヘイロー,6,0,1,0.0,0.1667,0.222222
中京,ダ,1400,キンシャサノキセキ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,クロフネ,19,0,3,0.0,0.1579,0.181818
中京,ダ,1400,グラスワンダー,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ケイムホーム,2,0,0,0.0,0.0,0.2
中京,ダ,1400,コマンダーインチーフ,4,0,1,0.0,0.25,0.285714
中京,ダ,1400,コロナドズクエスト,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,コンデュイット,3,0,1,0.0,0.3333,0.333333
中京,ダ,1400,ゴールドアリュール,11,2,4,0.1818,0.3636,0.357143
中京,ダ,1400,ゴールドヘイロー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,サウスヴィグラス,4,1,2,0.25,0.5,0.428571
中京,ダ,1400,サクラバクシンオー,14,1,2,0.0714,0.1429,0.176471
中京,ダ,1400,サムライハート,1,0,0,0.0,0.0,0.25
中京,ダ,1400,サンダーガルチ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,サンデーサイレンス,19,0,1,0.0,0.0526,0.090909
中京,ダ,1400,シェルゲーム,1,0,0,0.0,0.0,0.25
中京,ダ,1400,シンボリクリスエス,13,1,3,0.0769,0.2308,0.25
中京,ダ,1400,シーキングザダイヤ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ジェニュイン,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ジャングルポケット,6,0,0,0.0,0.0,0.111111
中京,ダ,1400,スウェプトオーヴァーボード,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,スエヒロコマンダー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,スズカマンボ,5,1,1,0.2,0.2,0.25
中京,ダ,1400,スターオブコジーン,1,0,0,0.0,0.0,0.25
中京,ダ,1400,スターリングローズ,2,0,1,0.0,0.5,0.4
中京,ダ,1400,ステイゴールド,2,0,1,0.0,0.5,0.4
中京,ダ,1400,ストリートセンス,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ストーミングホーム,1,0,0,0.0,0.0,0.25
中京,ダ,1400,スパイキュール,2,0,0,0.0,0.0,0.2
中京,ダ,1400,スピニングワールド,1,0,0,0.0,0.0,0.25
中京,ダ,1400,スペシャルウィーク,9,0,0,0.0,0.0,0.083333
中京,ダ,1400,スマートボーイ,1,1,1,1.0,1.0,0.5
中京,ダ,1400,ゼンノロブロイ,18,1,6,0.0556,0.3333,0.333333
中京,ダ,1400,タイキシャトル,8,0,1,0.0,0.125,0.181818
中京,ダ,1400,タイムパラドックス,1,0,0,0.0,0.0,0.25
中京,ダ,1400,タニノギムレット,6,0,1,0.0,0.1667,0.222222
中京,ダ,1400,ダイワメジャー,19,1,4,0.0526,0.2105,0.227273
中京,ダ,1400,ダンシングブレーヴ,1,0,1,0.0,1.0,0.5
中京,ダ,1400,ダンスインザダーク,10,1,3,0.1,0.3,0.307692
中京,ダ,1400,ティンバーカントリー,2,0,0,0.0,0.0,0.2
中京,ダ,1400,テイエムオペラオー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ディープインパクト,14,1,2,0.0714,0.1429,0.176471
中京,ダ,1400,ディープスカイ,1,0,1,0.0,1.0,0.5
中京,ダ,1400,ディープブリランテ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,デヒア,10,1,3,0.1,0.3,0.307692
中京,ダ,1400,トーヨーレインボー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ドリームジャーニー,2,0,2,0.0,1.0,0.6
中京,ダ,1400,ナリタトップロード,2,0,1,0.0,0.5,0.4
中京,ダ,1400,ネオユニヴァース,9,0,1,0.0,0.1111,0.166667
中京,ダ,1400,ハーツクライ,15,0,2,0.0,0.1333,0.166667
中京,ダ,1400,ハードスパン,1,0,1,0.0,1.0,0.5
中京,ダ,1400,ハービンジャー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,バチアー,6,0,1,0.0,0.1667,0.222222
中京,ダ,1400,バトルプラン,1,1,1,1.0,1.0,0.5
中京,ダ,1400,バブルガムフェロー,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,パイロ,2,0,0,0.0,0.0,0.2
中京,ダ,1400,パラダイスクリーク,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ファスリエフ,8,0,0,0.0,0.0,0.090909
中京,ダ,1400,ファルブラヴ,3,0,1,0.0,0.3333,0.333333
中京,ダ,1400,ファンタスティックライト,1,0,0,0.0,0.0,0.25
中京,ダ,1400,フォーティナイナー,3,0,0,0.0,0.0,0.166667
中京,ダ,1400,フサイチコンコルド,2,0,0,0.0,0.0,0.2
中京,ダ,1400,フジキセキ,20,0,1,0.0,0.05,0.086957
中京,ダ,1400,フリオーソ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,フレンチデピュティ,19,1,3,0.0526,0.1579,0.181818
中京,ダ,1400,ブライアンズタイム,11,1,2,0.0909,0.1818,0.214286
中京,ダ,1400,ブラックタイアフェアー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ブラックタイド,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ブロッコ,1,1,1,1.0,1.0,0.5
中京,ダ,1400,ホワイトマズル,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ボストンハーバー,3,0,1,0.0,0.3333,0.333333
中京,ダ,1400,マイネルラヴ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,マヤノトップガン,1,1,1,1.0,1.0,0.5
中京,ダ,1400,マンハッタンカフェ,13,3,8,0.2308,0.6154,0.5625
中京,ダ,1400,マーベラスサンデー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ミラクルアドマイヤ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,メイショウサムソン,2,0,1,0.0,0.5,0.4
中京,ダ,1400,メイショウボーラー,4,1,1,0.25,0.25,0.285714
中京,ダ,1400,メジロベイリー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ヨハネスブルグ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ラスカルスズカ,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ラムタラ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,リンカーン,1,0,0,0.0,0.0,0.25
中京,ダ,1400,リンドシェーバー,2,0,0,0.0,0.0,0.2
中京,ダ,1400,ルールオブロー,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ロサード,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ロックオブジブラルタル,5,1,3,0.2,0.6,0.5
中京,ダ,1400,ロージズインメイ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ロードカナロア,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ローレルゲレイロ,1,0,0,0.0,0.0,0.25
中京,ダ,1400,ワイルドラッシュ,4,0,0,0.0,0.0,0.142857
中京,ダ,1400,ワークフォース,1,0,0,0.0,0.0,0.25
