場所,芝ダ,距離,母父馬,母数,勝利数,複勝数,単勝率,複勝率,補正複勝率
小倉,芝,2000,Ghostzapper,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Gone West,2,0,1,0.0,0.5,0.4
小倉,芝,2000,Halling,2,0,0,0.0,0.0,0.2
小倉,芝,2000,Hard Spun,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Harlan's Holiday,4,1,2,0.25,0.5,0.428571
小倉,芝,2000,Hawk Wing,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Heart's Cry,2,1,2,0.5,1.0,0.6
小倉,芝,2000,High Chaparral,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Holy Roman Emperor,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Intikhab,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Johannesburg,2,0,0,0.0,0.0,0.2
小倉,芝,2000,Jump Start,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Kaldoun,2,0,1,0.0,0.5,0.4
小倉,芝,2000,Key of Luck,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Kingmambo,6,0,2,0.0,0.3333,0.333333
小倉,芝,2000,Kitten's Joy,3,1,2,0.3333,0.6667,0.5
小倉,芝,2000,Kris,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Leroidesanimaux,2,0,0,0.0,0.0,0.2
小倉,芝,2000,Machiavellian,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Malibu Moon,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Medaglia d'Oro,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Medicean,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Mizzen Mast,2,1,2,0.5,1.0,0.6
小倉,芝,2000,Monsun,8,0,2,0.0,0.25,0.272727
小倉,芝,2000,Mr. Greeley,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Myboycharlie,1,0,0,0.0,0.0,0.25
小倉,芝,2000,New Approach,2,0,0,0.0,0.0,0.2
小倉,芝,2000,Not For Sale,2,1,2,0.5,1.0,0.6
小倉,芝,2000,Orpen,1,1,1,1.0,1.0,0.5
小倉,芝,2000,Pivotal,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Pulpit,2,0,0,0.0,0.0,0.2
小倉,芝,2000,Raven's Pass,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Red Ransom,5,0,1,0.0,0.2,0.25
小倉,芝,2000,Rock of Gibraltar,7,0,2,0.0,0.2857,0.3
小倉,芝,2000,Shamardal,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Silver Hawk,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Smart Strike,6,0,2,0.0,0.3333,0.333333
小倉,芝,2000,Sri Pekan,2,0,2,0.0,1.0,0.6
小倉,芝,2000,Star Dabbler,2,0,0,0.0,0.0,0.2
小倉,芝,2000,Street Cry,5,0,1,0.0,0.2,0.25
小倉,芝,2000,Tale of the Cat,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Tapit,1,0,1,0.0,1.0,0.5
小倉,芝,2000,Teofilo,2,2,2,1.0,1.0,0.6
小倉,芝,2000,Tiznow,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Tobougg,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Unbridled's Song,3,0,0,0.0,0.0,0.166667
小倉,芝,2000,Vale of York,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Whipper,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Woodman,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Xaar,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Yes It's True,1,0,0,0.0,0.0,0.25
小倉,芝,2000,Zensational,2,0,1,0.0,0.5,0.4
小倉,芝,2000,Zoffany,1,1,1,1.0,1.0,0.5
小倉,芝,2000,アグネスタキオン,8,0,2,0.0,0.25,0.272727
小倉,芝,2000,アグネスデジタル,3,0,0,0.0,0.0,0.166667
小倉,芝,2000,アドマイヤコジーン,1,0,0,0.0,0.0,0.25
小倉,芝,2000,アドマイヤベガ,3,0,0,0.0,0.0,0.166667
小倉,芝,2000,アドマイヤマックス,1,0,0,0.0,0.0,0.25
小倉,芝,2000,アドマイヤムーン,1,0,0,0.0,0.0,0.25
小倉,芝,2000,アルカセット,1,0,0,0.0,0.0,0.25
小倉,芝,2000,エリシオ,2,0,2,0.0,1.0,0.6
小倉,芝,2000,エンドスウィープ,2,0,0,0.0,0.0,0.2
小倉,芝,2000,オウケンブルースリ,1,0,1,0.0,1.0,0.5
小倉,芝,2000,オペラハウス,3,1,2,0.3333,0.6667,0.5
小倉,芝,2000,カリズマティック,1,0,0,0.0,0.0,0.25
小倉,芝,2000,キャプテンスティーヴ,1,0,0,0.0,0.0,0.25
小倉,芝,2000,キングカメハメハ,33,2,7,0.0606,0.2121,0.222222
小倉,芝,2000,キングヘイロー,4,2,2,0.5,0.5,0.428571
小倉,芝,2000,キンシャサノキセキ,1,0,0,0.0,0.0,0.25
小倉,芝,2000,クロフネ,9,1,2,0.1111,0.2222,0.25
小倉,芝,2000,グラスワンダー,5,0,0,0.0,0.0,0.125
小倉,芝,2000,コマンダーインチーフ,1,0,0,0.0,0.0,0.25
小倉,芝,2000,コンデュイット,7,1,2,0.1429,0.2857,0.3
小倉,芝,2000,ゴールドアリュール,1,0,0,0.0,0.0,0.25
小倉,芝,2000,サクラバクシンオー,4,0,1,0.0,0.25,0.285714
小倉,芝,2000,サクラユタカオー,1,0,0,0.0,0.0,0.25
小倉,芝,2000,サクラローレル,1,0,0,0.0,0.0,0.25
小倉,芝,2000,サンデーサイレンス,4,0,0,0.0,0.0,0.142857
小倉,芝,2000,シャンハイ,2,0,0,0.0,0.0,0.2
小倉,芝,2000,シンボリクリスエス,11,0,1,0.0,0.0909,0.142857
小倉,芝,2000,ジェイドロバリー,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ジャングルポケット,11,0,0,0.0,0.0,0.071429
小倉,芝,2000,スウェプトオーヴァーボード,5,1,1,0.2,0.2,0.25
小倉,芝,2000,スターオブコジーン,2,1,1,0.5,0.5,0.4
小倉,芝,2000,ステイゴールド,13,1,2,0.0769,0.1538,0.1875
小倉,芝,2000,ストラヴィンスキー,2,0,0,0.0,0.0,0.2
小倉,芝,2000,スパイキュール,1,0,0,0.0,0.0,0.25
小倉,芝,2000,スピニングワールド,6,0,1,0.0,0.1667,0.222222
小倉,芝,2000,スペシャルウィーク,12,2,3,0.1667,0.25,0.266667
小倉,芝,2000,ゼンノエルシド,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ゼンノロブロイ,8,0,0,0.0,0.0,0.090909
小倉,芝,2000,タイキシャトル,6,0,1,0.0,0.1667,0.222222
小倉,芝,2000,タニノギムレット,5,0,2,0.0,0.4,0.375
小倉,芝,2000,タバスコキャット,2,0,0,0.0,0.0,0.2
小倉,芝,2000,ダイワメジャー,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ダノンシャンティ,1,1,1,1.0,1.0,0.5
小倉,芝,2000,ダンスインザダーク,10,3,3,0.3,0.3,0.307692
小倉,芝,2000,チチカステナンゴ,2,0,0,0.0,0.0,0.2
小倉,芝,2000,ティンバーカントリー,2,0,0,0.0,0.0,0.2
小倉,芝,2000,ディープインパクト,32,3,11,0.0938,0.3438,0.342857
小倉,芝,2000,デインヒル,4,1,1,0.25,0.25,0.285714
小倉,芝,2000,トウカイテイオー,4,0,0,0.0,0.0,0.142857
小倉,芝,2000,ネオユニヴァース,11,0,0,0.0,0.0,0.071429
小倉,芝,2000,ハーツクライ,6,2,2,0.3333,0.3333,0.333333
小倉,芝,2000,ハービンジャー,5,0,2,0.0,0.4,0.375
小倉,芝,2000,パイロ,3,0,2,0.0,0.6667,0.5
小倉,芝,2000,パラダイスクリーク,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ファルブラヴ,3,1,1,0.3333,0.3333,0.333333
小倉,芝,2000,フサイチコンコルド,2,0,1,0.0,0.5,0.4
小倉,芝,2000,フサイチリシャール,1,0,0,0.0,0.0,0.25
小倉,芝,2000,フジキセキ,3,0,0,0.0,0.0,0.166667
小倉,芝,2000,フレンチデピュティ,10,0,2,0.0,0.2,0.230769
小倉,芝,2000,ブライアンズタイム,10,0,2,0.0,0.2,0.230769
小倉,芝,2000,ホワイトマズル,5,0,0,0.0,0.0,0.125
小倉,芝,2000,ボストンハーバー,2,1,1,0.5,0.5,0.4
小倉,芝,2000,マイネルラヴ,9,0,1,0.0,0.1111,0.166667
小倉,芝,2000,マヤノトップガン,1,0,0,0.0,0.0,0.25
小倉,芝,2000,マンハッタンカフェ,6,0,0,0.0,0.0,0.111111
小倉,芝,2000,メイショウサムソン,3,0,1,0.0,0.3333,0.333333
小倉,芝,2000,メジロマックイーン,2,0,0,0.0,0.0,0.2
小倉,芝,2000,ヨハネスブルグ,2,0,0,0.0,0.0,0.2
小倉,芝,2000,ラムタラ,5,0,2,0.0,0.4,0.375
小倉,芝,2000,ルーラーシップ,5,1,1,0.2,0.2,0.25
小倉,芝,2000,ロックオブジブラルタル,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ロージズインメイ,7,0,2,0.0,0.2857,0.3
小倉,芝,2000,ロードカナロア,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ワークフォース,1,0,0,0.0,0.0,0.25
小倉,芝,2000,ヴィクトワールピサ,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Bahri,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Belong to Me,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Burning Roma,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Cactus Ridge,3,0,1,0.0,0.3333,0.333333
小倉,芝,2600,Champs Elysees,1,0,1,0.0,1.0,0.5
小倉,芝,2600,Dansili,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Danzig,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Elusive Quality,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Empire Maker,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Excellent Art,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Flower Alley,2,0,1,0.0,0.5,0.4
小倉,芝,2600,Fly So Free,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Frankel,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Galileo,5,1,2,0.2,0.4,0.375
小倉,芝,2600,Giant's Causeway,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Gone West,2,0,2,0.0,1.0,0.6
小倉,芝,2600,Grand Lodge,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Henrythenavigator,1,0,0,0.0,0.0,0.25
小倉,芝,2600,High Chaparral,4,0,2,0.0,0.5,0.428571
小倉,芝,2600,High Yield,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Holy Roman Emperor,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Malibu Moon,2,0,1,0.0,0.5,0.4
小倉,芝,2600,Marju,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Medaglia d'Oro,4,1,1,0.25,0.25,0.285714
小倉,芝,2600,Medicean,3,0,1,0.0,0.3333,0.333333
小倉,芝,2600,Midnight Lute,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Mizzen Mast,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Monsun,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Myboycharlie,3,0,0,0.0,0.0,0.166667
小倉,芝,2600,Not For Sale,1,0,0,0.0,0.0,0.25
小倉,芝,2600,O'Reilly,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Oasis Dream,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Point Given,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Royal Anthem,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Sadler's Wells,2,0,0,0.0,0.0,0.2
小倉,芝,2600,Singspiel,1,0,1,0.0,1.0,0.5
小倉,芝,2600,Starspangledbanner,1,1,1,1.0,1.0,0.5
小倉,芝,2600,Storm Cat,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Street Cry,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Tapit,2,0,1,0.0,0.5,0.4
小倉,芝,2600,Tiz Wonderful,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Tiznow,1,0,0,0.0,0.0,0.25
小倉,芝,2600,Unbridled's Song,2,0,1,0.0,0.5,0.4
小倉,芝,2600,アグネスタキオン,9,1,1,0.1111,0.1111,0.166667
小倉,芝,2600,アドマイヤコジーン,1,0,0,0.0,0.0,0.25
小倉,芝,2600,アドマイヤベガ,2,1,1,0.5,0.5,0.4
小倉,芝,2600,アドマイヤマックス,1,0,0,0.0,0.0,0.25
小倉,芝,2600,アルデバラン2,1,0,0,0.0,0.0,0.25
小倉,芝,2600,ウォーエンブレム,1,0,0,0.0,0.0,0.25
小倉,芝,2600,エイシンフラッシュ,1,0,0,0.0,0.0,0.25
小倉,芝,2600,エルコンドルパサー,2,1,1,0.5,0.5,0.4
小倉,芝,2600,エンパイアメーカー,3,0,1,0.0,0.3333,0.333333
小倉,芝,2600,キングカメハメハ,16,1,5,0.0625,0.3125,0.315789
小倉,芝,2600,キングヘイロー,2,0,1,0.0,0.5,0.4
小倉,芝,2600,クロフネ,9,1,1,0.1111,0.1111,0.166667
小倉,芝,2600,グラスワンダー,3,0,2,0.0,0.6667,0.5
小倉,芝,2600,コンデュイット,2,1,1,0.5,0.5,0.4
小倉,芝,2600,サクラバクシンオー,3,0,1,0.0,0.3333,0.333333
小倉,芝,2600,サンデーサイレンス,5,2,3,0.4,0.6,0.5
小倉,芝,2600,シンボリクリスエス,4,1,1,0.25,0.25,0.285714
小倉,芝,2600,ジャングルポケット,6,0,1,0.0,0.1667,0.222222
小倉,芝,2600,スウェプトオーヴァーボード,3,0,0,0.0,0.0,0.166667
小倉,芝,2600,スタチューオブリバティ,2,0,0,0.0,0.0,0.2
小倉,芝,2600,ステイゴールド,4,0,0,0.0,0.0,0.142857
小倉,芝,2600,スペシャルウィーク,1,0,1,0.0,1.0,0.5
小倉,芝,2600,ゼンノロブロイ,3,0,0,0.0,0.0,0.166667
小倉,芝,2600,ソングオブウインド,2,0,0,0.0,0.0,0.2
小倉,芝,2600,タイキシャトル,1,0,0,0.0,0.0,0.25
小倉,芝,2600,タニノギムレット,4,0,1,0.0,0.25,0.285714
小倉,芝,2600,タバスコキャット,1,0,0,0.0,0.0,0.25
小倉,芝,2600,ダイワメジャー,1,0,0,0.0,0.0,0.25
小倉,芝,2600,ダンスインザダーク,1,0,0,0.0,0.0,0.25
小倉,芝,2600,ディープインパクト,11,3,5,0.2727,0.4545,0.428571
小倉,芝,2600,デュランダル,3,1,1,0.3333,0.3333,0.333333
小倉,芝,2600,トニービン,1,0,0,0.0,0.0,0.25
小倉,芝,2600,ハーツクライ,3,0,0,0.0,0.0,0.166667
小倉,芝,2600,ハービンジャー,4,0,4,0.0,1.0,0.714286
小倉,芝,2600,パイロ,1,1,1,1.0,1.0,0.5
小倉,芝,2600,ファルブラヴ,1,0,0,0.0,0.0,0.25
小倉,芝,2600,フジキセキ,4,0,1,0.0,0.25,0.285714
小倉,芝,2600,フレンチデピュティ,3,1,1,0.3333,0.3333,0.333333
小倉,芝,2600,ブライアンズタイム,6,0,1,0.0,0.1667,0.222222
小倉,芝,2600,ホワイトマズル,2,0,0,0.0,0.0,0.2
小倉,芝,2600,マイネルラヴ,7,0,3,0.0,0.4286,0.4
小倉,芝,2600,マリエンバード,1,0,0,0.0,0.0,0.25
小倉,芝,2600,マンハッタンカフェ,4,1,2,0.25,0.5,0.428571
小倉,芝,2600,マーベラスサンデー,1,0,0,0.0,0.0,0.25
小倉,芝,2600,メイショウオウドウ,1,0,0,0.0,0.0,0.25
小倉,芝,2600,メイショウサムソン,1,0,0,0.0,0.0,0.25
小倉,芝,2600,メイショウボーラー,1,0,0,0.0,0.0,0.25
小倉,芝,2600,ルーラーシップ,4,1,1,0.25,0.25,0.285714
小倉,芝,2600,ルールオブロー,4,0,1,0.0,0.25,0.285714
小倉,芝,2600,ロージズインメイ,6,0,1,0.0,0.1667,0.222222
小倉,芝,2600,ヴィクトワールピサ,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,A.P. Indy,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,Afternoon Deelites,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Any Given Saturday,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Awesome of Course,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Banker's Gold,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Belong to Me,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Bernardini,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Bodemeister,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Broken Vow,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,Cadeaux Genereux,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Catienus,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Chief Seattle,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Colonel John,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Combat Ready,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Cozzene,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Curlin,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Dashing Blade,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Deputy Minister,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Distorted Humor,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Dixieland Band,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Dylan Thomas,2,0,1,0.0,0.5,0.4
新潟,ダ,1200,Dynaformer,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,El Prado,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,Eltish,2,0,1,0.0,0.5,0.4
新潟,ダ,1200,Empire Maker,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,End Sweep,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Exceed And Excel,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Exchange Rate,2,1,2,0.5,1.0,0.6
新潟,ダ,1200,Flatter,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Forest Wildcat,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Forestry,2,0,1,0.0,0.5,0.4
新潟,ダ,1200,Frankel,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,French Deputy,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Fusaichi Pegasus,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,Galileo,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,Ghostzapper,5,0,0,0.0,0.0,0.125
新潟,ダ,1200,Giant's Causeway,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,Gone West,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,Green Desert,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Harlan's Holiday,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Heatseeker,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Henrythenavigator,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Hesabull,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Honour and Glory,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Horse Chestnut,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,Include,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Indian Charlie,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,Intikhab,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Invincible Spirit,7,1,3,0.1429,0.4286,0.4
新潟,ダ,1200,Johannesburg,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,King's Best,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Kingmambo,6,0,0,0.0,0.0,0.111111
新潟,ダ,1200,Kitten's Joy,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,Lizard Island,2,1,1,0.5,0.5,0.4
新潟,ダ,1200,Manduro,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,Medaglia d'Oro,6,0,0,0.0,0.0,0.111111
新潟,ダ,1200,Medicean,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Milt's Overture,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Mizzen Mast,5,0,1,0.0,0.2,0.25
新潟,ダ,1200,More Than Ready,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Mr. Greeley,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Mt. Livermore,2,0,1,0.0,0.5,0.4
新潟,ダ,1200,Myboycharlie,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,New Approach,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Northern Afleet,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Not For Love,3,1,2,0.3333,0.6667,0.5
新潟,ダ,1200,Oasis Dream,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,Offlee Wild,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,Pivotal,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Polish Pro,4,0,1,0.0,0.25,0.285714
新潟,ダ,1200,Privately Held,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Pulpit,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Red Ransom,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,Redoute's Choice,3,1,2,0.3333,0.6667,0.5
新潟,ダ,1200,Rock Hard Ten,2,1,2,0.5,1.0,0.6
新潟,ダ,1200,Roman Ruler,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,Saint Liam,2,1,1,0.5,0.5,0.4
新潟,ダ,1200,Scat Daddy,6,1,4,0.1667,0.6667,0.555556
新潟,ダ,1200,Sea The Stars,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Seeking the Gold,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,Shamardal,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,Sholokhov,2,1,1,0.5,0.5,0.4
新潟,ダ,1200,Singspiel,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Sinndar,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Siphon,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Siyouni,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Smart Strike,1,1,1,1.0,1.0,0.5
新潟,ダ,1200,Smarty Jones,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Soviet Star,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Spinning World,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Sri Pekan,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Starspangledbanner,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Storm Cat,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Stravinsky,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,Tapit,2,1,1,0.5,0.5,0.4
新潟,ダ,1200,Theatrical,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Tiz Wonderful,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Touch Gold,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Unbridled's Song,9,1,4,0.1111,0.4444,0.416667
新潟,ダ,1200,Vale of York,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Valid Expectations,4,2,3,0.5,0.75,0.571429
新潟,ダ,1200,Van Nistelrooy,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Victory Gallop,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Vindication,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,Violence,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,War Front,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,Wildcat Heir,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,Woodman,5,1,1,0.2,0.2,0.25
新潟,ダ,1200,Yes It's True,3,1,1,0.3333,0.3333,0.333333
新潟,ダ,1200,Yonaguska,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,アイルハヴアナザー,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,アグネスタキオン,16,0,2,0.0,0.125,0.157895
新潟,ダ,1200,アグネスデジタル,14,1,2,0.0714,0.1429,0.176471
新潟,ダ,1200,アグネスフライト,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,アサティス,1,0,1,0.0,1.0,0.5
新潟,ダ,1200,アドマイヤドン,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,アドマイヤムーン,8,0,0,0.0,0.0,0.090909
新潟,ダ,1200,アフリート,5,0,1,0.0,0.2,0.25
新潟,ダ,1200,アラムシャー,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,ウイニングチケット,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,ウイングアロー,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,ウォーエンブレム,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,エアエミネム,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,エリシオ,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,エルコンドルパサー,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,エンドスウィープ,4,0,0,0.0,0.0,0.142857
新潟,ダ,1200,エンパイアメーカー,5,0,1,0.0,0.2,0.25
新潟,ダ,1200,オペラハウス,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,オルフェーヴル,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,オレハマッテルゼ,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,オンファイア,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,オース,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,カンパニー,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,キャプテンスティーヴ,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,キャプテントゥーレ,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,キングカメハメハ,29,0,6,0.0,0.2069,0.21875
新潟,ダ,1200,キングズベスト,3,0,1,0.0,0.3333,0.333333
新潟,ダ,1200,キングヘイロー,14,2,5,0.1429,0.3571,0.352941
新潟,ダ,1200,キンシャサノキセキ,3,1,1,0.3333,0.3333,0.333333
新潟,ダ,1200,クリプティックラスカル,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,クロフネ,44,4,12,0.0909,0.2727,0.276596
新潟,ダ,1200,グラスワンダー,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,ケイムホーム,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,コマンズ,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,コマンダーインチーフ,3,0,0,0.0,0.0,0.166667
新潟,ダ,1200,コロナドズクエスト,2,1,1,0.5,0.5,0.4
新潟,ダ,1200,ゴールドアリュール,15,0,0,0.0,0.0,0.055556
新潟,ダ,1200,ゴールドヘイロー,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,サウスヴィグラス,19,2,4,0.1053,0.2105,0.227273
新潟,ダ,1200,サクラバクシンオー,22,1,4,0.0455,0.1818,0.2
新潟,ダ,1200,サクラプレジデント,2,0,0,0.0,0.0,0.2
新潟,ダ,1200,サクラユタカオー,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,サマーバード,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,サムライハート,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,サンダーガルチ,1,0,0,0.0,0.0,0.25
新潟,ダ,1200,サンデーサイレンス,10,0,0,0.0,0.0,0.076923
新潟,ダ,1200,ザール,1,0,0,0.0,0.0,0.25
