場所,芝ダ,距離,調教師,母数,勝利数,複勝数,単勝率,複勝率
中山,芝,2500,堀宣行,5,0,2,0.0,0.4
中山,芝,2500,大久保龍,1,0,0,0.0,0.0
中山,芝,2500,大和田成,6,0,0,0.0,0.0
中山,芝,2500,大江原哲,1,0,0,0.0,0.0
中山,芝,2500,大竹正博,1,1,1,1.0,1.0
中山,芝,2500,天間昭一,5,0,0,0.0,0.0
中山,芝,2500,奥平雅士,1,0,0,0.0,0.0
中山,芝,2500,奥村武,5,0,1,0.0,0.2
中山,芝,2500,安田翔伍,2,0,0,0.0,0.0
中山,芝,2500,宗像義忠,3,0,1,0.0,0.3333
中山,芝,2500,宮徹,3,0,1,0.0,0.3333
中山,芝,2500,宮本博,1,0,0,0.0,0.0
中山,芝,2500,宮田敬介,5,0,2,0.0,0.4
中山,芝,2500,寺島良,2,0,0,0.0,0.0
中山,芝,2500,小島茂之,2,0,0,0.0,0.0
中山,芝,2500,小手川準,2,0,0,0.0,0.0
中山,芝,2500,小林真也,2,0,2,0.0,1.0
中山,芝,2500,小笠倫弘,1,0,0,0.0,0.0
中山,芝,2500,尾形和幸,1,0,0,0.0,0.0
中山,芝,2500,庄野靖志,1,0,0,0.0,0.0
中山,芝,2500,戸田博文,3,0,1,0.0,0.3333
中山,芝,2500,手塚貴久,5,1,2,0.2,0.4
中山,芝,2500,斎藤誠,1,0,0,0.0,0.0
中山,芝,2500,新谷功一,1,0,0,0.0,0.0
中山,芝,2500,木村哲也,3,0,1,0.0,0.3333
中山,芝,2500,本間忍,1,0,0,0.0,0.0
中山,芝,2500,杉山佳明,1,0,0,0.0,0.0
中山,芝,2500,杉浦宏昭,2,0,0,0.0,0.0
中山,芝,2500,松山将樹,1,0,0,0.0,0.0
中山,芝,2500,松永幹夫,1,0,0,0.0,0.0
中山,芝,2500,松永康利,4,0,0,0.0,0.0
中山,芝,2500,林徹,5,1,1,0.2,0.2
中山,芝,2500,栗田徹,2,2,2,1.0,1.0
中山,芝,2500,根本康広,4,0,0,0.0,0.0
中山,芝,2500,橋口慎介,1,0,1,0.0,1.0
中山,芝,2500,武井亮,1,0,0,0.0,0.0
中山,芝,2500,武英智,1,1,1,1.0,1.0
中山,芝,2500,武藤善則,1,0,0,0.0,0.0
中山,芝,2500,水野貴広,6,0,0,0.0,0.0
中山,芝,2500,池上昌和,2,0,0,0.0,0.0
中山,芝,2500,池江泰寿,7,0,0,0.0,0.0
中山,芝,2500,清水久詞,4,1,3,0.25,0.75
中山,芝,2500,清水英克,4,1,1,0.25,0.25
中山,芝,2500,牧田和弥,4,0,0,0.0,0.0
中山,芝,2500,田中博康,4,0,1,0.0,0.25
中山,芝,2500,田村康仁,8,0,2,0.0,0.25
中山,芝,2500,畠山吉宏,2,0,0,0.0,0.0
中山,芝,2500,的場均,1,0,0,0.0,0.0
中山,芝,2500,相沢郁,1,0,1,0.0,1.0
中山,芝,2500,矢作芳人,2,0,1,0.0,0.5
中山,芝,2500,矢嶋大樹,1,0,0,0.0,0.0
中山,芝,2500,矢野英一,4,1,1,0.25,0.25
中山,芝,2500,稲垣幸雄,1,1,1,1.0,1.0
中山,芝,2500,竹内正洋,1,0,1,0.0,1.0
中山,芝,2500,茶木太樹,2,0,1,0.0,0.5
中山,芝,2500,菊川正達,1,0,0,0.0,0.0
中山,芝,2500,萱野浩二,1,0,0,0.0,0.0
中山,芝,2500,藤沢則雄,1,0,0,0.0,0.0
中山,芝,2500,蛯名正義,1,0,0,0.0,0.0
中山,芝,2500,西田雄一,4,0,0,0.0,0.0
中山,芝,2500,辻哲英,3,0,2,0.0,0.6667
中山,芝,2500,辻野泰之,3,0,0,0.0,0.0
中山,芝,2500,金成貴史,3,0,0,0.0,0.0
中山,芝,2500,鈴木慎太,1,0,0,0.0,0.0
中山,芝,2500,青木孝文,3,1,2,0.3333,0.6667
中山,芝,2500,高木登,3,0,1,0.0,0.3333
中山,芝,2500,高橋義忠,1,0,0,0.0,0.0
中山,芝,2500,高野友和,1,0,0,0.0,0.0
中山,芝,2500,鮫島一歩,3,0,0,0.0,0.0
中山,芝,2500,鹿戸雄一,2,0,1,0.0,0.5
京都,ダ,1200,上原佑紀,1,0,0,0.0,0.0
京都,ダ,1200,上村洋行,6,0,1,0.0,0.1667
京都,ダ,1200,中内田充,2,0,2,0.0,1.0
京都,ダ,1200,中尾秀正,8,0,2,0.0,0.25
京都,ダ,1200,中川公成,2,0,1,0.0,0.5
京都,ダ,1200,中村直也,1,0,0,0.0,0.0
京都,ダ,1200,中竹和也,2,0,0,0.0,0.0
京都,ダ,1200,中野栄治,2,0,0,0.0,0.0
京都,ダ,1200,久保田貴,1,0,0,0.0,0.0
京都,ダ,1200,今野貞一,7,1,3,0.1429,0.4286
京都,ダ,1200,伊坂重信,5,0,1,0.0,0.2
京都,ダ,1200,伊藤圭三,3,0,1,0.0,0.3333
京都,ダ,1200,佐々木晶,5,0,0,0.0,0.0
京都,ダ,1200,加用正,5,1,2,0.2,0.4
京都,ダ,1200,加藤征弘,1,0,0,0.0,0.0
京都,ダ,1200,勢司和浩,3,0,0,0.0,0.0
京都,ダ,1200,北出成人,2,0,0,0.0,0.0
京都,ダ,1200,千田輝彦,3,1,1,0.3333,0.3333
京都,ダ,1200,南田美知,1,0,0,0.0,0.0
京都,ダ,1200,友道康夫,1,1,1,1.0,1.0
京都,ダ,1200,吉岡辰弥,5,0,0,0.0,0.0
京都,ダ,1200,吉村圭司,4,0,0,0.0,0.0
京都,ダ,1200,吉田直弘,8,2,3,0.25,0.375
京都,ダ,1200,和田勇介,1,0,0,0.0,0.0
京都,ダ,1200,和田雄二,2,0,1,0.0,0.5
京都,ダ,1200,四位洋文,1,0,0,0.0,0.0
京都,ダ,1200,国枝栄,1,1,1,1.0,1.0
京都,ダ,1200,土田稔,1,0,0,0.0,0.0
京都,ダ,1200,坂口智康,4,0,0,0.0,0.0
京都,ダ,1200,大久保龍,3,0,1,0.0,0.3333
京都,ダ,1200,大根田裕,4,0,0,0.0,0.0
京都,ダ,1200,大橋勇樹,10,1,2,0.1,0.2
京都,ダ,1200,天間昭一,5,0,0,0.0,0.0
京都,ダ,1200,奥村豊,7,0,2,0.0,0.2857
京都,ダ,1200,安田翔伍,2,0,0,0.0,0.0
京都,ダ,1200,安田隆行,8,0,0,0.0,0.0
京都,ダ,1200,安達昭夫,13,1,3,0.0769,0.2308
京都,ダ,1200,宮徹,9,0,0,0.0,0.0
京都,ダ,1200,宮本博,3,0,0,0.0,0.0
京都,ダ,1200,宮田敬介,1,0,0,0.0,0.0
京都,ダ,1200,寺島良,5,1,2,0.2,0.4
京都,ダ,1200,小崎憲,5,0,0,0.0,0.0
京都,ダ,1200,小手川準,1,0,0,0.0,0.0
京都,ダ,1200,小林真也,5,0,1,0.0,0.2
京都,ダ,1200,小栗実,7,3,4,0.4286,0.5714
京都,ダ,1200,小桧山悟,1,0,0,0.0,0.0
京都,ダ,1200,小椋研介,2,0,0,0.0,0.0
京都,ダ,1200,小笠倫弘,4,0,2,0.0,0.5
京都,ダ,1200,小野次郎,3,0,0,0.0,0.0
京都,ダ,1200,尾関知人,2,0,0,0.0,0.0
京都,ダ,1200,岡田稲男,7,0,1,0.0,0.1429
京都,ダ,1200,川村禎彦,7,1,2,0.1429,0.2857
京都,ダ,1200,平田修,4,0,0,0.0,0.0
京都,ダ,1200,庄野靖志,8,2,5,0.25,0.625
京都,ダ,1200,手塚貴久,1,0,0,0.0,0.0
京都,ダ,1200,斉藤崇史,1,0,0,0.0,0.0
京都,ダ,1200,斎藤誠,1,0,0,0.0,0.0
京都,ダ,1200,新谷功一,1,0,0,0.0,0.0
京都,ダ,1200,昆貢,1,0,0,0.0,0.0
京都,ダ,1200,服部利之,1,0,0,0.0,0.0
京都,ダ,1200,木原一良,5,1,1,0.2,0.2
京都,ダ,1200,本田優,3,1,3,0.3333,1.0
京都,ダ,1200,本間忍,1,0,0,0.0,0.0
京都,ダ,1200,杉山佳明,8,0,0,0.0,0.0
京都,ダ,1200,杉山晴紀,3,0,2,0.0,0.6667
京都,ダ,1200,杉浦宏昭,3,0,0,0.0,0.0
京都,ダ,1200,村山明,3,1,1,0.3333,0.3333
京都,ダ,1200,村田一誠,1,0,0,0.0,0.0
京都,ダ,1200,松下武士,5,0,0,0.0,0.0
京都,ダ,1200,松永幹夫,7,0,4,0.0,0.5714
京都,ダ,1200,松永昌博,6,0,0,0.0,0.0
京都,ダ,1200,林徹,1,0,0,0.0,0.0
京都,ダ,1200,栗田徹,2,0,0,0.0,0.0
京都,ダ,1200,根本康広,6,1,2,0.1667,0.3333
京都,ダ,1200,梅田智之,4,0,0,0.0,0.0
京都,ダ,1200,森田直行,9,1,6,0.1111,0.6667
京都,ダ,1200,森秀行,8,2,3,0.25,0.375
京都,ダ,1200,橋口慎介,3,0,0,0.0,0.0
京都,ダ,1200,武井亮,4,1,2,0.25,0.5
京都,ダ,1200,武英智,5,1,2,0.2,0.4
京都,ダ,1200,武藤善則,3,0,0,0.0,0.0
京都,ダ,1200,池上昌和,1,0,0,0.0,0.0
京都,ダ,1200,池添学,3,0,0,0.0,0.0
京都,ダ,1200,河内洋,2,0,0,0.0,0.0
京都,ダ,1200,河嶋宏樹,1,0,0,0.0,0.0
京都,ダ,1200,浜田多実,13,3,4,0.2308,0.3077
京都,ダ,1200,清水久詞,6,0,1,0.0,0.1667
京都,ダ,1200,渡辺薫彦,2,0,0,0.0,0.0
京都,ダ,1200,牧浦充徳,7,0,2,0.0,0.2857
京都,ダ,1200,牧田和弥,2,0,0,0.0,0.0
京都,ダ,1200,田中克典,8,1,2,0.125,0.25
京都,ダ,1200,田中博康,2,0,0,0.0,0.0
京都,ダ,1200,田島俊明,4,0,0,0.0,0.0
京都,ダ,1200,畑端省吾,8,0,1,0.0,0.125
京都,ダ,1200,的場均,1,0,0,0.0,0.0
京都,ダ,1200,矢作芳人,8,1,1,0.125,0.125
京都,ダ,1200,矢嶋大樹,1,0,0,0.0,0.0
京都,ダ,1200,石坂公一,8,0,2,0.0,0.25
京都,ダ,1200,石栗龍彦,1,0,0,0.0,0.0
京都,ダ,1200,石橋守,13,2,3,0.1538,0.2308
京都,ダ,1200,竹内正洋,1,0,0,0.0,0.0
京都,ダ,1200,笹田和秀,7,0,0,0.0,0.0
京都,ダ,1200,緒方努,5,0,1,0.0,0.2
京都,ダ,1200,羽月友彦,9,0,1,0.0,0.1111
京都,ダ,1200,茶木太樹,4,0,0,0.0,0.0
京都,ダ,1200,荒川義之,11,1,6,0.0909,0.5455
京都,ダ,1200,菊川正達,1,0,0,0.0,0.0
京都,ダ,1200,藤原英昭,1,0,0,0.0,0.0
京都,ダ,1200,藤岡健一,2,0,0,0.0,0.0
京都,ダ,1200,藤沢則雄,5,0,0,0.0,0.0
京都,ダ,1200,蛯名利弘,2,0,0,0.0,0.0
京都,ダ,1200,西園正都,8,1,2,0.125,0.25
京都,ダ,1200,西園翔太,12,0,3,0.0,0.25
京都,ダ,1200,西村真幸,6,0,0,0.0,0.0
京都,ダ,1200,角田晃一,10,0,0,0.0,0.0
京都,ダ,1200,谷潔,5,0,2,0.0,0.4
京都,ダ,1200,辻野泰之,3,0,0,0.0,0.0
京都,ダ,1200,野中賢二,4,0,1,0.0,0.25
京都,ダ,1200,金成貴史,3,0,1,0.0,0.3333
京都,ダ,1200,鈴木孝志,12,2,3,0.1667,0.25
京都,ダ,1200,鈴木慎太,1,0,0,0.0,0.0
京都,ダ,1200,長谷川浩,2,0,0,0.0,0.0
京都,ダ,1200,音無秀孝,6,0,1,0.0,0.1667
京都,ダ,1200,須貝尚介,5,1,1,0.2,0.2
京都,ダ,1200,飯田祐史,5,0,1,0.0,0.2
京都,ダ,1200,飯田雄三,7,0,0,0.0,0.0
京都,ダ,1200,高柳大輔,7,0,1,0.0,0.1429
京都,ダ,1200,高柳瑞樹,1,0,0,0.0,0.0
京都,ダ,1200,高橋亮,5,0,0,0.0,0.0
京都,ダ,1200,高橋康之,4,0,0,0.0,0.0
京都,ダ,1200,高野友和,2,0,0,0.0,0.0
京都,ダ,1200,鮫島一歩,7,0,0,0.0,0.0
京都,ダ,1400,上村洋行,5,1,2,0.2,0.4
京都,ダ,1400,中内田充,1,0,0,0.0,0.0
京都,ダ,1400,中尾秀正,7,1,4,0.1429,0.5714
京都,ダ,1400,中村直也,1,0,0,0.0,0.0
京都,ダ,1400,中竹和也,1,0,0,0.0,0.0
京都,ダ,1400,中野栄治,3,0,0,0.0,0.0
京都,ダ,1400,今野貞一,7,1,2,0.1429,0.2857
京都,ダ,1400,伊藤圭三,6,0,0,0.0,0.0
京都,ダ,1400,佐々木晶,3,0,1,0.0,0.3333
京都,ダ,1400,加用正,6,1,1,0.1667,0.1667
京都,ダ,1400,加藤和宏,2,0,0,0.0,0.0
京都,ダ,1400,加藤征弘,2,1,2,0.5,1.0
京都,ダ,1400,北出成人,9,0,0,0.0,0.0
京都,ダ,1400,千田輝彦,12,0,2,0.0,0.1667
京都,ダ,1400,友道康夫,2,0,0,0.0,0.0
京都,ダ,1400,吉岡辰弥,4,1,2,0.25,0.5
京都,ダ,1400,吉村圭司,6,1,3,0.1667,0.5
京都,ダ,1400,吉田直弘,10,1,3,0.1,0.3
京都,ダ,1400,和田雄二,3,0,0,0.0,0.0
京都,ダ,1400,四位洋文,3,0,0,0.0,0.0
京都,ダ,1400,土田稔,1,0,0,0.0,0.0
京都,ダ,1400,坂口智康,9,0,1,0.0,0.1111
京都,ダ,1400,堀宣行,1,0,0,0.0,0.0
京都,ダ,1400,大久保龍,10,0,2,0.0,0.2
京都,ダ,1400,大根田裕,9,0,0,0.0,0.0
京都,ダ,1400,大橋勇樹,7,0,0,0.0,0.0
京都,ダ,1400,奥平雅士,1,0,1,0.0,1.0
京都,ダ,1400,奥村豊,6,2,2,0.3333,0.3333
京都,ダ,1400,安田翔伍,4,0,0,0.0,0.0
京都,ダ,1400,安田隆行,7,1,1,0.1429,0.1429
京都,ダ,1400,安達昭夫,4,0,1,0.0,0.25
京都,ダ,1400,宮徹,3,0,0,0.0,0.0
京都,ダ,1400,宮本博,5,0,0,0.0,0.0
京都,ダ,1400,寺島良,3,0,1,0.0,0.3333
京都,ダ,1400,小崎憲,11,0,3,0.0,0.2727
京都,ダ,1400,小林真也,10,1,3,0.1,0.3
京都,ダ,1400,小栗実,4,0,1,0.0,0.25
京都,ダ,1400,小椋研介,4,2,2,0.5,0.5
京都,ダ,1400,小笠倫弘,3,0,2,0.0,0.6667
京都,ダ,1400,小西一男,1,0,0,0.0,0.0
京都,ダ,1400,岡田稲男,12,0,2,0.0,0.1667
京都,ダ,1400,岩戸孝樹,3,0,0,0.0,0.0
京都,ダ,1400,川村禎彦,1,0,0,0.0,0.0
京都,ダ,1400,平田修,2,0,0,0.0,0.0
京都,ダ,1400,庄野靖志,4,0,0,0.0,0.0
京都,ダ,1400,戸田博文,1,0,0,0.0,0.0
京都,ダ,1400,斉藤崇史,6,1,1,0.1667,0.1667
京都,ダ,1400,斎藤誠,3,0,1,0.0,0.3333
京都,ダ,1400,新谷功一,1,0,0,0.0,0.0
京都,ダ,1400,昆貢,1,0,0,0.0,0.0
京都,ダ,1400,木原一良,10,1,1,0.1,0.1
京都,ダ,1400,本田優,6,0,1,0.0,0.1667
京都,ダ,1400,杉山佳明,6,2,3,0.3333,0.5
京都,ダ,1400,杉山晴紀,5,2,2,0.4,0.4
京都,ダ,1400,村山明,7,0,0,0.0,0.0
京都,ダ,1400,松下武士,6,1,1,0.1667,0.1667
京都,ダ,1400,松永幹夫,3,1,1,0.3333,0.3333
京都,ダ,1400,松永康利,1,0,0,0.0,0.0
京都,ダ,1400,松永昌博,5,0,0,0.0,0.0
京都,ダ,1400,栗田徹,1,0,0,0.0,0.0
京都,ダ,1400,根本康広,2,0,0,0.0,0.0
京都,ダ,1400,梅田智之,8,0,1,0.0,0.125
京都,ダ,1400,森田直行,3,0,1,0.0,0.3333
京都,ダ,1400,森秀行,17,1,2,0.0588,0.1176
京都,ダ,1400,橋口慎介,6,1,4,0.1667,0.6667
京都,ダ,1400,武井亮,1,0,0,0.0,0.0
京都,ダ,1400,武幸四郎,3,0,1,0.0,0.3333
京都,ダ,1400,武英智,8,1,3,0.125,0.375
京都,ダ,1400,武藤善則,4,1,2,0.25,0.5
京都,ダ,1400,水野貴広,1,0,1,0.0,1.0
京都,ダ,1400,池江泰寿,5,0,1,0.0,0.2
京都,ダ,1400,池添学,10,0,3,0.0,0.3
京都,ダ,1400,河内洋,3,0,1,0.0,0.3333
京都,ダ,1400,河嶋宏樹,3,0,1,0.0,0.3333
京都,ダ,1400,浜田多実,12,2,5,0.1667,0.4167
京都,ダ,1400,清水久詞,11,1,1,0.0909,0.0909
京都,ダ,1400,渡辺薫彦,6,0,0,0.0,0.0
京都,ダ,1400,牧浦充徳,2,0,0,0.0,0.0
京都,ダ,1400,田中克典,6,0,1,0.0,0.1667
京都,ダ,1400,田島俊明,3,0,0,0.0,0.0
京都,ダ,1400,畑端省吾,7,0,0,0.0,0.0
京都,ダ,1400,的場均,1,0,0,0.0,0.0
京都,ダ,1400,矢作芳人,9,1,3,0.1111,0.3333
京都,ダ,1400,矢嶋大樹,1,0,0,0.0,0.0
京都,ダ,1400,石坂公一,6,1,3,0.1667,0.5
京都,ダ,1400,石栗龍彦,1,0,0,0.0,0.0
京都,ダ,1400,石橋守,14,0,2,0.0,0.1429
京都,ダ,1400,福永祐一,1,0,1,0.0,1.0
京都,ダ,1400,竹内正洋,1,0,0,0.0,0.0
京都,ダ,1400,笹田和秀,6,0,0,0.0,0.0
京都,ダ,1400,緒方努,5,1,2,0.2,0.4
京都,ダ,1400,羽月友彦,7,0,0,0.0,0.0
京都,ダ,1400,茶木太樹,3,0,1,0.0,0.3333
京都,ダ,1400,荒川義之,21,1,5,0.0476,0.2381
京都,ダ,1400,菊沢隆徳,1,0,0,0.0,0.0
京都,ダ,1400,萱野浩二,2,0,0,0.0,0.0
京都,ダ,1400,藤原英昭,1,0,0,0.0,0.0
京都,ダ,1400,藤岡健一,6,0,1,0.0,0.1667
京都,ダ,1400,藤沢則雄,4,0,0,0.0,0.0
京都,ダ,1400,蛯名正義,1,0,0,0.0,0.0
京都,ダ,1400,西園正都,4,0,0,0.0,0.0
京都,ダ,1400,西村真幸,5,0,1,0.0,0.2
京都,ダ,1400,角田晃一,5,0,0,0.0,0.0
京都,ダ,1400,谷潔,5,0,2,0.0,0.4
京都,ダ,1400,辻野泰之,2,0,0,0.0,0.0
京都,ダ,1400,野中賢二,4,1,1,0.25,0.25
京都,ダ,1400,金成貴史,1,0,0,0.0,0.0
京都,ダ,1400,鈴木伸尋,1,0,0,0.0,0.0
京都,ダ,1400,鈴木孝志,4,0,1,0.0,0.25
京都,ダ,1400,長谷川浩,8,1,2,0.125,0.25
京都,ダ,1400,音無秀孝,3,0,0,0.0,0.0
京都,ダ,1400,須貝尚介,8,0,1,0.0,0.125
京都,ダ,1400,飯田祐史,5,0,0,0.0,0.0
京都,ダ,1400,飯田雄三,9,0,0,0.0,0.0
京都,ダ,1400,高柳大輔,8,0,1,0.0,0.125
京都,ダ,1400,高橋一哉,4,0,0,0.0,0.0
京都,ダ,1400,高橋亮,6,1,1,0.1667,0.1667
京都,ダ,1400,高橋康之,8,1,3,0.125,0.375
京都,ダ,1400,高橋義忠,4,2,3,0.5,0.75
京都,ダ,1400,高野友和,2,0,0,0.0,0.0
京都,ダ,1400,鮫島一歩,6,1,3,0.1667,0.5
京都,ダ,1800,上原佑紀,1,0,0,0.0,0.0
京都,ダ,1800,上村洋行,10,3,6,0.3,0.6
京都,ダ,1800,中内田充,6,0,0,0.0,0.0
京都,ダ,1800,中尾秀正,11,0,1,0.0,0.0909
京都,ダ,1800,中村直也,4,1,3,0.25,0.75
京都,ダ,1800,中竹和也,17,0,1,0.0,0.0588
京都,ダ,1800,中野栄治,3,0,1,0.0,0.3333
京都,ダ,1800,今野貞一,4,1,1,0.25,0.25
京都,ダ,1800,伊坂重信,1,0,0,0.0,0.0
京都,ダ,1800,伊藤圭三,6,0,2,0.0,0.3333
京都,ダ,1800,佐々木晶,5,0,1,0.0,0.2
京都,ダ,1800,佐藤吉勝,2,0,0,0.0,0.0
京都,ダ,1800,加用正,12,0,5,0.0,0.4167
京都,ダ,1800,加藤和宏,1,0,0,0.0,0.0
京都,ダ,1800,加藤士津,1,0,1,0.0,1.0
京都,ダ,1800,北出成人,2,0,0,0.0,0.0
京都,ダ,1800,千田輝彦,12,1,1,0.0833,0.0833
京都,ダ,1800,友道康夫,5,1,1,0.2,0.2
京都,ダ,1800,吉岡辰弥,9,2,4,0.2222,0.4444
京都,ダ,1800,吉村圭司,3,1,1,0.3333,0.3333
京都,ダ,1800,吉田直弘,4,1,3,0.25,0.75
京都,ダ,1800,嘉藤貴行,2,0,0,0.0,0.0
京都,ダ,1800,四位洋文,4,0,2,0.0,0.5
京都,ダ,1800,坂口智康,5,0,0,0.0,0.0
京都,ダ,1800,堀内岳志,1,0,0,0.0,0.0
京都,ダ,1800,大久保龍,10,2,4,0.2,0.4
京都,ダ,1800,大根田裕,17,2,5,0.1176,0.2941
京都,ダ,1800,大橋勇樹,29,3,10,0.1034,0.3448
京都,ダ,1800,大竹正博,1,0,0,0.0,0.0
京都,ダ,1800,天間昭一,6,0,0,0.0,0.0
京都,ダ,1800,奥村豊,14,3,7,0.2143,0.5
京都,ダ,1800,安田翔伍,1,0,0,0.0,0.0
京都,ダ,1800,安田隆行,5,1,1,0.2,0.2
京都,ダ,1800,安達昭夫,12,2,3,0.1667,0.25
京都,ダ,1800,宮徹,5,0,1,0.0,0.2
京都,ダ,1800,宮本博,15,2,7,0.1333,0.4667
京都,ダ,1800,寺島良,20,0,3,0.0,0.15
京都,ダ,1800,小島茂之,1,0,0,0.0,0.0
京都,ダ,1800,小崎憲,6,0,0,0.0,0.0
京都,ダ,1800,小手川準,1,0,0,0.0,0.0
京都,ダ,1800,小林真也,10,2,4,0.2,0.4
京都,ダ,1800,小栗実,7,1,2,0.1429,0.2857
京都,ダ,1800,小桧山悟,1,0,0,0.0,0.0
京都,ダ,1800,小椋研介,2,0,0,0.0,0.0
京都,ダ,1800,小笠倫弘,2,0,0,0.0,0.0
京都,ダ,1800,小西一男,4,0,2,0.0,0.5
京都,ダ,1800,岡田稲男,5,1,2,0.2,0.4
京都,ダ,1800,川村禎彦,17,0,1,0.0,0.0588
京都,ダ,1800,平田修,14,0,4,0.0,0.2857
京都,ダ,1800,庄野靖志,9,0,1,0.0,0.1111
京都,ダ,1800,戸田博文,1,0,0,0.0,0.0
京都,ダ,1800,斉藤崇史,3,1,1,0.3333,0.3333
京都,ダ,1800,斎藤誠,3,2,2,0.6667,0.6667
京都,ダ,1800,新谷功一,5,0,1,0.0,0.2
京都,ダ,1800,新開幸一,1,0,0,0.0,0.0
京都,ダ,1800,昆貢,1,0,0,0.0,0.0
京都,ダ,1800,服部利之,1,0,0,0.0,0.0
京都,ダ,1800,木原一良,12,0,1,0.0,0.0833
京都,ダ,1800,本田優,15,0,1,0.0,0.0667
京都,ダ,1800,本間忍,1,0,0,0.0,0.0
京都,ダ,1800,杉山佳明,5,0,0,0.0,0.0
京都,ダ,1800,杉山晴紀,5,0,1,0.0,0.2
京都,ダ,1800,杉浦宏昭,1,0,0,0.0,0.0
京都,ダ,1800,村山明,4,0,0,0.0,0.0
京都,ダ,1800,松下武士,4,1,2,0.25,0.5
京都,ダ,1800,松永幹夫,14,2,6,0.1429,0.4286
京都,ダ,1800,松永康利,1,0,0,0.0,0.0
京都,ダ,1800,松永昌博,18,2,5,0.1111,0.2778
京都,ダ,1800,栗田徹,2,0,1,0.0,0.5
京都,ダ,1800,根本康広,3,0,1,0.0,0.3333
京都,ダ,1800,梅田智之,11,0,2,0.0,0.1818
京都,ダ,1800,森田直行,10,0,2,0.0,0.2
京都,ダ,1800,森秀行,9,0,2,0.0,0.2222
京都,ダ,1800,橋口慎介,11,0,1,0.0,0.0909
京都,ダ,1800,武井亮,2,1,1,0.5,0.5
京都,ダ,1800,武市康男,2,0,0,0.0,0.0
京都,ダ,1800,武幸四郎,3,0,0,0.0,0.0
京都,ダ,1800,武英智,5,1,3,0.2,0.6
京都,ダ,1800,水野貴広,2,0,0,0.0,0.0
京都,ダ,1800,池上昌和,1,0,0,0.0,0.0
京都,ダ,1800,池江泰寿,8,0,3,0.0,0.375
京都,ダ,1800,池添学,7,1,1,0.1429,0.1429
京都,ダ,1800,河内洋,8,0,0,0.0,0.0
京都,ダ,1800,河嶋宏樹,4,0,1,0.0,0.25
京都,ダ,1800,浜田多実,2,0,0,0.0,0.0
京都,ダ,1800,清水久詞,10,0,4,0.0,0.4
京都,ダ,1800,渡辺薫彦,11,0,1,0.0,0.0909
京都,ダ,1800,牧浦充徳,1,0,0,0.0,0.0
京都,ダ,1800,牧田和弥,12,0,2,0.0,0.1667
京都,ダ,1800,田中克典,12,1,1,0.0833,0.0833
京都,ダ,1800,田中博康,1,0,0,0.0,0.0
京都,ダ,1800,畑端省吾,4,1,1,0.25,0.25
京都,ダ,1800,畠山吉宏,1,0,0,0.0,0.0
京都,ダ,1800,矢作芳人,10,2,3,0.2,0.3
京都,ダ,1800,石坂公一,14,0,3,0.0,0.2143
京都,ダ,1800,石橋守,8,0,2,0.0,0.25
京都,ダ,1800,竹内正洋,2,0,0,0.0,0.0
京都,ダ,1800,笹田和秀,7,0,0,0.0,0.0
京都,ダ,1800,緒方努,10,1,1,0.1,0.1
京都,ダ,1800,羽月友彦,14,0,4,0.0,0.2857
京都,ダ,1800,茶木太樹,6,0,3,0.0,0.5
京都,ダ,1800,荒川義之,4,0,0,0.0,0.0
京都,ダ,1800,菊川正達,1,0,0,0.0,0.0
京都,ダ,1800,萩原清,1,0,0,0.0,0.0
京都,ダ,1800,藤原英昭,4,1,1,0.25,0.25
京都,ダ,1800,藤岡健一,3,0,0,0.0,0.0
京都,ダ,1800,藤沢則雄,5,0,1,0.0,0.2
京都,ダ,1800,藤野健太,5,1,2,0.2,0.4
京都,ダ,1800,蛯名利弘,4,0,0,0.0,0.0
京都,ダ,1800,西園正都,5,3,3,0.6,0.6
京都,ダ,1800,西園翔太,6,0,1,0.0,0.1667
京都,ダ,1800,西村真幸,10,0,1,0.0,0.1
京都,ダ,1800,角田晃一,7,0,1,0.0,0.1429
京都,ダ,1800,谷潔,16,0,2,0.0,0.125
京都,ダ,1800,辻哲英,3,0,0,0.0,0.0
京都,ダ,1800,辻野泰之,7,0,2,0.0,0.2857
京都,ダ,1800,野中賢二,12,3,6,0.25,0.5
京都,ダ,1800,金成貴史,4,0,1,0.0,0.25
京都,ダ,1800,鈴木孝志,10,2,4,0.2,0.4
京都,ダ,1800,鈴木慎太,1,1,1,1.0,1.0
京都,ダ,1800,長谷川浩,7,2,3,0.2857,0.4286
京都,ダ,1800,青木孝文,3,0,1,0.0,0.3333
京都,ダ,1800,音無秀孝,12,2,6,0.1667,0.5
京都,ダ,1800,須貝尚介,2,0,1,0.0,0.5
京都,ダ,1800,飯田祐史,7,0,0,0.0,0.0
京都,ダ,1800,飯田雄三,2,0,0,0.0,0.0
京都,ダ,1800,高柳大輔,6,2,2,0.3333,0.3333
京都,ダ,1800,高橋一哉,3,0,0,0.0,0.0
京都,ダ,1800,高橋亮,7,1,1,0.1429,0.1429
京都,ダ,1800,高橋康之,3,1,1,0.3333,0.3333
京都,ダ,1800,高橋義忠,1,0,0,0.0,0.0
京都,ダ,1800,高橋裕,2,0,0,0.0,0.0
京都,ダ,1800,高野友和,5,0,0,0.0,0.0
京都,ダ,1800,鮫島一歩,10,0,0,0.0,0.0
京都,ダ,1900,中尾秀正,9,0,0,0.0,0.0
