場所,芝ダ,距離,調教師,母数,勝利数,複勝数,単勝率,複勝率
小倉,芝,1800,手塚貴久,3,1,2,0.3333,0.6667
小倉,芝,1800,斉藤崇史,6,0,1,0.0,0.1667
小倉,芝,1800,斎藤誠,1,0,0,0.0,0.0
小倉,芝,1800,新谷功一,2,0,1,0.0,0.5
小倉,芝,1800,新開幸一,1,0,0,0.0,0.0
小倉,芝,1800,昆貢,14,2,2,0.1429,0.1429
小倉,芝,1800,服部利之,4,0,0,0.0,0.0
小倉,芝,1800,本田優,3,0,0,0.0,0.0
小倉,芝,1800,杉山佳明,7,0,0,0.0,0.0
小倉,芝,1800,杉山晴紀,10,1,2,0.1,0.2
小倉,芝,1800,杉浦宏昭,3,0,0,0.0,0.0
小倉,芝,1800,村山明,8,0,2,0.0,0.25
小倉,芝,1800,村田一誠,3,0,0,0.0,0.0
小倉,芝,1800,松下武士,4,0,0,0.0,0.0
小倉,芝,1800,松山将樹,3,0,0,0.0,0.0
小倉,芝,1800,松永幹夫,14,2,3,0.1429,0.2143
小倉,芝,1800,松永康利,5,0,1,0.0,0.2
小倉,芝,1800,栗田徹,3,0,0,0.0,0.0
小倉,芝,1800,梅田智之,3,0,0,0.0,0.0
小倉,芝,1800,森田直行,2,1,1,0.5,0.5
小倉,芝,1800,森秀行,1,0,0,0.0,0.0
小倉,芝,1800,橋口慎介,11,2,3,0.1818,0.2727
小倉,芝,1800,橋田満,4,0,2,0.0,0.5
小倉,芝,1800,武井亮,1,0,0,0.0,0.0
小倉,芝,1800,武市康男,1,0,1,0.0,1.0
小倉,芝,1800,武幸四郎,15,1,6,0.0667,0.4
小倉,芝,1800,武英智,4,0,2,0.0,0.5
小倉,芝,1800,武藤善則,3,1,3,0.3333,1.0
小倉,芝,1800,水野貴広,2,0,1,0.0,0.5
小倉,芝,1800,池上昌和,4,0,2,0.0,0.5
小倉,芝,1800,池江泰寿,4,0,0,0.0,0.0
小倉,芝,1800,池添兼雄,2,0,0,0.0,0.0
小倉,芝,1800,池添学,6,1,1,0.1667,0.1667
小倉,芝,1800,河内洋,6,0,0,0.0,0.0
小倉,芝,1800,河嶋宏樹,4,0,0,0.0,0.0
小倉,芝,1800,浜田多実,2,0,0,0.0,0.0
小倉,芝,1800,清水久詞,18,1,4,0.0556,0.2222
小倉,芝,1800,清水英克,1,0,0,0.0,0.0
小倉,芝,1800,渡辺薫彦,9,0,4,0.0,0.4444
小倉,芝,1800,牧浦充徳,7,1,6,0.1429,0.8571
小倉,芝,1800,牧田和弥,5,1,1,0.2,0.2
小倉,芝,1800,田中克典,4,0,0,0.0,0.0
小倉,芝,1800,畑端省吾,1,0,0,0.0,0.0
小倉,芝,1800,相沢郁,2,0,0,0.0,0.0
小倉,芝,1800,矢作芳人,7,0,0,0.0,0.0
小倉,芝,1800,矢野英一,1,0,0,0.0,0.0
小倉,芝,1800,石坂公一,4,0,1,0.0,0.25
小倉,芝,1800,石橋守,5,0,0,0.0,0.0
小倉,芝,1800,福永祐一,2,0,1,0.0,0.5
小倉,芝,1800,稲垣幸雄,1,0,0,0.0,0.0
小倉,芝,1800,竹内正洋,1,0,0,0.0,0.0
小倉,芝,1800,笹田和秀,8,0,3,0.0,0.375
小倉,芝,1800,緒方努,3,0,0,0.0,0.0
小倉,芝,1800,羽月友彦,2,0,0,0.0,0.0
小倉,芝,1800,茶木太樹,3,0,0,0.0,0.0
小倉,芝,1800,荒川義之,2,0,0,0.0,0.0
小倉,芝,1800,菊川正達,1,0,0,0.0,0.0
小倉,芝,1800,菊沢隆徳,4,0,0,0.0,0.0
小倉,芝,1800,藤原英昭,11,1,2,0.0909,0.1818
小倉,芝,1800,藤岡健一,7,1,1,0.1429,0.1429
小倉,芝,1800,藤沢則雄,1,0,0,0.0,0.0
小倉,芝,1800,西園正都,8,3,3,0.375,0.375
小倉,芝,1800,西園翔太,2,0,0,0.0,0.0
小倉,芝,1800,西村真幸,10,0,4,0.0,0.4
小倉,芝,1800,西田雄一,1,0,0,0.0,0.0
小倉,芝,1800,谷潔,2,0,0,0.0,0.0
小倉,芝,1800,辻野泰之,3,0,1,0.0,0.3333
小倉,芝,1800,野中賢二,6,1,2,0.1667,0.3333
小倉,芝,1800,金成貴史,2,0,0,0.0,0.0
小倉,芝,1800,長谷川浩,5,0,1,0.0,0.2
小倉,芝,1800,青木孝文,1,0,0,0.0,0.0
小倉,芝,1800,音無秀孝,9,0,1,0.0,0.1111
小倉,芝,1800,須貝尚介,4,1,2,0.25,0.5
小倉,芝,1800,飯田雄三,10,0,5,0.0,0.5
小倉,芝,1800,高木登,1,0,0,0.0,0.0
小倉,芝,1800,高柳瑞樹,4,0,2,0.0,0.5
小倉,芝,1800,高橋一哉,2,0,1,0.0,0.5
小倉,芝,1800,高橋亮,4,0,1,0.0,0.25
小倉,芝,1800,高橋康之,10,1,2,0.1,0.2
小倉,芝,1800,高橋義忠,2,0,0,0.0,0.0
小倉,芝,1800,高橋裕,3,0,0,0.0,0.0
小倉,芝,1800,高野友和,6,0,2,0.0,0.3333
小倉,芝,1800,鮫島一歩,6,0,0,0.0,0.0
小倉,芝,1800,鹿戸雄一,1,0,0,0.0,0.0
小倉,芝,2000,上原佑紀,1,0,0,0.0,0.0
小倉,芝,2000,上村洋行,2,0,1,0.0,0.5
小倉,芝,2000,中内田充,1,0,0,0.0,0.0
小倉,芝,2000,中尾秀正,3,0,0,0.0,0.0
小倉,芝,2000,中川公成,2,0,0,0.0,0.0
小倉,芝,2000,中村直也,2,0,0,0.0,0.0
小倉,芝,2000,中竹和也,9,1,5,0.1111,0.5556
小倉,芝,2000,中野栄治,1,0,0,0.0,0.0
小倉,芝,2000,今野貞一,7,0,0,0.0,0.0
小倉,芝,2000,伊坂重信,6,0,0,0.0,0.0
小倉,芝,2000,伊藤大士,3,0,0,0.0,0.0
小倉,芝,2000,佐々木晶,3,0,0,0.0,0.0
小倉,芝,2000,佐藤吉勝,2,0,0,0.0,0.0
小倉,芝,2000,加用正,2,0,0,0.0,0.0
小倉,芝,2000,加藤士津,1,0,0,0.0,0.0
小倉,芝,2000,北出成人,4,0,0,0.0,0.0
小倉,芝,2000,千田輝彦,3,0,0,0.0,0.0
小倉,芝,2000,南田美知,6,0,0,0.0,0.0
小倉,芝,2000,友道康夫,10,5,6,0.5,0.6
小倉,芝,2000,吉岡辰弥,6,2,3,0.3333,0.5
小倉,芝,2000,吉村圭司,2,0,1,0.0,0.5
小倉,芝,2000,吉田直弘,7,0,0,0.0,0.0
小倉,芝,2000,和田勇介,8,0,1,0.0,0.125
小倉,芝,2000,和田正一,2,0,0,0.0,0.0
小倉,芝,2000,和田雄二,1,0,0,0.0,0.0
小倉,芝,2000,嘉藤貴行,4,3,4,0.75,1.0
小倉,芝,2000,四位洋文,6,1,3,0.1667,0.5
小倉,芝,2000,国枝栄,2,1,1,0.5,0.5
小倉,芝,2000,土田稔,1,0,1,0.0,1.0
小倉,芝,2000,坂口智康,4,0,0,0.0,0.0
小倉,芝,2000,堀内岳志,5,0,2,0.0,0.4
小倉,芝,2000,大和田成,2,0,0,0.0,0.0
小倉,芝,2000,大根田裕,2,0,0,0.0,0.0
小倉,芝,2000,大橋勇樹,4,1,1,0.25,0.25
小倉,芝,2000,大竹正博,2,1,1,0.5,0.5
小倉,芝,2000,天間昭一,3,0,0,0.0,0.0
小倉,芝,2000,奥平雅士,2,0,0,0.0,0.0
小倉,芝,2000,奥村武,2,0,0,0.0,0.0
小倉,芝,2000,奥村豊,3,0,0,0.0,0.0
小倉,芝,2000,安田翔伍,8,1,5,0.125,0.625
小倉,芝,2000,安田隆行,10,0,4,0.0,0.4
小倉,芝,2000,安達昭夫,1,0,0,0.0,0.0
小倉,芝,2000,宮徹,9,2,4,0.2222,0.4444
小倉,芝,2000,宮本博,3,0,0,0.0,0.0
小倉,芝,2000,寺島良,9,0,2,0.0,0.2222
小倉,芝,2000,小島茂之,1,0,0,0.0,0.0
小倉,芝,2000,小崎憲,7,0,0,0.0,0.0
小倉,芝,2000,小手川準,1,0,0,0.0,0.0
小倉,芝,2000,小林真也,1,1,1,1.0,1.0
小倉,芝,2000,小栗実,2,0,0,0.0,0.0
小倉,芝,2000,小野次郎,1,0,0,0.0,0.0
小倉,芝,2000,尾形和幸,2,0,0,0.0,0.0
小倉,芝,2000,尾関知人,3,0,0,0.0,0.0
小倉,芝,2000,岡田稲男,2,0,1,0.0,0.5
小倉,芝,2000,川村禎彦,3,0,0,0.0,0.0
小倉,芝,2000,平田修,6,0,1,0.0,0.1667
小倉,芝,2000,庄野靖志,2,0,0,0.0,0.0
小倉,芝,2000,手塚貴久,2,0,1,0.0,0.5
小倉,芝,2000,斉藤崇史,9,0,3,0.0,0.3333
小倉,芝,2000,斎藤誠,2,0,0,0.0,0.0
小倉,芝,2000,新谷功一,2,0,0,0.0,0.0
小倉,芝,2000,新開幸一,2,0,0,0.0,0.0
小倉,芝,2000,昆貢,8,0,3,0.0,0.375
小倉,芝,2000,服部利之,2,0,1,0.0,0.5
小倉,芝,2000,本田優,10,1,2,0.1,0.2
小倉,芝,2000,本間忍,1,0,0,0.0,0.0
小倉,芝,2000,杉山晴紀,6,2,3,0.3333,0.5
小倉,芝,2000,村山明,10,0,2,0.0,0.2
小倉,芝,2000,村田一誠,2,0,1,0.0,0.5
小倉,芝,2000,松下武士,7,2,2,0.2857,0.2857
小倉,芝,2000,松永幹夫,7,0,1,0.0,0.1429
小倉,芝,2000,松永康利,5,0,3,0.0,0.6
小倉,芝,2000,松永昌博,3,0,2,0.0,0.6667
小倉,芝,2000,栗田徹,2,0,0,0.0,0.0
小倉,芝,2000,根本康広,1,0,0,0.0,0.0
小倉,芝,2000,梅田智之,3,0,0,0.0,0.0
小倉,芝,2000,森田直行,7,1,2,0.1429,0.2857
小倉,芝,2000,橋口慎介,8,1,3,0.125,0.375
小倉,芝,2000,武井亮,2,0,0,0.0,0.0
小倉,芝,2000,武市康男,2,0,0,0.0,0.0
小倉,芝,2000,武幸四郎,7,1,4,0.1429,0.5714
小倉,芝,2000,武英智,3,0,0,0.0,0.0
小倉,芝,2000,武藤善則,4,1,2,0.25,0.5
小倉,芝,2000,水野貴広,1,0,0,0.0,0.0
小倉,芝,2000,池江泰寿,5,1,1,0.2,0.2
小倉,芝,2000,池添学,6,1,2,0.1667,0.3333
小倉,芝,2000,河内洋,2,1,1,0.5,0.5
小倉,芝,2000,河嶋宏樹,1,0,0,0.0,0.0
小倉,芝,2000,清水久詞,11,1,3,0.0909,0.2727
小倉,芝,2000,清水英克,2,0,0,0.0,0.0
小倉,芝,2000,渡辺薫彦,6,0,2,0.0,0.3333
小倉,芝,2000,牧浦充徳,2,1,1,0.5,0.5
小倉,芝,2000,牧田和弥,3,0,0,0.0,0.0
小倉,芝,2000,田中克典,4,1,1,0.25,0.25
小倉,芝,2000,田中博康,2,0,0,0.0,0.0
小倉,芝,2000,畑端省吾,3,0,0,0.0,0.0
小倉,芝,2000,畠山吉宏,4,0,0,0.0,0.0
小倉,芝,2000,的場均,2,0,1,0.0,0.5
小倉,芝,2000,相沢郁,3,1,1,0.3333,0.3333
小倉,芝,2000,矢作芳人,7,1,2,0.1429,0.2857
小倉,芝,2000,石坂公一,4,1,2,0.25,0.5
小倉,芝,2000,石橋守,2,0,0,0.0,0.0
小倉,芝,2000,石毛善彦,1,0,0,0.0,0.0
小倉,芝,2000,稲垣幸雄,2,0,1,0.0,0.5
小倉,芝,2000,笹田和秀,6,1,2,0.1667,0.3333
小倉,芝,2000,粕谷昌央,3,0,0,0.0,0.0
小倉,芝,2000,緒方努,2,0,0,0.0,0.0
小倉,芝,2000,羽月友彦,3,0,0,0.0,0.0
小倉,芝,2000,荒川義之,1,0,0,0.0,0.0
小倉,芝,2000,菊沢隆徳,2,0,2,0.0,1.0
小倉,芝,2000,藤原英昭,7,0,1,0.0,0.1429
小倉,芝,2000,藤岡健一,4,1,1,0.25,0.25
小倉,芝,2000,藤沢則雄,1,0,0,0.0,0.0
小倉,芝,2000,藤野健太,1,0,0,0.0,0.0
小倉,芝,2000,蛯名利弘,1,0,0,0.0,0.0
小倉,芝,2000,西園翔太,2,0,0,0.0,0.0
小倉,芝,2000,西村真幸,7,0,3,0.0,0.4286
小倉,芝,2000,西田雄一,4,0,1,0.0,0.25
小倉,芝,2000,角田晃一,1,0,0,0.0,0.0
小倉,芝,2000,谷潔,1,0,0,0.0,0.0
小倉,芝,2000,辻哲英,2,0,0,0.0,0.0
小倉,芝,2000,辻野泰之,2,1,1,0.5,0.5
小倉,芝,2000,野中賢二,7,0,3,0.0,0.4286
小倉,芝,2000,金成貴史,1,0,0,0.0,0.0
小倉,芝,2000,鈴木孝志,4,0,1,0.0,0.25
小倉,芝,2000,長谷川浩,4,0,0,0.0,0.0
小倉,芝,2000,青木孝文,5,1,3,0.2,0.6
小倉,芝,2000,音無秀孝,6,0,1,0.0,0.1667
小倉,芝,2000,須貝尚介,3,1,2,0.3333,0.6667
小倉,芝,2000,飯田雄三,5,0,0,0.0,0.0
小倉,芝,2000,高柳大輔,1,0,0,0.0,0.0
小倉,芝,2000,高橋亮,2,0,2,0.0,1.0
小倉,芝,2000,高橋康之,7,0,1,0.0,0.1429
小倉,芝,2000,高橋義忠,4,0,1,0.0,0.25
小倉,芝,2000,高野友和,6,0,2,0.0,0.3333
小倉,芝,2000,鮫島一歩,4,0,0,0.0,0.0
小倉,芝,2000,鹿戸雄一,3,1,1,0.3333,0.3333
小倉,芝,2000,黒岩陽一,5,0,0,0.0,0.0
小倉,芝,2600,上原佑紀,3,0,1,0.0,0.3333
小倉,芝,2600,中内田充,3,0,0,0.0,0.0
小倉,芝,2600,中尾秀正,1,0,0,0.0,0.0
小倉,芝,2600,中村直也,1,0,0,0.0,0.0
小倉,芝,2600,中竹和也,4,1,3,0.25,0.75
小倉,芝,2600,中野栄治,1,0,0,0.0,0.0
小倉,芝,2600,今野貞一,2,0,0,0.0,0.0
小倉,芝,2600,伊坂重信,1,0,0,0.0,0.0
小倉,芝,2600,伊藤圭三,1,1,1,1.0,1.0
小倉,芝,2600,伊藤大士,1,0,1,0.0,1.0
小倉,芝,2600,佐々木晶,1,0,0,0.0,0.0
小倉,芝,2600,佐藤吉勝,1,0,0,0.0,0.0
小倉,芝,2600,加藤士津,1,1,1,1.0,1.0
小倉,芝,2600,北出成人,1,0,0,0.0,0.0
小倉,芝,2600,南井克巳,1,0,0,0.0,0.0
小倉,芝,2600,友道康夫,5,1,1,0.2,0.2
小倉,芝,2600,古賀慎明,2,0,0,0.0,0.0
小倉,芝,2600,吉岡辰弥,1,0,0,0.0,0.0
小倉,芝,2600,吉村圭司,6,2,3,0.3333,0.5
小倉,芝,2600,和田正一,2,0,0,0.0,0.0
小倉,芝,2600,和田雄二,1,0,0,0.0,0.0
小倉,芝,2600,四位洋文,5,0,5,0.0,1.0
小倉,芝,2600,坂口智康,3,0,0,0.0,0.0
小倉,芝,2600,堀内岳志,1,0,0,0.0,0.0
小倉,芝,2600,大根田裕,4,0,1,0.0,0.25
小倉,芝,2600,天間昭一,1,0,0,0.0,0.0
小倉,芝,2600,奥村武,5,1,2,0.2,0.4
小倉,芝,2600,奥村豊,2,0,0,0.0,0.0
小倉,芝,2600,安田翔伍,2,1,1,0.5,0.5
小倉,芝,2600,安田隆行,3,0,0,0.0,0.0
小倉,芝,2600,安達昭夫,3,0,0,0.0,0.0
小倉,芝,2600,宗像義忠,1,1,1,1.0,1.0
小倉,芝,2600,宮徹,2,0,0,0.0,0.0
小倉,芝,2600,宮本博,6,0,2,0.0,0.3333
小倉,芝,2600,寺島良,6,1,3,0.1667,0.5
小倉,芝,2600,小崎憲,1,0,0,0.0,0.0
小倉,芝,2600,小林真也,3,0,2,0.0,0.6667
小倉,芝,2600,小椋研介,1,0,0,0.0,0.0
小倉,芝,2600,岡田稲男,2,0,0,0.0,0.0
小倉,芝,2600,川村禎彦,5,1,1,0.2,0.2
小倉,芝,2600,斉藤崇史,1,0,0,0.0,0.0
小倉,芝,2600,昆貢,1,0,1,0.0,1.0
小倉,芝,2600,木村哲也,1,0,1,0.0,1.0
小倉,芝,2600,本田優,6,1,3,0.1667,0.5
小倉,芝,2600,杉山佳明,4,0,1,0.0,0.25
小倉,芝,2600,村田一誠,1,0,1,0.0,1.0
小倉,芝,2600,松下武士,5,0,0,0.0,0.0
小倉,芝,2600,松山将樹,1,0,0,0.0,0.0
小倉,芝,2600,松永幹夫,5,0,1,0.0,0.2
小倉,芝,2600,松永康利,8,0,1,0.0,0.125
小倉,芝,2600,松永昌博,3,0,1,0.0,0.3333
小倉,芝,2600,根本康広,1,0,0,0.0,0.0
小倉,芝,2600,梅田智之,1,0,0,0.0,0.0
小倉,芝,2600,森田直行,2,0,0,0.0,0.0
小倉,芝,2600,橋口慎介,1,1,1,1.0,1.0
小倉,芝,2600,武幸四郎,1,0,0,0.0,0.0
小倉,芝,2600,武英智,2,1,1,0.5,0.5
小倉,芝,2600,武藤善則,4,0,2,0.0,0.5
小倉,芝,2600,水野貴広,2,0,1,0.0,0.5
小倉,芝,2600,池江泰寿,4,1,1,0.25,0.25
小倉,芝,2600,河内洋,1,0,0,0.0,0.0
小倉,芝,2600,清水久詞,2,0,0,0.0,0.0
小倉,芝,2600,清水英克,2,1,1,0.5,0.5
小倉,芝,2600,渡辺薫彦,1,0,0,0.0,0.0
小倉,芝,2600,牧浦充徳,1,0,0,0.0,0.0
小倉,芝,2600,牧田和弥,3,1,1,0.3333,0.3333
小倉,芝,2600,田村康仁,1,0,0,0.0,0.0
小倉,芝,2600,畑端省吾,1,0,0,0.0,0.0
小倉,芝,2600,畠山吉宏,1,0,0,0.0,0.0
小倉,芝,2600,的場均,2,0,0,0.0,0.0
小倉,芝,2600,相沢郁,2,0,0,0.0,0.0
小倉,芝,2600,矢作芳人,6,0,2,0.0,0.3333
小倉,芝,2600,石坂公一,2,1,1,0.5,0.5
小倉,芝,2600,石橋守,1,1,1,1.0,1.0
小倉,芝,2600,笹田和秀,1,0,0,0.0,0.0
小倉,芝,2600,粕谷昌央,1,0,0,0.0,0.0
小倉,芝,2600,羽月友彦,1,0,0,0.0,0.0
小倉,芝,2600,茶木太樹,2,0,0,0.0,0.0
小倉,芝,2600,菊沢隆徳,1,0,0,0.0,0.0
小倉,芝,2600,藤原英昭,7,1,3,0.1429,0.4286
小倉,芝,2600,藤岡健一,2,0,0,0.0,0.0
小倉,芝,2600,藤沢則雄,4,0,1,0.0,0.25
小倉,芝,2600,西園翔太,1,0,0,0.0,0.0
小倉,芝,2600,西村真幸,3,0,0,0.0,0.0
小倉,芝,2600,西田雄一,5,0,1,0.0,0.2
小倉,芝,2600,谷潔,5,0,0,0.0,0.0
小倉,芝,2600,鈴木孝志,2,0,0,0.0,0.0
小倉,芝,2600,鈴木慎太,4,0,1,0.0,0.25
小倉,芝,2600,長谷川浩,5,0,1,0.0,0.2
小倉,芝,2600,音無秀孝,1,0,0,0.0,0.0
小倉,芝,2600,飯田雄三,3,0,0,0.0,0.0
小倉,芝,2600,高橋康之,1,0,0,0.0,0.0
小倉,芝,2600,高橋義忠,1,0,0,0.0,0.0
小倉,芝,2600,鮫島一歩,9,0,2,0.0,0.2222
新潟,ダ,1200,上原佑紀,3,0,1,0.0,0.3333
新潟,ダ,1200,上原博之,3,0,0,0.0,0.0
新潟,ダ,1200,上村洋行,4,1,1,0.25,0.25
新潟,ダ,1200,中尾秀正,10,0,1,0.0,0.1
新潟,ダ,1200,中川公成,2,0,0,0.0,0.0
新潟,ダ,1200,中村直也,2,0,0,0.0,0.0
新潟,ダ,1200,中竹和也,4,0,1,0.0,0.25
新潟,ダ,1200,中舘英二,14,1,1,0.0714,0.0714
新潟,ダ,1200,中野栄治,5,0,2,0.0,0.4
新潟,ダ,1200,久保田貴,4,0,1,0.0,0.25
新潟,ダ,1200,今津博之,1,0,0,0.0,0.0
新潟,ダ,1200,今野貞一,2,0,0,0.0,0.0
新潟,ダ,1200,伊坂重信,7,1,3,0.1429,0.4286
新潟,ダ,1200,伊藤伸一,8,1,2,0.125,0.25
新潟,ダ,1200,伊藤圭三,7,0,1,0.0,0.1429
新潟,ダ,1200,伊藤大士,3,0,1,0.0,0.3333
新潟,ダ,1200,佐々木晶,3,1,2,0.3333,0.6667
新潟,ダ,1200,佐藤吉勝,4,0,0,0.0,0.0
新潟,ダ,1200,加藤和宏,6,0,0,0.0,0.0
新潟,ダ,1200,加藤士津,7,0,0,0.0,0.0
新潟,ダ,1200,加藤征弘,6,0,2,0.0,0.3333
新潟,ダ,1200,勢司和浩,7,0,1,0.0,0.1429
新潟,ダ,1200,北出成人,12,1,1,0.0833,0.0833
新潟,ダ,1200,千田輝彦,12,2,6,0.1667,0.5
新潟,ダ,1200,千葉直人,1,0,0,0.0,0.0
新潟,ダ,1200,南井克巳,2,0,1,0.0,0.5
新潟,ダ,1200,南田美知,6,0,0,0.0,0.0
新潟,ダ,1200,友道康夫,1,0,0,0.0,0.0
新潟,ダ,1200,古賀慎明,1,0,0,0.0,0.0
新潟,ダ,1200,吉岡辰弥,5,2,2,0.4,0.4
新潟,ダ,1200,吉村圭司,2,0,1,0.0,0.5
新潟,ダ,1200,吉田直弘,6,0,1,0.0,0.1667
新潟,ダ,1200,和田勇介,6,0,0,0.0,0.0
新潟,ダ,1200,和田正一,5,0,1,0.0,0.2
新潟,ダ,1200,和田雄二,3,0,0,0.0,0.0
新潟,ダ,1200,嘉藤貴行,4,0,0,0.0,0.0
新潟,ダ,1200,四位洋文,1,0,1,0.0,1.0
新潟,ダ,1200,国枝栄,5,1,2,0.2,0.4
新潟,ダ,1200,土田稔,11,0,2,0.0,0.1818
新潟,ダ,1200,坂口智康,6,0,1,0.0,0.1667
新潟,ダ,1200,堀内岳志,14,0,0,0.0,0.0
新潟,ダ,1200,堀宣行,1,0,0,0.0,0.0
新潟,ダ,1200,大和田成,6,0,0,0.0,0.0
新潟,ダ,1200,大根田裕,1,0,1,0.0,1.0
新潟,ダ,1200,大橋勇樹,1,0,1,0.0,1.0
新潟,ダ,1200,大江原哲,8,0,2,0.0,0.25
新潟,ダ,1200,大竹正博,2,1,1,0.5,0.5
新潟,ダ,1200,天間昭一,10,0,0,0.0,0.0
新潟,ダ,1200,奥平雅士,9,0,1,0.0,0.1111
新潟,ダ,1200,奥村武,5,0,1,0.0,0.2
新潟,ダ,1200,奥村豊,8,1,4,0.125,0.5
新潟,ダ,1200,安田翔伍,2,0,1,0.0,0.5
新潟,ダ,1200,安田隆行,6,1,3,0.1667,0.5
新潟,ダ,1200,安達昭夫,1,0,1,0.0,1.0
新潟,ダ,1200,宗像義忠,1,0,0,0.0,0.0
新潟,ダ,1200,宮徹,3,0,0,0.0,0.0
新潟,ダ,1200,宮本博,1,0,0,0.0,0.0
新潟,ダ,1200,宮田敬介,1,0,0,0.0,0.0
新潟,ダ,1200,寺島良,4,0,1,0.0,0.25
新潟,ダ,1200,小島茂之,5,0,0,0.0,0.0
新潟,ダ,1200,小崎憲,5,0,0,0.0,0.0
新潟,ダ,1200,小手川準,12,0,3,0.0,0.25
新潟,ダ,1200,小林真也,5,2,4,0.4,0.8
新潟,ダ,1200,小栗実,1,0,0,0.0,0.0
新潟,ダ,1200,小桧山悟,6,0,0,0.0,0.0
新潟,ダ,1200,小椋研介,1,0,1,0.0,1.0
新潟,ダ,1200,小笠倫弘,4,1,1,0.25,0.25
新潟,ダ,1200,小西一男,13,1,3,0.0769,0.2308
新潟,ダ,1200,小野次郎,6,0,0,0.0,0.0
新潟,ダ,1200,尾形和幸,5,0,0,0.0,0.0
新潟,ダ,1200,尾関知人,3,0,0,0.0,0.0
新潟,ダ,1200,岡田稲男,3,1,1,0.3333,0.3333
新潟,ダ,1200,岩戸孝樹,8,1,1,0.125,0.125
新潟,ダ,1200,川村禎彦,1,0,0,0.0,0.0
新潟,ダ,1200,平田修,3,0,1,0.0,0.3333
新潟,ダ,1200,手塚貴久,3,0,0,0.0,0.0
新潟,ダ,1200,斉藤崇史,3,0,1,0.0,0.3333
新潟,ダ,1200,斎藤誠,15,2,6,0.1333,0.4
新潟,ダ,1200,新谷功一,1,0,0,0.0,0.0
新潟,ダ,1200,新開幸一,6,0,0,0.0,0.0
新潟,ダ,1200,昆貢,2,0,0,0.0,0.0
新潟,ダ,1200,服部利之,1,0,0,0.0,0.0
新潟,ダ,1200,木原一良,3,1,1,0.3333,0.3333
新潟,ダ,1200,木村哲也,1,0,0,0.0,0.0
新潟,ダ,1200,本田優,5,0,1,0.0,0.2
新潟,ダ,1200,本間忍,8,1,2,0.125,0.25
新潟,ダ,1200,杉山佳明,7,0,0,0.0,0.0
新潟,ダ,1200,杉山晴紀,11,3,5,0.2727,0.4545
新潟,ダ,1200,杉浦宏昭,6,0,1,0.0,0.1667
新潟,ダ,1200,村山明,6,1,4,0.1667,0.6667
新潟,ダ,1200,村田一誠,7,2,2,0.2857,0.2857
新潟,ダ,1200,松下武士,8,1,2,0.125,0.25
新潟,ダ,1200,松山将樹,1,0,1,0.0,1.0
新潟,ダ,1200,松永幹夫,1,0,0,0.0,0.0
新潟,ダ,1200,松永康利,3,0,0,0.0,0.0
新潟,ダ,1200,松永昌博,1,0,0,0.0,0.0
新潟,ダ,1200,林徹,2,0,0,0.0,0.0
新潟,ダ,1200,栗田徹,3,0,0,0.0,0.0
新潟,ダ,1200,根本康広,17,1,4,0.0588,0.2353
新潟,ダ,1200,梅田智之,11,0,0,0.0,0.0
新潟,ダ,1200,森一誠,6,2,2,0.3333,0.3333
新潟,ダ,1200,森田直行,2,1,1,0.5,0.5
新潟,ダ,1200,森秀行,3,1,2,0.3333,0.6667
新潟,ダ,1200,橋田満,1,0,0,0.0,0.0
新潟,ダ,1200,武井亮,5,1,2,0.2,0.4
新潟,ダ,1200,武市康男,7,0,2,0.0,0.2857
新潟,ダ,1200,武幸四郎,3,1,1,0.3333,0.3333
新潟,ダ,1200,武英智,2,0,1,0.0,0.5
新潟,ダ,1200,武藤善則,17,0,2,0.0,0.1176
新潟,ダ,1200,水野貴広,11,1,2,0.0909,0.1818
新潟,ダ,1200,池上昌和,3,0,1,0.0,0.3333
新潟,ダ,1200,池添兼雄,1,0,1,0.0,1.0
新潟,ダ,1200,池添学,3,1,1,0.3333,0.3333
新潟,ダ,1200,河内洋,4,0,1,0.0,0.25
新潟,ダ,1200,浅野洋一,7,0,0,0.0,0.0
新潟,ダ,1200,浜田多実,4,0,0,0.0,0.0
新潟,ダ,1200,深山雅史,11,0,1,0.0,0.0909
新潟,ダ,1200,清水久詞,4,1,2,0.25,0.5
新潟,ダ,1200,清水英克,10,0,1,0.0,0.1
新潟,ダ,1200,渡辺薫彦,4,0,0,0.0,0.0
新潟,ダ,1200,牧光二,7,0,2,0.0,0.2857
新潟,ダ,1200,牧浦充徳,10,3,3,0.3,0.3
新潟,ダ,1200,田中克典,2,0,0,0.0,0.0
新潟,ダ,1200,田中剛,4,0,1,0.0,0.25
新潟,ダ,1200,田中博康,1,0,0,0.0,0.0
新潟,ダ,1200,田島俊明,18,3,4,0.1667,0.2222
新潟,ダ,1200,田村康仁,12,2,4,0.1667,0.3333
新潟,ダ,1200,畑端省吾,4,0,0,0.0,0.0
新潟,ダ,1200,畠山吉宏,6,0,1,0.0,0.1667
新潟,ダ,1200,的場均,5,0,0,0.0,0.0
新潟,ダ,1200,相沢郁,5,0,1,0.0,0.2
新潟,ダ,1200,矢作芳人,3,1,1,0.3333,0.3333
新潟,ダ,1200,矢嶋大樹,1,0,0,0.0,0.0
新潟,ダ,1200,矢野英一,15,2,5,0.1333,0.3333
新潟,ダ,1200,石坂公一,5,0,1,0.0,0.2
新潟,ダ,1200,石栗龍彦,6,0,0,0.0,0.0
