場所,芝ダ,距離,種牡馬,母数,勝利数,複勝数,単勝率,複勝率
中京,ダ,1200,American Pharoah,1,0,0,0.0,0.0
中京,ダ,1200,Bated Breath,1,0,0,0.0,0.0
中京,ダ,1200,Dawn Approach,2,0,0,0.0,0.0
中京,ダ,1200,Distorted Humor,2,0,0,0.0,0.0
中京,ダ,1200,Fed Biz,1,0,0,0.0,0.0
中京,ダ,1200,Frankel,1,0,0,0.0,0.0
中京,ダ,1200,Frosted,1,0,1,0.0,1.0
中京,ダ,1200,Gleneagles,1,0,0,0.0,0.0
中京,ダ,1200,Goldencents,1,0,0,0.0,0.0
中京,ダ,1200,Honor Code,1,0,0,0.0,0.0
中京,ダ,1200,Into Mischief,4,1,2,0.25,0.5
中京,ダ,1200,Kantharos,1,0,1,0.0,1.0
中京,ダ,1200,Khozan,2,0,1,0.0,0.5
中京,ダ,1200,Maclean's Music,4,1,3,0.25,0.75
中京,ダ,1200,Medaglia d'Oro,1,0,0,0.0,0.0
中京,ダ,1200,Midnight Lute,1,0,0,0.0,0.0
中京,ダ,1200,Mineshaft,1,0,0,0.0,0.0
中京,ダ,1200,Mohaymen,2,0,0,0.0,0.0
中京,ダ,1200,More Than Ready,1,0,0,0.0,0.0
中京,ダ,1200,Pioneerof the Nile,2,0,1,0.0,0.5
中京,ダ,1200,Quality Road,1,0,1,0.0,1.0
中京,ダ,1200,Shackleford,1,0,0,0.0,0.0
中京,ダ,1200,Shalaa,1,0,0,0.0,0.0
中京,ダ,1200,Speightstown,4,0,1,0.0,0.25
中京,ダ,1200,Street Sense,1,0,0,0.0,0.0
中京,ダ,1200,アイファーソング,1,0,0,0.0,0.0
中京,ダ,1200,アイルハヴアナザー,1,0,0,0.0,0.0
中京,ダ,1200,アグネスデジタル,1,0,0,0.0,0.0
中京,ダ,1200,アジアエクスプレス,12,0,2,0.0,0.1667
中京,ダ,1200,アドマイヤムーン,2,0,0,0.0,0.0
中京,ダ,1200,アポロキングダム,2,0,0,0.0,0.0
中京,ダ,1200,アメリカンペイトリオット,3,1,2,0.3333,0.6667
中京,ダ,1200,アロマカフェ,1,0,0,0.0,0.0
中京,ダ,1200,アーネストリー,2,0,0,0.0,0.0
中京,ダ,1200,イスラボニータ,5,0,1,0.0,0.2
中京,ダ,1200,エイシンヒカリ,2,0,1,0.0,0.5
中京,ダ,1200,エイシンフラッシュ,6,0,0,0.0,0.0
中京,ダ,1200,エスポワールシチー,18,0,1,0.0,0.0556
中京,ダ,1200,エピファネイア,4,1,1,0.25,0.25
中京,ダ,1200,オルフェーヴル,4,0,0,0.0,0.0
中京,ダ,1200,カジノドライヴ,1,0,0,0.0,0.0
中京,ダ,1200,カネヒキリ,3,0,0,0.0,0.0
中京,ダ,1200,カレンブラックヒル,9,0,3,0.0,0.3333
中京,ダ,1200,キズナ,11,0,1,0.0,0.0909
中京,ダ,1200,キタサンブラック,2,0,0,0.0,0.0
中京,ダ,1200,キングカメハメハ,2,0,1,0.0,0.5
中京,ダ,1200,キングズベスト,2,0,0,0.0,0.0
中京,ダ,1200,キングヘイロー,2,0,0,0.0,0.0
中京,ダ,1200,キンシャサノキセキ,16,1,2,0.0625,0.125
中京,ダ,1200,グランプリボス,2,0,0,0.0,0.0
中京,ダ,1200,ケープブランコ,1,0,0,0.0,0.0
中京,ダ,1200,コパノリッキー,18,3,3,0.1667,0.1667
中京,ダ,1200,ゴールドアリュール,11,0,0,0.0,0.0
中京,ダ,1200,サウスヴィグラス,15,1,5,0.0667,0.3333
中京,ダ,1200,サダムパテック,1,0,0,0.0,0.0
中京,ダ,1200,サトノアラジン,3,0,0,0.0,0.0
中京,ダ,1200,ザファクター,5,1,2,0.2,0.4
中京,ダ,1200,シニスターミニスター,13,3,5,0.2308,0.3846
中京,ダ,1200,シャンハイボビー,3,0,1,0.0,0.3333
中京,ダ,1200,シルポート,2,0,0,0.0,0.0
中京,ダ,1200,シングンオペラ,1,0,0,0.0,0.0
中京,ダ,1200,ジャスタウェイ,4,0,0,0.0,0.0
中京,ダ,1200,ジョーカプチーノ,3,0,0,0.0,0.0
中京,ダ,1200,スウェプトオーヴァーボード,1,0,0,0.0,0.0
中京,ダ,1200,スクリーンヒーロー,2,0,0,0.0,0.0
中京,ダ,1200,スズカコーズウェイ,3,0,1,0.0,0.3333
中京,ダ,1200,ストロングリターン,11,0,1,0.0,0.0909
中京,ダ,1200,スピルバーグ,1,0,0,0.0,0.0
中京,ダ,1200,スマートファルコン,2,0,0,0.0,0.0
中京,ダ,1200,タイムパラドックス,1,0,0,0.0,0.0
中京,ダ,1200,タートルボウル,1,0,0,0.0,0.0
中京,ダ,1200,ダイワメジャー,9,1,1,0.1111,0.1111
中京,ダ,1200,ダノンレジェンド,7,0,1,0.0,0.1429
中京,ダ,1200,ダンカーク,6,1,2,0.1667,0.3333
中京,ダ,1200,ディスクリートキャット,10,0,2,0.0,0.2
中京,ダ,1200,ディープインパクト,4,1,1,0.25,0.25
中京,ダ,1200,ディープブリランテ,3,0,0,0.0,0.0
中京,ダ,1200,ディーマジェスティ,5,1,1,0.2,0.2
中京,ダ,1200,トゥザグローリー,5,2,3,0.4,0.6
中京,ダ,1200,トゥザワールド,2,0,0,0.0,0.0
中京,ダ,1200,トランセンド,3,0,0,0.0,0.0
中京,ダ,1200,トーセンジョーダン,5,1,2,0.2,0.4
中京,ダ,1200,トーセンホマレボシ,1,0,0,0.0,0.0
中京,ダ,1200,ドゥラメンテ,7,0,1,0.0,0.1429
中京,ダ,1200,ドレフォン,17,3,5,0.1765,0.2941
中京,ダ,1200,ナカヤマフェスタ,1,0,0,0.0,0.0
中京,ダ,1200,ニシケンモノノフ,1,0,0,0.0,0.0
中京,ダ,1200,ニホンピロアワーズ,1,0,0,0.0,0.0
中京,ダ,1200,ネオユニヴァース,1,0,0,0.0,0.0
中京,ダ,1200,ノヴェリスト,2,0,1,0.0,0.5
中京,ダ,1200,ハクサンムーン,1,0,0,0.0,0.0
中京,ダ,1200,ハーツクライ,4,0,0,0.0,0.0
中京,ダ,1200,ハービンジャー,1,0,0,0.0,0.0
中京,ダ,1200,バゴ,1,0,1,0.0,1.0
中京,ダ,1200,バトルプラン,1,0,0,0.0,0.0
中京,ダ,1200,パイロ,6,0,0,0.0,0.0
中京,ダ,1200,パドトロワ,5,0,0,0.0,0.0
中京,ダ,1200,ビッグアーサー,6,2,2,0.3333,0.3333
中京,ダ,1200,ファインニードル,2,0,0,0.0,0.0
中京,ダ,1200,フェノーメノ,7,1,1,0.1429,0.1429
中京,ダ,1200,フリオーソ,4,1,1,0.25,0.25
中京,ダ,1200,ブラックタイド,4,0,0,0.0,0.0
中京,ダ,1200,プリサイスエンド,2,0,0,0.0,0.0
中京,ダ,1200,ヘニーハウンド,1,0,0,0.0,0.0
中京,ダ,1200,ヘニーヒューズ,33,0,10,0.0,0.303
中京,ダ,1200,ホッコータルマエ,11,1,1,0.0909,0.0909
中京,ダ,1200,マインドユアビスケッツ,1,0,0,0.0,0.0
中京,ダ,1200,マクフィ,3,0,0,0.0,0.0
中京,ダ,1200,マジェスティックウォリアー,10,2,4,0.2,0.4
中京,ダ,1200,マツリダゴッホ,2,0,0,0.0,0.0
中京,ダ,1200,ミッキーアイル,20,1,6,0.05,0.3
中京,ダ,1200,メイショウサムソン,5,0,0,0.0,0.0
中京,ダ,1200,メイショウボーラー,6,0,0,0.0,0.0
中京,ダ,1200,モンテロッソ,2,0,1,0.0,0.5
中京,ダ,1200,モーリス,11,1,2,0.0909,0.1818
中京,ダ,1200,ヤマカツエース,1,0,0,0.0,0.0
中京,ダ,1200,ヨハネスブルグ,2,0,1,0.0,0.5
中京,ダ,1200,ラニ,3,0,2,0.0,0.6667
中京,ダ,1200,ラブリーデイ,4,0,0,0.0,0.0
中京,ダ,1200,リアルインパクト,4,0,1,0.0,0.25
中京,ダ,1200,リアルスティール,1,0,0,0.0,0.0
中京,ダ,1200,リオンディーズ,18,3,6,0.1667,0.3333
中京,ダ,1200,リーチザクラウン,1,1,1,1.0,1.0
中京,ダ,1200,ルーラーシップ,8,0,2,0.0,0.25
中京,ダ,1200,ローエングリン,1,0,1,0.0,1.0
中京,ダ,1200,ロージズインメイ,2,0,0,0.0,0.0
中京,ダ,1200,ローズキングダム,2,0,0,0.0,0.0
中京,ダ,1200,ロードカナロア,19,1,3,0.0526,0.1579
中京,ダ,1200,ワンダーアキュート,1,0,0,0.0,0.0
中京,ダ,1200,ワールドエース,3,0,2,0.0,0.6667
中京,ダ,1200,ヴァンセンヌ,5,0,0,0.0,0.0
中京,ダ,1200,ヴィクトワールピサ,1,0,0,0.0,0.0
中京,ダ,1400,Air Force Blue,1,0,0,0.0,0.0
中京,ダ,1400,American Pharoah,1,0,0,0.0,0.0
中京,ダ,1400,Arrogate,2,1,1,0.5,0.5
中京,ダ,1400,Bobby's Kitten,1,0,0,0.0,0.0
中京,ダ,1400,Carpe Diem,1,0,0,0.0,0.0
中京,ダ,1400,Constitution,1,0,0,0.0,0.0
中京,ダ,1400,Distorted Humor,2,0,1,0.0,0.5
中京,ダ,1400,Frankel,5,0,2,0.0,0.4
中京,ダ,1400,Frosted,2,0,0,0.0,0.0
中京,ダ,1400,Gleneagles,1,0,0,0.0,0.0
中京,ダ,1400,Hard Spun,1,0,0,0.0,0.0
中京,ダ,1400,Into Mischief,2,0,0,0.0,0.0
中京,ダ,1400,Kantharos,1,0,1,0.0,1.0
中京,ダ,1400,Maclean's Music,1,0,1,0.0,1.0
中京,ダ,1400,Medaglia d'Oro,1,0,0,0.0,0.0
中京,ダ,1400,Mineshaft,1,0,0,0.0,0.0
中京,ダ,1400,Mohaymen,1,0,0,0.0,0.0
中京,ダ,1400,More Than Ready,1,0,0,0.0,0.0
中京,ダ,1400,New Approach,1,0,0,0.0,0.0
中京,ダ,1400,Pioneerof the Nile,4,0,0,0.0,0.0
中京,ダ,1400,Quality Road,1,0,0,0.0,0.0
中京,ダ,1400,Speightstown,4,0,0,0.0,0.0
中京,ダ,1400,Street Cry,1,0,0,0.0,0.0
中京,ダ,1400,Street Sense,2,0,0,0.0,0.0
中京,ダ,1400,Tapit,5,2,4,0.4,0.8
中京,ダ,1400,Uncle Mo,1,0,0,0.0,0.0
中京,ダ,1400,War Front,1,0,1,0.0,1.0
中京,ダ,1400,アイルハヴアナザー,3,1,2,0.3333,0.6667
中京,ダ,1400,アジアエクスプレス,7,0,1,0.0,0.1429
中京,ダ,1400,アスカクリチャン,1,0,0,0.0,0.0
中京,ダ,1400,アドマイヤマックス,1,0,0,0.0,0.0
中京,ダ,1400,アポロキングダム,2,0,0,0.0,0.0
中京,ダ,1400,アメリカンペイトリオット,5,0,0,0.0,0.0
中京,ダ,1400,アーネストリー,2,0,0,0.0,0.0
中京,ダ,1400,イスラボニータ,3,1,2,0.3333,0.6667
中京,ダ,1400,エイシンヒカリ,1,0,0,0.0,0.0
中京,ダ,1400,エイシンフラッシュ,10,0,0,0.0,0.0
中京,ダ,1400,エスケンデレヤ,2,0,0,0.0,0.0
中京,ダ,1400,エスポワールシチー,2,0,0,0.0,0.0
中京,ダ,1400,エピファネイア,5,0,0,0.0,0.0
中京,ダ,1400,エンパイアメーカー,1,0,1,0.0,1.0
中京,ダ,1400,オウケンブルースリ,1,0,0,0.0,0.0
中京,ダ,1400,オルフェーヴル,9,0,0,0.0,0.0
中京,ダ,1400,カネヒキリ,1,0,0,0.0,0.0
中京,ダ,1400,カレンブラックヒル,12,2,6,0.1667,0.5
中京,ダ,1400,キズナ,25,1,6,0.04,0.24
中京,ダ,1400,キタサンブラック,5,0,1,0.0,0.2
中京,ダ,1400,キングカメハメハ,7,0,0,0.0,0.0
中京,ダ,1400,キングズベスト,2,0,0,0.0,0.0
中京,ダ,1400,キンシャサノキセキ,27,0,3,0.0,0.1111
中京,ダ,1400,クリエイター2,2,0,0,0.0,0.0
中京,ダ,1400,クレスコグランド,1,0,0,0.0,0.0
中京,ダ,1400,クロフネ,1,0,0,0.0,0.0
中京,ダ,1400,グランプリボス,3,0,0,0.0,0.0
中京,ダ,1400,グレーターロンドン,1,0,0,0.0,0.0
中京,ダ,1400,ケープブランコ,2,0,0,0.0,0.0
中京,ダ,1400,コパノリッキー,6,0,2,0.0,0.3333
中京,ダ,1400,ゴールドアリュール,7,0,0,0.0,0.0
中京,ダ,1400,ゴールドシップ,1,0,0,0.0,0.0
中京,ダ,1400,サウスヴィグラス,5,0,0,0.0,0.0
中京,ダ,1400,サダムパテック,1,0,0,0.0,0.0
中京,ダ,1400,サトノアラジン,2,0,0,0.0,0.0
中京,ダ,1400,サトノクラウン,3,1,2,0.3333,0.6667
中京,ダ,1400,サムライハート,1,0,0,0.0,0.0
中京,ダ,1400,ザファクター,7,0,1,0.0,0.1429
中京,ダ,1400,シニスターミニスター,23,2,9,0.087,0.3913
中京,ダ,1400,シャンハイボビー,2,0,1,0.0,0.5
中京,ダ,1400,シュヴァルグラン,1,0,0,0.0,0.0
中京,ダ,1400,シルバーステート,5,0,0,0.0,0.0
中京,ダ,1400,シルポート,2,0,0,0.0,0.0
中京,ダ,1400,シンボリクリスエス,2,0,0,0.0,0.0
中京,ダ,1400,ジャスタウェイ,17,1,4,0.0588,0.2353
中京,ダ,1400,スウェプトオーヴァーボード,1,0,0,0.0,0.0
中京,ダ,1400,スクリーンヒーロー,8,0,3,0.0,0.375
中京,ダ,1400,スズカコーズウェイ,5,0,1,0.0,0.2
中京,ダ,1400,スズカフェニックス,1,0,0,0.0,0.0
中京,ダ,1400,ステイゴールド,1,0,0,0.0,0.0
中京,ダ,1400,ストロングリターン,5,0,0,0.0,0.0
中京,ダ,1400,スピルバーグ,3,1,1,0.3333,0.3333
中京,ダ,1400,スマートファルコン,5,0,0,0.0,0.0
中京,ダ,1400,ゼンノロブロイ,2,1,1,0.5,0.5
中京,ダ,1400,タイムパラドックス,1,0,0,0.0,0.0
中京,ダ,1400,タリスマニック,1,0,0,0.0,0.0
中京,ダ,1400,タートルボウル,3,0,1,0.0,0.3333
中京,ダ,1400,ダイシンオレンジ,4,0,0,0.0,0.0
中京,ダ,1400,ダイワメジャー,13,3,4,0.2308,0.3077
中京,ダ,1400,ダノンシャンティ,2,0,0,0.0,0.0
中京,ダ,1400,ダノンシャーク,3,0,1,0.0,0.3333
中京,ダ,1400,ダノンレジェンド,5,0,0,0.0,0.0
中京,ダ,1400,ダンカーク,5,1,2,0.2,0.4
中京,ダ,1400,ディスクリートキャット,4,1,2,0.25,0.5
中京,ダ,1400,ディープインパクト,6,0,2,0.0,0.3333
中京,ダ,1400,ディープブリランテ,6,0,1,0.0,0.1667
中京,ダ,1400,ディーマジェスティ,2,1,1,0.5,0.5
中京,ダ,1400,デクラレーションオブウォー,3,0,1,0.0,0.3333
中京,ダ,1400,トゥザグローリー,2,0,0,0.0,0.0
中京,ダ,1400,トゥザワールド,1,0,0,0.0,0.0
中京,ダ,1400,トランセンド,3,1,1,0.3333,0.3333
中京,ダ,1400,トーセンジョーダン,1,0,0,0.0,0.0
中京,ダ,1400,トーホウジャッカル,3,1,2,0.3333,0.6667
中京,ダ,1400,ドゥラメンテ,15,2,3,0.1333,0.2
中京,ダ,1400,ドレフォン,17,2,2,0.1176,0.1176
中京,ダ,1400,ナムラタイタン,1,0,0,0.0,0.0
中京,ダ,1400,ニホンピロアワーズ,4,0,0,0.0,0.0
中京,ダ,1400,ニューイヤーズデイ,1,0,1,0.0,1.0
中京,ダ,1400,ネオユニヴァース,2,0,0,0.0,0.0
中京,ダ,1400,ノボジャック,1,0,0,0.0,0.0
中京,ダ,1400,ノヴェリスト,2,0,0,0.0,0.0
中京,ダ,1400,ノーザンリバー,1,0,0,0.0,0.0
中京,ダ,1400,ハクサンムーン,2,0,0,0.0,0.0
中京,ダ,1400,ハーツクライ,11,2,5,0.1818,0.4545
中京,ダ,1400,ハービンジャー,1,0,0,0.0,0.0
中京,ダ,1400,バトルプラン,1,0,0,0.0,0.0
中京,ダ,1400,パイロ,17,2,4,0.1176,0.2353
中京,ダ,1400,ビッグアーサー,2,0,0,0.0,0.0
中京,ダ,1400,ビーチパトロール,1,0,0,0.0,0.0
中京,ダ,1400,ファインニードル,1,0,0,0.0,0.0
中京,ダ,1400,フェノーメノ,2,0,0,0.0,0.0
中京,ダ,1400,フリオーソ,4,0,0,0.0,0.0
中京,ダ,1400,ブラックタイド,2,1,1,0.5,0.5
中京,ダ,1400,プリサイスエンド,2,0,0,0.0,0.0
中京,ダ,1400,ヘニーハウンド,2,0,0,0.0,0.0
中京,ダ,1400,ヘニーヒューズ,29,3,8,0.1034,0.2759
中京,ダ,1400,ホッコータルマエ,12,3,3,0.25,0.25
中京,ダ,1400,マインドユアビスケッツ,1,0,1,0.0,1.0
中京,ダ,1400,マクフィ,19,1,4,0.0526,0.2105
中京,ダ,1400,マジェスティックウォリアー,24,1,4,0.0417,0.1667
中京,ダ,1400,マツリダゴッホ,4,0,1,0.0,0.25
中京,ダ,1400,マンハッタンカフェ,1,0,0,0.0,0.0
中京,ダ,1400,ミッキーアイル,6,0,0,0.0,0.0
中京,ダ,1400,メイショウサムソン,3,0,0,0.0,0.0
中京,ダ,1400,メイショウボーラー,3,0,0,0.0,0.0
中京,ダ,1400,モーニン,1,0,0,0.0,0.0
中京,ダ,1400,モーリス,12,0,2,0.0,0.1667
中京,ダ,1400,ラブリーデイ,2,0,0,0.0,0.0
中京,ダ,1400,リアルインパクト,5,0,0,0.0,0.0
中京,ダ,1400,リオンディーズ,5,0,1,0.0,0.2
中京,ダ,1400,リーチザクラウン,1,0,0,0.0,0.0
中京,ダ,1400,ルーラーシップ,17,0,4,0.0,0.2353
中京,ダ,1400,ロゴタイプ,1,0,0,0.0,0.0
中京,ダ,1400,ローエングリン,5,0,0,0.0,0.0
中京,ダ,1400,ロージズインメイ,4,0,0,0.0,0.0
中京,ダ,1400,ロードカナロア,35,4,11,0.1143,0.3143
中京,ダ,1400,ローレルゲレイロ,1,0,0,0.0,0.0
中京,ダ,1400,ワイルドワンダー,1,0,0,0.0,0.0
中京,ダ,1400,ワンダーアキュート,1,0,0,0.0,0.0
中京,ダ,1400,ワールドエース,5,0,1,0.0,0.2
中京,ダ,1400,ヴァンセンヌ,2,0,0,0.0,0.0
中京,ダ,1400,ヴィクトワールピサ,1,0,0,0.0,0.0
中京,ダ,1400,ヴィットリオドーロ,1,1,1,1.0,1.0
中京,ダ,1800,American Pharoah,5,1,2,0.2,0.4
中京,ダ,1800,Arrogate,4,1,1,0.25,0.25
中京,ダ,1800,Bobby's Kitten,1,0,1,0.0,1.0
中京,ダ,1800,Collected,1,0,0,0.0,0.0
中京,ダ,1800,Curlin,2,1,1,0.5,0.5
中京,ダ,1800,Fort Larned,1,0,0,0.0,0.0
中京,ダ,1800,Frankel,2,0,0,0.0,0.0
中京,ダ,1800,Galileo,1,0,0,0.0,0.0
中京,ダ,1800,Ghostzapper,1,0,0,0.0,0.0
中京,ダ,1800,Goldencents,1,1,1,1.0,1.0
中京,ダ,1800,Gun Runner,2,0,0,0.0,0.0
中京,ダ,1800,Hard Spun,4,0,0,0.0,0.0
中京,ダ,1800,I Am Invincible,1,0,0,0.0,0.0
中京,ダ,1800,Kizuna,1,0,0,0.0,0.0
中京,ダ,1800,Le Havre,1,0,0,0.0,0.0
中京,ダ,1800,Medaglia d'Oro,1,0,0,0.0,0.0
中京,ダ,1800,Mor Spirit,1,0,1,0.0,1.0
中京,ダ,1800,Mukhadram,1,0,0,0.0,0.0
中京,ダ,1800,Pioneerof the Nile,1,1,1,1.0,1.0
中京,ダ,1800,Quality Road,1,0,0,0.0,0.0
中京,ダ,1800,Race Day,1,0,1,0.0,1.0
中京,ダ,1800,Runhappy,1,0,0,0.0,0.0
中京,ダ,1800,Street Sense,1,0,0,0.0,0.0
中京,ダ,1800,Tapit,1,0,0,0.0,0.0
中京,ダ,1800,Uncle Mo,1,0,0,0.0,0.0
中京,ダ,1800,Will Take Charge,1,0,1,0.0,1.0
中京,ダ,1800,アイルハヴアナザー,14,0,1,0.0,0.0714
中京,ダ,1800,アグネスデジタル,1,0,0,0.0,0.0
中京,ダ,1800,アジアエクスプレス,7,2,2,0.2857,0.2857
中京,ダ,1800,アスカクリチャン,3,0,1,0.0,0.3333
中京,ダ,1800,アドマイヤムーン,1,0,0,0.0,0.0
中京,ダ,1800,アポロキングダム,1,0,0,0.0,0.0
中京,ダ,1800,アメリカンペイトリオット,4,0,2,0.0,0.5
中京,ダ,1800,イスラボニータ,1,0,0,0.0,0.0
中京,ダ,1800,エイシンヒカリ,1,0,0,0.0,0.0
中京,ダ,1800,エイシンフラッシュ,4,0,0,0.0,0.0
中京,ダ,1800,エスケンデレヤ,4,0,0,0.0,0.0
中京,ダ,1800,エスポワールシチー,2,0,2,0.0,1.0
中京,ダ,1800,エピファネイア,17,2,5,0.1176,0.2941
中京,ダ,1800,エーシントップ,1,0,0,0.0,0.0
中京,ダ,1800,オルフェーヴル,16,1,4,0.0625,0.25
中京,ダ,1800,オールステイ,3,0,0,0.0,0.0
中京,ダ,1800,カジノドライヴ,5,0,3,0.0,0.6
中京,ダ,1800,カネヒキリ,2,0,0,0.0,0.0
中京,ダ,1800,カレンブラックヒル,5,0,0,0.0,0.0
中京,ダ,1800,キズナ,39,8,15,0.2051,0.3846
中京,ダ,1800,キタサンブラック,11,1,4,0.0909,0.3636
中京,ダ,1800,キングカメハメハ,17,3,6,0.1765,0.3529
中京,ダ,1800,キンシャサノキセキ,11,0,1,0.0,0.0909
中京,ダ,1800,クリエイター2,6,0,0,0.0,0.0
中京,ダ,1800,クロフネ,4,0,0,0.0,0.0
中京,ダ,1800,グランプリボス,5,0,0,0.0,0.0
中京,ダ,1800,グロリアスノア,2,0,2,0.0,1.0
中京,ダ,1800,ケープブランコ,2,0,1,0.0,0.5
中京,ダ,1800,コパノリッキー,5,0,1,0.0,0.2
中京,ダ,1800,ゴールドアリュール,3,0,0,0.0,0.0
中京,ダ,1800,ゴールドシップ,7,0,0,0.0,0.0
中京,ダ,1800,ゴールドヘイロー,2,0,0,0.0,0.0
中京,ダ,1800,サトノアラジン,6,0,1,0.0,0.1667
中京,ダ,1800,サトノクラウン,1,0,0,0.0,0.0
中京,ダ,1800,サトノダイヤモンド,2,0,1,0.0,0.5
中京,ダ,1800,サムライハート,1,0,0,0.0,0.0
中京,ダ,1800,ザファクター,6,1,3,0.1667,0.5
中京,ダ,1800,シニスターミニスター,29,4,11,0.1379,0.3793
中京,ダ,1800,シャンハイボビー,4,1,1,0.25,0.25
中京,ダ,1800,シルバーステート,4,0,1,0.0,0.25
中京,ダ,1800,シンボリクリスエス,1,0,0,0.0,0.0
中京,ダ,1800,ジャスタウェイ,15,0,2,0.0,0.1333
中京,ダ,1800,スクリーンヒーロー,4,0,1,0.0,0.25
中京,ダ,1800,スズカコーズウェイ,2,0,0,0.0,0.0
中京,ダ,1800,ストロングリターン,3,0,1,0.0,0.3333
中京,ダ,1800,ストーミングホーム,2,0,0,0.0,0.0
中京,ダ,1800,スピルバーグ,2,0,0,0.0,0.0
中京,ダ,1800,スマートファルコン,7,1,1,0.1429,0.1429
中京,ダ,1800,ゼンノロブロイ,3,0,0,0.0,0.0
中京,ダ,1800,タイムパラドックス,2,0,0,0.0,0.0
中京,ダ,1800,タートルボウル,7,1,2,0.1429,0.2857
中京,ダ,1800,ダイワメジャー,15,2,3,0.1333,0.2
中京,ダ,1800,ダノンシャンティ,2,0,0,0.0,0.0
中京,ダ,1800,ダノンバラード,1,0,1,0.0,1.0
中京,ダ,1800,ダノンレジェンド,5,1,3,0.2,0.6
中京,ダ,1800,ダンカーク,15,3,7,0.2,0.4667
中京,ダ,1800,ディスクリートキャット,5,1,2,0.2,0.4
中京,ダ,1800,ディープインパクト,26,0,6,0.0,0.2308
中京,ダ,1800,ディープブリランテ,4,0,1,0.0,0.25
中京,ダ,1800,ディーマジェスティ,3,1,1,0.3333,0.3333
中京,ダ,1800,デクラレーションオブウォー,2,0,1,0.0,0.5
中京,ダ,1800,トゥザグローリー,5,1,2,0.2,0.4
中京,ダ,1800,トゥザワールド,1,0,0,0.0,0.0
中京,ダ,1800,トランセンド,2,0,1,0.0,0.5
中京,ダ,1800,トーセンジョーダン,3,0,0,0.0,0.0
中京,ダ,1800,トーセンブライト,1,0,0,0.0,0.0
中京,ダ,1800,トーセンホマレボシ,3,0,1,0.0,0.3333
中京,ダ,1800,トーホウジャッカル,1,0,0,0.0,0.0
中京,ダ,1800,ドゥラメンテ,19,0,1,0.0,0.0526
中京,ダ,1800,ドレフォン,26,2,5,0.0769,0.1923
中京,ダ,1800,ニシケンモノノフ,1,0,0,0.0,0.0
中京,ダ,1800,ニホンピロアワーズ,4,0,0,0.0,0.0
中京,ダ,1800,ニューイヤーズデイ,1,0,1,0.0,1.0
中京,ダ,1800,ノヴェリスト,3,1,1,0.3333,0.3333
中京,ダ,1800,ハギノハイブリッド,1,0,0,0.0,0.0
中京,ダ,1800,ハーツクライ,17,3,9,0.1765,0.5294
中京,ダ,1800,ハービンジャー,5,1,1,0.2,0.2
中京,ダ,1800,バトルプラン,3,0,1,0.0,0.3333
中京,ダ,1800,バンドワゴン,1,0,0,0.0,0.0
中京,ダ,1800,パイロ,12,0,2,0.0,0.1667
中京,ダ,1800,ヒルノダムール,1,0,0,0.0,0.0
中京,ダ,1800,ビーチパトロール,3,1,1,0.3333,0.3333
中京,ダ,1800,ファインニードル,1,0,0,0.0,0.0
中京,ダ,1800,フェノーメノ,2,0,0,0.0,0.0
中京,ダ,1800,フサイチセブン,1,0,0,0.0,0.0
中京,ダ,1800,フリオーソ,2,0,1,0.0,0.5
中京,ダ,1800,ブラックタイド,9,0,3,0.0,0.3333
中京,ダ,1800,プリサイスエンド,1,0,1,0.0,1.0
中京,ダ,1800,ヘニーヒューズ,23,1,4,0.0435,0.1739
中京,ダ,1800,ベルシャザール,6,0,0,0.0,0.0
中京,ダ,1800,ホッコータルマエ,22,3,6,0.1364,0.2727
中京,ダ,1800,ポアゾンブラック,1,0,0,0.0,0.0
中京,ダ,1800,マインドユアビスケッツ,4,0,0,0.0,0.0
中京,ダ,1800,マクフィ,10,1,2,0.1,0.2
中京,ダ,1800,マジェスティックウォリアー,20,2,6,0.1,0.3
中京,ダ,1800,マツリダゴッホ,1,0,0,0.0,0.0
中京,ダ,1800,マンハッタンカフェ,2,0,0,0.0,0.0
中京,ダ,1800,ミッキーアイル,6,0,2,0.0,0.3333
中京,ダ,1800,メイショウサムソン,4,0,0,0.0,0.0
中京,ダ,1800,メイショウボーラー,10,1,5,0.1,0.5
中京,ダ,1800,モンテロッソ,2,1,1,0.5,0.5
中京,ダ,1800,モーリス,10,1,1,0.1,0.1
中京,ダ,1800,ラニ,2,0,0,0.0,0.0
中京,ダ,1800,ラブリーデイ,6,0,0,0.0,0.0
中京,ダ,1800,リアルインパクト,4,0,0,0.0,0.0
中京,ダ,1800,リアルスティール,2,0,1,0.0,0.5
中京,ダ,1800,リオンディーズ,7,0,0,0.0,0.0
中京,ダ,1800,リヤンドファミユ,5,0,1,0.0,0.2
中京,ダ,1800,リーチザクラウン,3,3,3,1.0,1.0
中京,ダ,1800,ルーラーシップ,30,2,3,0.0667,0.1
中京,ダ,1800,ロージズインメイ,5,1,1,0.2,0.2
中京,ダ,1800,ローズキングダム,3,0,0,0.0,0.0
中京,ダ,1800,ロードアルティマ,2,0,1,0.0,0.5
中京,ダ,1800,ロードカナロア,24,0,3,0.0,0.125
中京,ダ,1800,ワンダーアキュート,1,0,0,0.0,0.0
中京,ダ,1800,ワールドエース,9,0,4,0.0,0.4444
中京,ダ,1800,ヴァーミリアン,1,0,0,0.0,0.0
