場所,芝ダ,距離,種牡馬,母数,勝利数,複勝数,単勝率,複勝率
新潟,ダ,1200,タートルボウル,1,0,0,0.0,0.0
新潟,ダ,1200,ダイワメジャー,13,1,1,0.0769,0.0769
新潟,ダ,1200,ダノンシャンティ,1,0,0,0.0,0.0
新潟,ダ,1200,ダノンバラード,1,0,0,0.0,0.0
新潟,ダ,1200,ダノンレジェンド,6,0,1,0.0,0.1667
新潟,ダ,1200,ダンカーク,3,0,1,0.0,0.3333
新潟,ダ,1200,ディスクリートキャット,17,2,5,0.1176,0.2941
新潟,ダ,1200,ディープインパクト,3,0,0,0.0,0.0
新潟,ダ,1200,ディープスカイ,2,0,0,0.0,0.0
新潟,ダ,1200,ディープブリランテ,10,0,1,0.0,0.1
新潟,ダ,1200,ディーマジェスティ,5,0,2,0.0,0.4
新潟,ダ,1200,デクラレーションオブウォー,1,0,0,0.0,0.0
新潟,ダ,1200,トゥザグローリー,3,2,3,0.6667,1.0
新潟,ダ,1200,トゥザワールド,13,0,3,0.0,0.2308
新潟,ダ,1200,トウケイヘイロー,1,0,0,0.0,0.0
新潟,ダ,1200,トビーズコーナー,3,0,1,0.0,0.3333
新潟,ダ,1200,トランセンド,5,0,0,0.0,0.0
新潟,ダ,1200,トーセンジョーダン,8,0,0,0.0,0.0
新潟,ダ,1200,トーセンファントム,3,1,2,0.3333,0.6667
新潟,ダ,1200,トーセンラー,2,0,0,0.0,0.0
新潟,ダ,1200,ドゥラメンテ,14,0,1,0.0,0.0714
新潟,ダ,1200,ドリームバレンチノ,2,0,0,0.0,0.0
新潟,ダ,1200,ドレフォン,21,2,4,0.0952,0.1905
新潟,ダ,1200,ニシケンモノノフ,1,0,0,0.0,0.0
新潟,ダ,1200,ニホンピロアワーズ,1,0,0,0.0,0.0
新潟,ダ,1200,ネオユニヴァース,3,0,0,0.0,0.0
新潟,ダ,1200,ノボジャック,2,0,0,0.0,0.0
新潟,ダ,1200,ノヴェリスト,4,0,1,0.0,0.25
新潟,ダ,1200,ノーザンリバー,1,0,0,0.0,0.0
新潟,ダ,1200,ハクサンムーン,1,0,0,0.0,0.0
新潟,ダ,1200,ハーツクライ,9,0,1,0.0,0.1111
新潟,ダ,1200,ハービンジャー,2,0,0,0.0,0.0
新潟,ダ,1200,バゴ,3,0,1,0.0,0.3333
新潟,ダ,1200,パイロ,9,0,0,0.0,0.0
新潟,ダ,1200,パドトロワ,2,0,0,0.0,0.0
新潟,ダ,1200,ビッグアーサー,11,0,1,0.0,0.0909
新潟,ダ,1200,ファインニードル,2,0,1,0.0,0.5
新潟,ダ,1200,フェノーメノ,4,0,0,0.0,0.0
新潟,ダ,1200,フサイチセブン,2,0,0,0.0,0.0
新潟,ダ,1200,フリオーソ,4,1,1,0.25,0.25
新潟,ダ,1200,ブラックタイド,2,0,0,0.0,0.0
新潟,ダ,1200,プリサイスエンド,7,1,2,0.1429,0.2857
新潟,ダ,1200,ヘニーハウンド,2,0,0,0.0,0.0
新潟,ダ,1200,ヘニーヒューズ,49,4,14,0.0816,0.2857
新潟,ダ,1200,ベストウォーリア,2,1,1,0.5,0.5
新潟,ダ,1200,ベルシャザール,2,0,0,0.0,0.0
新潟,ダ,1200,ホッコータルマエ,28,4,11,0.1429,0.3929
新潟,ダ,1200,マインドユアビスケッツ,1,0,0,0.0,0.0
新潟,ダ,1200,マクフィ,9,0,0,0.0,0.0
新潟,ダ,1200,マジェスティックウォリアー,12,2,3,0.1667,0.25
新潟,ダ,1200,マツリダゴッホ,3,0,0,0.0,0.0
新潟,ダ,1200,ミキノバンジョー,1,0,0,0.0,0.0
新潟,ダ,1200,ミッキーアイル,12,0,0,0.0,0.0
新潟,ダ,1200,メイショウサムソン,3,2,3,0.6667,1.0
新潟,ダ,1200,メイショウボーラー,7,0,1,0.0,0.1429
新潟,ダ,1200,モンテロッソ,3,0,0,0.0,0.0
新潟,ダ,1200,モーニン,1,0,0,0.0,0.0
新潟,ダ,1200,モーリス,17,0,3,0.0,0.1765
新潟,ダ,1200,ラニ,4,0,1,0.0,0.25
新潟,ダ,1200,ラブリーデイ,2,0,0,0.0,0.0
新潟,ダ,1200,リアルインパクト,6,0,1,0.0,0.1667
新潟,ダ,1200,リアルスティール,5,1,4,0.2,0.8
新潟,ダ,1200,リオンディーズ,17,2,5,0.1176,0.2941
新潟,ダ,1200,リーチザクラウン,1,0,0,0.0,0.0
新潟,ダ,1200,ルーラーシップ,18,1,5,0.0556,0.2778
新潟,ダ,1200,レッドファルクス,2,1,1,0.5,0.5
新潟,ダ,1200,レーヴミストラル,1,0,0,0.0,0.0
新潟,ダ,1200,ロゴタイプ,3,0,1,0.0,0.3333
新潟,ダ,1200,ロジユニヴァース,2,0,0,0.0,0.0
新潟,ダ,1200,ローエングリン,3,1,3,0.3333,1.0
新潟,ダ,1200,ロージズインメイ,3,0,1,0.0,0.3333
新潟,ダ,1200,ローズキングダム,2,0,0,0.0,0.0
新潟,ダ,1200,ロードアルティマ,1,0,0,0.0,0.0
新潟,ダ,1200,ロードカナロア,46,5,10,0.1087,0.2174
新潟,ダ,1200,ワールドエース,3,1,1,0.3333,0.3333
新潟,ダ,1200,ヴァンセンヌ,1,1,1,1.0,1.0
新潟,ダ,1800,Always Dreaming,1,0,0,0.0,0.0
新潟,ダ,1800,American Pharoah,4,1,2,0.25,0.5
新潟,ダ,1800,Arrogate,4,1,1,0.25,0.25
新潟,ダ,1800,Bobby's Kitten,1,0,0,0.0,0.0
新潟,ダ,1800,Carpe Diem,2,0,0,0.0,0.0
新潟,ダ,1800,Classic Empire,1,0,0,0.0,0.0
新潟,ダ,1800,Curlin,3,0,1,0.0,0.3333
新潟,ダ,1800,Daiwa Major,1,0,1,0.0,1.0
新潟,ダ,1800,Frankel,2,0,0,0.0,0.0
新潟,ダ,1800,Ghostzapper,1,0,0,0.0,0.0
新潟,ダ,1800,Gleneagles,1,1,1,1.0,1.0
新潟,ダ,1800,Golden Horn,2,0,0,0.0,0.0
新潟,ダ,1800,Good Magic,1,0,1,0.0,1.0
新潟,ダ,1800,Gun Runner,4,0,0,0.0,0.0
新潟,ダ,1800,Hard Spun,7,0,1,0.0,0.1429
新潟,ダ,1800,Into Mischief,3,0,0,0.0,0.0
新潟,ダ,1800,Justify,2,0,0,0.0,0.0
新潟,ダ,1800,Khozan,1,1,1,1.0,1.0
新潟,ダ,1800,Kitten's Joy,1,0,1,0.0,1.0
新潟,ダ,1800,Kizuna,2,1,1,0.5,0.5
新潟,ダ,1800,Malibu Moon,1,0,1,0.0,1.0
新潟,ダ,1800,Medaglia d'Oro,1,0,0,0.0,0.0
新潟,ダ,1800,Mor Spirit,2,1,1,0.5,0.5
新潟,ダ,1800,Pioneerof the Nile,4,1,3,0.25,0.75
新潟,ダ,1800,Quality Road,1,1,1,1.0,1.0
新潟,ダ,1800,Runhappy,1,0,0,0.0,0.0
新潟,ダ,1800,Street Sense,1,0,0,0.0,0.0
新潟,ダ,1800,Tapit,4,0,0,0.0,0.0
新潟,ダ,1800,Temple City,2,0,1,0.0,0.5
新潟,ダ,1800,Uncle Mo,2,0,0,0.0,0.0
新潟,ダ,1800,Union Rags,2,0,1,0.0,0.5
新潟,ダ,1800,アイファーソング,3,1,2,0.3333,0.6667
新潟,ダ,1800,アイルハヴアナザー,20,1,3,0.05,0.15
新潟,ダ,1800,アジアエクスプレス,6,3,3,0.5,0.5
新潟,ダ,1800,アスカクリチャン,1,0,0,0.0,0.0
新潟,ダ,1800,アドマイヤムーン,1,0,0,0.0,0.0
新潟,ダ,1800,アドミラブル,2,0,0,0.0,0.0
新潟,ダ,1800,アポロキングダム,1,0,0,0.0,0.0
新潟,ダ,1800,アポロソニック,1,0,0,0.0,0.0
新潟,ダ,1800,アメリカンペイトリオット,9,1,1,0.1111,0.1111
新潟,ダ,1800,イスラボニータ,4,0,0,0.0,0.0
新潟,ダ,1800,エイシンアポロン,2,0,0,0.0,0.0
新潟,ダ,1800,エイシンヒカリ,2,0,0,0.0,0.0
新潟,ダ,1800,エイシンフラッシュ,13,0,1,0.0,0.0769
新潟,ダ,1800,エスケンデレヤ,7,2,3,0.2857,0.4286
新潟,ダ,1800,エスポワールシチー,13,0,1,0.0,0.0769
新潟,ダ,1800,エピファネイア,18,2,2,0.1111,0.1111
新潟,ダ,1800,オウケンブルースリ,1,1,1,1.0,1.0
新潟,ダ,1800,オルフェーヴル,16,1,3,0.0625,0.1875
新潟,ダ,1800,カジノドライヴ,7,1,2,0.1429,0.2857
新潟,ダ,1800,カネヒキリ,1,0,0,0.0,0.0
新潟,ダ,1800,カレンブラックヒル,10,0,2,0.0,0.2
新潟,ダ,1800,ガルボ,2,0,0,0.0,0.0
新潟,ダ,1800,キズナ,29,3,7,0.1034,0.2414
新潟,ダ,1800,キタサンブラック,6,2,3,0.3333,0.5
新潟,ダ,1800,キングカメハメハ,20,3,3,0.15,0.15
新潟,ダ,1800,キングズベスト,2,0,0,0.0,0.0
新潟,ダ,1800,キンシャサノキセキ,15,1,3,0.0667,0.2
新潟,ダ,1800,クリエイター2,10,0,2,0.0,0.2
新潟,ダ,1800,クロフネ,7,0,1,0.0,0.1429
新潟,ダ,1800,グランプリボス,5,0,2,0.0,0.4
新潟,ダ,1800,グロリアスノア,2,0,0,0.0,0.0
新潟,ダ,1800,ケープブランコ,1,0,0,0.0,0.0
新潟,ダ,1800,コパノリッキー,17,2,5,0.1176,0.2941
新潟,ダ,1800,ゴールドアクター,1,1,1,1.0,1.0
新潟,ダ,1800,ゴールドアリュール,15,0,2,0.0,0.1333
新潟,ダ,1800,ゴールドシップ,21,2,6,0.0952,0.2857
新潟,ダ,1800,ゴールドヘイロー,1,0,0,0.0,0.0
新潟,ダ,1800,サウスヴィグラス,6,0,1,0.0,0.1667
新潟,ダ,1800,サクラプレジデント,1,0,0,0.0,0.0
新潟,ダ,1800,サトノアラジン,7,1,1,0.1429,0.1429
新潟,ダ,1800,サトノクラウン,3,0,3,0.0,1.0
新潟,ダ,1800,サトノダイヤモンド,4,0,2,0.0,0.5
新潟,ダ,1800,ザファクター,5,0,1,0.0,0.2
新潟,ダ,1800,シニスターミニスター,36,2,12,0.0556,0.3333
新潟,ダ,1800,シビルウォー,1,0,0,0.0,0.0
新潟,ダ,1800,シャンハイボビー,3,0,0,0.0,0.0
新潟,ダ,1800,シルバーステート,6,0,0,0.0,0.0
新潟,ダ,1800,シンボリクリスエス,11,0,1,0.0,0.0909
新潟,ダ,1800,ジャスタウェイ,23,1,4,0.0435,0.1739
新潟,ダ,1800,ジャングルポケット,2,0,0,0.0,0.0
新潟,ダ,1800,ジョーカプチーノ,6,1,3,0.1667,0.5
新潟,ダ,1800,スウェプトオーヴァーボード,2,0,0,0.0,0.0
新潟,ダ,1800,スクリーンヒーロー,19,0,7,0.0,0.3684
新潟,ダ,1800,ストロングリターン,9,0,1,0.0,0.1111
新潟,ダ,1800,ストーミングホーム,2,0,0,0.0,0.0
新潟,ダ,1800,スピルバーグ,5,1,1,0.2,0.2
新潟,ダ,1800,スマートファルコン,13,0,2,0.0,0.1538
新潟,ダ,1800,ゼンノロブロイ,1,0,0,0.0,0.0
新潟,ダ,1800,タイセイレジェンド,2,1,1,0.5,0.5
新潟,ダ,1800,タイムパラドックス,5,0,0,0.0,0.0
新潟,ダ,1800,タニノギムレット,3,0,0,0.0,0.0
新潟,ダ,1800,タリスマニック,4,0,1,0.0,0.25
新潟,ダ,1800,タートルボウル,6,0,2,0.0,0.3333
新潟,ダ,1800,ダイワメジャー,23,1,5,0.0435,0.2174
新潟,ダ,1800,ダノンシャンティ,3,0,0,0.0,0.0
新潟,ダ,1800,ダノンバラード,6,0,2,0.0,0.3333
新潟,ダ,1800,ダノンレジェンド,3,0,0,0.0,0.0
新潟,ダ,1800,ダンカーク,9,1,1,0.1111,0.1111
新潟,ダ,1800,チェリークラウン,2,0,0,0.0,0.0
新潟,ダ,1800,ディスクリートキャット,10,2,3,0.2,0.3
新潟,ダ,1800,ディープインパクト,8,0,0,0.0,0.0
新潟,ダ,1800,ディープエクシード,1,0,0,0.0,0.0
新潟,ダ,1800,ディープブリランテ,4,0,0,0.0,0.0
新潟,ダ,1800,ディーマジェスティ,2,0,0,0.0,0.0
新潟,ダ,1800,デクラレーションオブウォー,3,0,0,0.0,0.0
新潟,ダ,1800,トゥザグローリー,8,0,3,0.0,0.375
新潟,ダ,1800,トゥザワールド,6,0,0,0.0,0.0
新潟,ダ,1800,トビーズコーナー,6,2,3,0.3333,0.5
新潟,ダ,1800,トランセンド,2,0,0,0.0,0.0
新潟,ダ,1800,トーセンジョーダン,2,0,0,0.0,0.0
新潟,ダ,1800,トーセンホマレボシ,3,0,0,0.0,0.0
新潟,ダ,1800,トーセンラー,2,0,1,0.0,0.5
新潟,ダ,1800,ドゥラメンテ,22,3,4,0.1364,0.1818
新潟,ダ,1800,ドレフォン,19,3,6,0.1579,0.3158
新潟,ダ,1800,ナカヤマフェスタ,1,0,0,0.0,0.0
新潟,ダ,1800,ニホンピロアワーズ,1,0,0,0.0,0.0
新潟,ダ,1800,ノヴェリスト,4,0,1,0.0,0.25
新潟,ダ,1800,ハーツクライ,29,3,8,0.1034,0.2759
新潟,ダ,1800,ハービンジャー,9,1,2,0.1111,0.2222
新潟,ダ,1800,バゴ,1,0,0,0.0,0.0
新潟,ダ,1800,バトルプラン,3,0,0,0.0,0.0
新潟,ダ,1800,パイロ,22,1,5,0.0455,0.2273
新潟,ダ,1800,ビッグアーサー,1,1,1,1.0,1.0
新潟,ダ,1800,ビーチパトロール,1,0,1,0.0,1.0
新潟,ダ,1800,フェノーメノ,1,0,0,0.0,0.0
新潟,ダ,1800,フサイチセブン,1,0,0,0.0,0.0
新潟,ダ,1800,フリオーソ,11,1,3,0.0909,0.2727
新潟,ダ,1800,フレンチデピュティ,1,0,0,0.0,0.0
新潟,ダ,1800,ブラックタイド,17,3,5,0.1765,0.2941
新潟,ダ,1800,ブリックスアンドモルタル,1,0,1,0.0,1.0
新潟,ダ,1800,プリサイスエンド,11,0,4,0.0,0.3636
新潟,ダ,1800,ヘニーヒューズ,40,2,10,0.05,0.25
新潟,ダ,1800,ベルシャザール,10,1,1,0.1,0.1
新潟,ダ,1800,ベーカバド,1,0,0,0.0,0.0
新潟,ダ,1800,ホッコータルマエ,26,0,4,0.0,0.1538
新潟,ダ,1800,マインドユアビスケッツ,10,0,2,0.0,0.2
新潟,ダ,1800,マクフィ,12,2,5,0.1667,0.4167
新潟,ダ,1800,マジェスティックウォリアー,21,2,5,0.0952,0.2381
新潟,ダ,1800,マツリダゴッホ,1,0,0,0.0,0.0
新潟,ダ,1800,マンハッタンカフェ,1,0,0,0.0,0.0
新潟,ダ,1800,ミッキーアイル,4,0,0,0.0,0.0
新潟,ダ,1800,ミッキーロケット,3,0,1,0.0,0.3333
新潟,ダ,1800,ミュゼスルタン,2,0,0,0.0,0.0
新潟,ダ,1800,メイショウサムソン,4,0,2,0.0,0.5
新潟,ダ,1800,メイショウボーラー,5,0,2,0.0,0.4
新潟,ダ,1800,モンテロッソ,1,0,0,0.0,0.0
新潟,ダ,1800,モーリス,17,2,7,0.1176,0.4118
新潟,ダ,1800,ヤマニンセラフィム,3,0,0,0.0,0.0
新潟,ダ,1800,ヨハネスブルグ,1,0,0,0.0,0.0
新潟,ダ,1800,ラニ,6,0,1,0.0,0.1667
新潟,ダ,1800,ラブリーデイ,10,1,1,0.1,0.1
新潟,ダ,1800,リアルインパクト,11,1,2,0.0909,0.1818
新潟,ダ,1800,リアルスティール,13,2,5,0.1538,0.3846
新潟,ダ,1800,リオンディーズ,11,0,0,0.0,0.0
新潟,ダ,1800,リーチザクラウン,7,1,3,0.1429,0.4286
新潟,ダ,1800,ルーラーシップ,36,0,4,0.0,0.1111
新潟,ダ,1800,レッドファルクス,2,0,0,0.0,0.0
新潟,ダ,1800,ロゴタイプ,5,0,0,0.0,0.0
新潟,ダ,1800,ロジユニヴァース,1,0,0,0.0,0.0
新潟,ダ,1800,ロージズインメイ,7,0,0,0.0,0.0
新潟,ダ,1800,ロードアルティマ,1,0,0,0.0,0.0
新潟,ダ,1800,ロードカナロア,22,1,2,0.0455,0.0909
新潟,ダ,1800,ワンアンドオンリー,1,1,1,1.0,1.0
新潟,ダ,1800,ワンダーアキュート,2,0,0,0.0,0.0
新潟,ダ,1800,ワールドエース,12,1,2,0.0833,0.1667
新潟,ダ,1800,ヴァンセンヌ,3,0,1,0.0,0.3333
新潟,ダ,1800,ヴァーミリアン,2,0,1,0.0,0.5
新潟,ダ,1800,ヴィクトワールピサ,3,0,1,0.0,0.3333
新潟,芝,1000,Declaration of War,2,0,0,0.0,0.0
新潟,芝,1000,Dialed In,1,0,0,0.0,0.0
新潟,芝,1000,Frosted,1,1,1,1.0,1.0
新潟,芝,1000,Gleneagles,1,0,0,0.0,0.0
新潟,芝,1000,Graydar,1,0,0,0.0,0.0
新潟,芝,1000,I Am Invincible,3,1,2,0.3333,0.6667
新潟,芝,1000,Justify,1,0,0,0.0,0.0
新潟,芝,1000,Lord Kanaloa,1,0,0,0.0,0.0
新潟,芝,1000,Lord Nelson,1,0,0,0.0,0.0
新潟,芝,1000,Overanalyze,2,0,0,0.0,0.0
新潟,芝,1000,Palace Malice,1,0,0,0.0,0.0
新潟,芝,1000,Practical Joke,1,0,0,0.0,0.0
新潟,芝,1000,Speightstown,5,0,0,0.0,0.0
新潟,芝,1000,War Command,1,0,0,0.0,0.0
新潟,芝,1000,Zoustar,1,0,1,0.0,1.0
新潟,芝,1000,アグネスデジタル,1,0,0,0.0,0.0
新潟,芝,1000,アジアエクスプレス,11,1,1,0.0909,0.0909
新潟,芝,1000,アスカクリチャン,2,0,0,0.0,0.0
新潟,芝,1000,アドマイヤオーラ,1,0,0,0.0,0.0
新潟,芝,1000,アドマイヤマックス,2,0,0,0.0,0.0
新潟,芝,1000,アドマイヤムーン,8,1,2,0.125,0.25
新潟,芝,1000,アポロキングダム,3,0,1,0.0,0.3333
新潟,芝,1000,アメリカンペイトリオット,13,2,2,0.1538,0.1538
新潟,芝,1000,アンライバルド,9,0,2,0.0,0.2222
新潟,芝,1000,イスラボニータ,2,0,0,0.0,0.0
新潟,芝,1000,エイシンヒカリ,4,0,0,0.0,0.0
新潟,芝,1000,エイシンフラッシュ,8,1,2,0.125,0.25
新潟,芝,1000,エピファネイア,4,0,0,0.0,0.0
新潟,芝,1000,オルフェーヴル,5,0,1,0.0,0.2
新潟,芝,1000,オーシャンブルー,1,0,0,0.0,0.0
新潟,芝,1000,カレンブラックヒル,10,0,0,0.0,0.0
新潟,芝,1000,キズナ,16,0,4,0.0,0.25
新潟,芝,1000,キタサンブラック,3,0,0,0.0,0.0
新潟,芝,1000,キングカメハメハ,1,0,0,0.0,0.0
新潟,芝,1000,キンシャサノキセキ,14,0,0,0.0,0.0
新潟,芝,1000,クリエイター2,1,0,0,0.0,0.0
新潟,芝,1000,クロフネ,5,0,0,0.0,0.0
新潟,芝,1000,グランデッツァ,7,0,1,0.0,0.1429
新潟,芝,1000,グランプリボス,4,1,1,0.25,0.25
新潟,芝,1000,グレーターロンドン,1,0,0,0.0,0.0
新潟,芝,1000,ケイムホーム,2,0,1,0.0,0.5
新潟,芝,1000,ケープブランコ,2,0,1,0.0,0.5
新潟,芝,1000,コパノリチャード,2,0,0,0.0,0.0
新潟,芝,1000,コパノリッキー,3,0,0,0.0,0.0
新潟,芝,1000,ゴスホークケン,1,0,0,0.0,0.0
新潟,芝,1000,ゴールドアクター,1,0,0,0.0,0.0
新潟,芝,1000,ゴールドアリュール,1,0,0,0.0,0.0
新潟,芝,1000,ゴールドシップ,2,0,0,0.0,0.0
新潟,芝,1000,サウスヴィグラス,4,0,1,0.0,0.25
新潟,芝,1000,サクラオリオン,1,1,1,1.0,1.0
新潟,芝,1000,サトノアラジン,4,0,1,0.0,0.25
新潟,芝,1000,サトノクラウン,4,0,0,0.0,0.0
新潟,芝,1000,サトノダイヤモンド,2,0,0,0.0,0.0
新潟,芝,1000,ザファクター,6,1,1,0.1667,0.1667
新潟,芝,1000,シニスターミニスター,5,0,0,0.0,0.0
新潟,芝,1000,シャンハイボビー,1,0,0,0.0,0.0
新潟,芝,1000,ショウナンカンプ,5,1,2,0.2,0.4
新潟,芝,1000,シルバーステート,10,2,4,0.2,0.4
新潟,芝,1000,ジャスタウェイ,6,0,0,0.0,0.0
新潟,芝,1000,ジョーカプチーノ,23,2,5,0.087,0.2174
新潟,芝,1000,スウェプトオーヴァーボード,6,0,0,0.0,0.0
新潟,芝,1000,スクリーンヒーロー,12,0,1,0.0,0.0833
新潟,芝,1000,ストロングリターン,4,0,0,0.0,0.0
新潟,芝,1000,スマートファルコン,5,0,0,0.0,0.0
新潟,芝,1000,スワーヴリチャード,2,0,2,0.0,1.0
新潟,芝,1000,タイキシャトル,11,0,1,0.0,0.0909
新潟,芝,1000,タニノギムレット,2,0,1,0.0,0.5
新潟,芝,1000,ダイワメジャー,34,3,12,0.0882,0.3529
新潟,芝,1000,ダノンシャンティ,3,0,0,0.0,0.0
新潟,芝,1000,ダノンバラード,1,0,0,0.0,0.0
新潟,芝,1000,ダノンレジェンド,17,0,3,0.0,0.1765
新潟,芝,1000,ダンカーク,2,0,1,0.0,0.5
新潟,芝,1000,ディスクリートキャット,16,3,4,0.1875,0.25
新潟,芝,1000,ディープインパクト,2,0,0,0.0,0.0
新潟,芝,1000,ディープブリランテ,17,0,4,0.0,0.2353
新潟,芝,1000,ディーマジェスティ,2,0,0,0.0,0.0
新潟,芝,1000,トゥザグローリー,3,0,0,0.0,0.0
新潟,芝,1000,トゥザワールド,3,0,1,0.0,0.3333
新潟,芝,1000,トビーズコーナー,1,0,0,0.0,0.0
新潟,芝,1000,トーセンラー,2,0,0,0.0,0.0
新潟,芝,1000,ドゥラメンテ,4,0,0,0.0,0.0
新潟,芝,1000,ドレフォン,4,0,0,0.0,0.0
新潟,芝,1000,ニシケンモノノフ,1,0,0,0.0,0.0
新潟,芝,1000,ネロ,5,1,1,0.2,0.2
新潟,芝,1000,ノヴェリスト,4,0,1,0.0,0.25
新潟,芝,1000,ハクサンムーン,1,0,0,0.0,0.0
新潟,芝,1000,ハーツクライ,10,0,2,0.0,0.2
新潟,芝,1000,ハービンジャー,4,0,0,0.0,0.0
新潟,芝,1000,バゴ,3,0,1,0.0,0.3333
新潟,芝,1000,バトルプラン,1,0,0,0.0,0.0
新潟,芝,1000,パイロ,3,0,1,0.0,0.3333
新潟,芝,1000,ビッグアーサー,9,2,4,0.2222,0.4444
新潟,芝,1000,ビーチパトロール,2,0,0,0.0,0.0
新潟,芝,1000,ファインニードル,14,3,4,0.2143,0.2857
新潟,芝,1000,フレンチデピュティ,4,3,3,0.75,0.75
新潟,芝,1000,プリサイスエンド,1,0,0,0.0,0.0
新潟,芝,1000,ヘニーヒューズ,4,0,0,0.0,0.0
新潟,芝,1000,ベストウォーリア,2,0,0,0.0,0.0
新潟,芝,1000,ベーカバド,9,0,3,0.0,0.3333
新潟,芝,1000,ホッコータルマエ,2,0,0,0.0,0.0
新潟,芝,1000,ホークビル,1,0,0,0.0,0.0
新潟,芝,1000,マインドユアビスケッツ,1,0,0,0.0,0.0
新潟,芝,1000,マクフィ,1,1,1,1.0,1.0
新潟,芝,1000,マジェスティックウォリアー,4,0,0,0.0,0.0
新潟,芝,1000,マツリダゴッホ,4,0,0,0.0,0.0
新潟,芝,1000,ミキノバンジョー,3,0,0,0.0,0.0
新潟,芝,1000,ミッキーアイル,10,0,1,0.0,0.1
新潟,芝,1000,メイショウサムソン,2,0,0,0.0,0.0
新潟,芝,1000,メイショウボーラー,4,0,0,0.0,0.0
新潟,芝,1000,モンテロッソ,1,0,0,0.0,0.0
新潟,芝,1000,モーリス,18,0,0,0.0,0.0
新潟,芝,1000,ヨハネスブルグ,2,0,0,0.0,0.0
新潟,芝,1000,リアルインパクト,3,0,0,0.0,0.0
新潟,芝,1000,リオンディーズ,9,1,3,0.1111,0.3333
新潟,芝,1000,リーチザクラウン,3,0,0,0.0,0.0
新潟,芝,1000,ルーラーシップ,3,0,0,0.0,0.0
新潟,芝,1000,レーヴミストラル,1,0,0,0.0,0.0
新潟,芝,1000,ロゴタイプ,8,1,2,0.125,0.25
新潟,芝,1000,ローエングリン,1,0,0,0.0,0.0
新潟,芝,1000,ロードカナロア,43,3,12,0.0698,0.2791
新潟,芝,1000,ワールドエース,1,0,0,0.0,0.0
新潟,芝,1000,ヴァンセンヌ,2,0,0,0.0,0.0
新潟,芝,1000,ヴィクトワールピサ,7,0,1,0.0,0.1429
新潟,芝,1200,Army Mule,1,0,0,0.0,0.0
新潟,芝,1200,Dark Angel,2,0,0,0.0,0.0
新潟,芝,1200,Frankel,1,0,0,0.0,0.0
新潟,芝,1200,Free Drop Billy,1,0,0,0.0,0.0
新潟,芝,1200,Kingman,2,1,1,0.5,0.5
新潟,芝,1200,Klimt,1,0,0,0.0,0.0
新潟,芝,1200,Mohaymen,1,0,0,0.0,0.0
新潟,芝,1200,Raven's Pass,1,0,0,0.0,0.0
新潟,芝,1200,Shalaa,2,0,0,0.0,0.0
新潟,芝,1200,Snitzel,2,0,0,0.0,0.0
新潟,芝,1200,Speightstown,1,0,0,0.0,0.0
新潟,芝,1200,Zoustar,1,0,0,0.0,0.0
新潟,芝,1200,アドマイヤオーラ,1,0,0,0.0,0.0
新潟,芝,1200,アドマイヤマックス,3,0,0,0.0,0.0
新潟,芝,1200,アドマイヤムーン,4,0,0,0.0,0.0
新潟,芝,1200,アメリカンペイトリオット,6,0,2,0.0,0.3333
新潟,芝,1200,アロマカフェ,1,0,0,0.0,0.0
新潟,芝,1200,アンライバルド,4,1,1,0.25,0.25
新潟,芝,1200,イスラボニータ,5,2,2,0.4,0.4
新潟,芝,1200,エイシンヒカリ,8,0,0,0.0,0.0
新潟,芝,1200,エイシンフラッシュ,7,1,1,0.1429,0.1429
新潟,芝,1200,エスケンデレヤ,1,0,0,0.0,0.0
新潟,芝,1200,エピファネイア,14,1,1,0.0714,0.0714
新潟,芝,1200,エーシントップ,1,0,1,0.0,1.0
新潟,芝,1200,オルフェーヴル,8,1,5,0.125,0.625
新潟,芝,1200,カレンブラックヒル,4,0,1,0.0,0.25
新潟,芝,1200,キズナ,12,0,2,0.0,0.1667
新潟,芝,1200,キタサンブラック,2,0,0,0.0,0.0
新潟,芝,1200,キングカメハメハ,3,0,1,0.0,0.3333
新潟,芝,1200,キングズベスト,1,0,0,0.0,0.0
新潟,芝,1200,キンシャサノキセキ,14,0,4,0.0,0.2857
新潟,芝,1200,クリエイター2,2,0,0,0.0,0.0
新潟,芝,1200,クロフネ,2,0,0,0.0,0.0
新潟,芝,1200,グランデッツァ,1,0,0,0.0,0.0
新潟,芝,1200,グランプリボス,2,0,0,0.0,0.0
新潟,芝,1200,グレーターロンドン,2,0,0,0.0,0.0
新潟,芝,1200,コパノリチャード,2,1,1,0.5,0.5
新潟,芝,1200,コパノリッキー,1,0,0,0.0,0.0
新潟,芝,1200,ゴールドシップ,3,0,0,0.0,0.0
新潟,芝,1200,ゴールドヘイロー,1,0,0,0.0,0.0
新潟,芝,1200,サトノアラジン,4,0,1,0.0,0.25
新潟,芝,1200,サトノクラウン,2,0,0,0.0,0.0
新潟,芝,1200,サトノダイヤモンド,1,1,1,1.0,1.0
新潟,芝,1200,ザファクター,2,0,1,0.0,0.5
新潟,芝,1200,シャンハイボビー,1,0,0,0.0,0.0
新潟,芝,1200,ショウナンカンプ,1,0,0,0.0,0.0
新潟,芝,1200,シルバーステート,2,0,0,0.0,0.0
新潟,芝,1200,ジャスタウェイ,2,0,0,0.0,0.0
新潟,芝,1200,ジャングルポケット,3,0,0,0.0,0.0
