場所,芝・ダ,距離,内容,母数,勝利数,複勝数,条件,単勝率,複勝率,順位,ランク
新潟,芝,2400,斎藤誠,2,0,0,調教師,0.0,0.0,18,B
新潟,芝,2400,昆貢,2,0,0,調教師,0.0,0.0,19,B
新潟,芝,2400,高野友和,2,0,0,調教師,0.0,0.0,20,B
新潟,芝,2400,黒岩陽一,2,0,0,調教師,0.0,0.0,21,B
新潟,芝,2400,上原佑紀,1,0,0,調教師,0.0,0.0,22,B
新潟,芝,2400,中尾秀正,1,0,0,調教師,0.0,0.0,23,B
新潟,芝,2400,中舘英二,1,0,0,調教師,0.0,0.0,24,B
新潟,芝,2400,伊藤大士,1,0,0,調教師,0.0,0.0,25,B
新潟,芝,2400,佐藤吉勝,1,0,0,調教師,0.0,0.0,26,C
新潟,芝,2400,加藤士津,1,0,0,調教師,0.0,0.0,27,C
新潟,芝,2400,加藤征弘,1,0,0,調教師,0.0,0.0,28,C
新潟,芝,2400,勢司和浩,1,0,0,調教師,0.0,0.0,29,C
新潟,芝,2400,南田美知,1,0,0,調教師,0.0,0.0,30,C
新潟,芝,2400,堀内岳志,1,0,0,調教師,0.0,0.0,31,C
新潟,芝,2400,奥村豊,1,0,0,調教師,0.0,0.0,32,C
新潟,芝,2400,安田隆行,1,0,0,調教師,0.0,0.0,33,C
新潟,芝,2400,寺島良,1,0,0,調教師,0.0,0.0,34,C
新潟,芝,2400,小島茂之,1,0,0,調教師,0.0,0.0,35,C
新潟,芝,2400,小手川準,1,0,0,調教師,0.0,0.0,36,C
新潟,芝,2400,平田修,1,0,0,調教師,0.0,0.0,37,C
新潟,芝,2400,戸田博文,1,0,0,調教師,0.0,0.0,38,C
新潟,芝,2400,手塚貴久,1,0,0,調教師,0.0,0.0,39,C
新潟,芝,2400,本田優,1,0,0,調教師,0.0,0.0,40,C
新潟,芝,2400,松永康利,1,0,0,調教師,0.0,0.0,41,D
新潟,芝,2400,根本康広,1,0,0,調教師,0.0,0.0,42,D
新潟,芝,2400,武幸四郎,1,0,0,調教師,0.0,0.0,43,D
新潟,芝,2400,畑端省吾,1,0,0,調教師,0.0,0.0,44,D
新潟,芝,2400,的場均,1,0,0,調教師,0.0,0.0,45,D
新潟,芝,2400,石毛善彦,1,0,0,調教師,0.0,0.0,46,D
新潟,芝,2400,藤岡健一,1,0,0,調教師,0.0,0.0,47,D
新潟,芝,2400,音無秀孝,1,0,0,調教師,0.0,0.0,48,D
新潟,芝,2400,須貝尚介,1,0,0,調教師,0.0,0.0,49,D
新潟,芝,2400,高木登,1,0,0,調教師,0.0,0.0,50,D
新潟,芝,2400,重,12,1,3,馬場,0.0833,0.25,1,S
新潟,芝,2400,良,49,4,12,馬場,0.0816,0.2449,2,D
札幌,ダ,1000,川崎,2,1,1,前走場所,0.5,0.5,1,S
札幌,ダ,1000,阪神,3,1,1,前走場所,0.3333,0.3333,2,A
札幌,ダ,1000,中京,8,2,3,前走場所,0.25,0.375,3,B
札幌,ダ,1000,京都,6,1,2,前走場所,0.1667,0.3333,4,B
札幌,ダ,1000,小倉,9,1,4,前走場所,0.1111,0.4444,5,B
札幌,ダ,1000,新潟,10,1,3,前走場所,0.1,0.3,6,B
札幌,ダ,1000,函館,82,7,19,前走場所,0.0854,0.2317,7,C
札幌,ダ,1000,札幌,73,5,17,前走場所,0.0685,0.2329,8,C
札幌,ダ,1000,東京,15,0,7,前走場所,0.0,0.4667,9,C
札幌,ダ,1000,福島,6,0,0,前走場所,0.0,0.0,10,C
札幌,ダ,1000,中山,2,0,0,前走場所,0.0,0.0,11,D
札幌,ダ,1000,名古,1,0,0,前走場所,0.0,0.0,12,D
札幌,ダ,1000,笠松,1,0,0,前走場所,0.0,0.0,13,D
札幌,ダ,1000,逃げ切り,19,5,8,勝ち方,0.2632,0.4211,1,S
札幌,ダ,1000,先行押し切り,68,10,29,勝ち方,0.1471,0.4265,2,B
札幌,ダ,1000,差し,71,4,12,勝ち方,0.0563,0.169,3,C
札幌,ダ,1000,追い込み,59,0,8,勝ち方,0.0,0.1356,4,D
札幌,ダ,1000,逃げ,19,5,8,脚質,0.2632,0.4211,1,S
札幌,ダ,1000,先行,68,10,29,脚質,0.1471,0.4265,2,C
札幌,ダ,1000,差し,130,4,20,脚質,0.0308,0.1538,3,D
札幌,ダ,1000,クリーンエコロジー,1,1,1,血統,1.0,1.0,1,S
札幌,ダ,1000,アイルハヴアナザー,2,1,2,血統,0.5,1.0,2,A
札幌,ダ,1000,ダノンレジェンド,4,2,2,血統,0.5,0.5,3,A
札幌,ダ,1000,リアルスティール,4,2,2,血統,0.5,0.5,4,A
札幌,ダ,1000,クロフネ,2,1,1,血統,0.5,0.5,5,A
札幌,ダ,1000,ザファクター,2,1,1,血統,0.5,0.5,6,A
札幌,ダ,1000,フリオーソ,2,1,1,血統,0.5,0.5,7,A
札幌,ダ,1000,マジェスティックウォリアー,3,1,2,血統,0.3333,0.6667,8,A
札幌,ダ,1000,アポロキングダム,3,1,1,血統,0.3333,0.3333,9,A
札幌,ダ,1000,シニスターミニスター,10,3,6,血統,0.3,0.6,10,A
札幌,ダ,1000,リオンディーズ,5,1,1,血統,0.2,0.2,11,A
札幌,ダ,1000,キンシャサノキセキ,11,2,3,血統,0.1818,0.2727,12,A
札幌,ダ,1000,スクリーンヒーロー,6,1,2,血統,0.1667,0.3333,13,A
札幌,ダ,1000,ロードカナロア,12,1,5,血統,0.0833,0.4167,14,A
札幌,ダ,1000,ノヴェリスト,2,0,2,血統,0.0,1.0,15,B
札幌,ダ,1000,More Than Ready,1,0,1,血統,0.0,1.0,16,B
札幌,ダ,1000,Speightstown,1,0,1,血統,0.0,1.0,17,B
札幌,ダ,1000,ディーマジェスティ,1,0,1,血統,0.0,1.0,18,B
札幌,ダ,1000,トゥザワールド,1,0,1,血統,0.0,1.0,19,B
札幌,ダ,1000,リアルインパクト,1,0,1,血統,0.0,1.0,20,B
札幌,ダ,1000,American Pharoah,2,0,1,血統,0.0,0.5,21,B
札幌,ダ,1000,ルーラーシップ,2,0,1,血統,0.0,0.5,22,B
札幌,ダ,1000,レッドファルクス,2,0,1,血統,0.0,0.5,23,B
札幌,ダ,1000,ロージズインメイ,2,0,1,血統,0.0,0.5,24,B
札幌,ダ,1000,ファインニードル,3,0,1,血統,0.0,0.3333,25,B
札幌,ダ,1000,マクフィ,3,0,1,血統,0.0,0.3333,26,B
札幌,ダ,1000,モーリス,3,0,1,血統,0.0,0.3333,27,B
札幌,ダ,1000,ドレフォン,10,0,3,血統,0.0,0.3,28,B
札幌,ダ,1000,アドマイヤムーン,4,0,1,血統,0.0,0.25,29,B
札幌,ダ,1000,ディスクリートキャット,4,0,1,血統,0.0,0.25,30,B
札幌,ダ,1000,アメリカンペイトリオット,5,0,1,血統,0.0,0.2,31,B
札幌,ダ,1000,ドゥラメンテ,5,0,1,血統,0.0,0.2,32,B
札幌,ダ,1000,ビッグアーサー,5,0,1,血統,0.0,0.2,33,B
札幌,ダ,1000,コパノリッキー,6,0,1,血統,0.0,0.1667,34,B
札幌,ダ,1000,ダイワメジャー,6,0,1,血統,0.0,0.1667,35,B
札幌,ダ,1000,サウスヴィグラス,8,0,1,血統,0.0,0.125,36,B
札幌,ダ,1000,ミッキーアイル,8,0,1,血統,0.0,0.125,37,C
札幌,ダ,1000,ヘニーヒューズ,9,0,1,血統,0.0,0.1111,38,C
札幌,ダ,1000,ストロングリターン,5,0,0,血統,0.0,0.0,39,C
札幌,ダ,1000,エスポワールシチー,4,0,0,血統,0.0,0.0,40,C
札幌,ダ,1000,キズナ,4,0,0,血統,0.0,0.0,41,C
札幌,ダ,1000,Shackleford,3,0,0,血統,0.0,0.0,42,C
札幌,ダ,1000,リーチザクラウン,3,0,0,血統,0.0,0.0,43,C
札幌,ダ,1000,First Samurai,2,0,0,血統,0.0,0.0,44,C
札幌,ダ,1000,イスラボニータ,2,0,0,血統,0.0,0.0,45,C
札幌,ダ,1000,ガルボ,2,0,0,血統,0.0,0.0,46,C
札幌,ダ,1000,キングズベスト,2,0,0,血統,0.0,0.0,47,C
札幌,ダ,1000,ジョーカプチーノ,2,0,0,血統,0.0,0.0,48,C
札幌,ダ,1000,ハーツクライ,2,0,0,血統,0.0,0.0,49,C
札幌,ダ,1000,マインドユアビスケッツ,2,0,0,血統,0.0,0.0,50,C
札幌,ダ,1000,メイショウサムソン,2,0,0,血統,0.0,0.0,51,C
札幌,ダ,1000,ラブリーデイ,2,0,0,血統,0.0,0.0,52,C
札幌,ダ,1000,Maclean's Music,1,0,0,血統,0.0,0.0,53,C
札幌,ダ,1000,Midnight Lute,1,0,0,血統,0.0,0.0,54,C
札幌,ダ,1000,Mohaymen,1,0,0,血統,0.0,0.0,55,C
札幌,ダ,1000,アジアエクスプレス,1,0,0,血統,0.0,0.0,56,C
札幌,ダ,1000,アンライバルド,1,0,0,血統,0.0,0.0,57,C
札幌,ダ,1000,アーネストリー,1,0,0,血統,0.0,0.0,58,D
札幌,ダ,1000,エスケンデレヤ,1,0,0,血統,0.0,0.0,59,D
札幌,ダ,1000,キタサンブラック,1,0,0,血統,0.0,0.0,60,D
札幌,ダ,1000,サトノアラジン,1,0,0,血統,0.0,0.0,61,D
札幌,ダ,1000,スウェプトオーヴァーボード,1,0,0,血統,0.0,0.0,62,D
札幌,ダ,1000,スズカコーズウェイ,1,0,0,血統,0.0,0.0,63,D
札幌,ダ,1000,スマートファルコン,1,0,0,血統,0.0,0.0,64,D
札幌,ダ,1000,セレスハント,1,0,0,血統,0.0,0.0,65,D
札幌,ダ,1000,ディープスカイ,1,0,0,血統,0.0,0.0,66,D
札幌,ダ,1000,トーセンジョーダン,1,0,0,血統,0.0,0.0,67,D
札幌,ダ,1000,バゴ,1,0,0,血統,0.0,0.0,68,D
札幌,ダ,1000,パドトロワ,1,0,0,血統,0.0,0.0,69,D
札幌,ダ,1000,ベーカバド,1,0,0,血統,0.0,0.0,70,D
札幌,ダ,1000,ホッコータルマエ,1,0,0,血統,0.0,0.0,71,D
札幌,ダ,1000,メイショウボーラー,1,0,0,血統,0.0,0.0,72,D
札幌,ダ,1000,中竹和也,1,1,1,調教師,1.0,1.0,1,S
札幌,ダ,1000,松永昌博,1,1,1,調教師,1.0,1.0,2,A
札幌,ダ,1000,森一誠,1,1,1,調教師,1.0,1.0,3,A
札幌,ダ,1000,蛯名利弘,1,1,1,調教師,1.0,1.0,4,A
札幌,ダ,1000,鈴木伸尋,1,1,1,調教師,1.0,1.0,5,A
札幌,ダ,1000,村山明,3,2,2,調教師,0.6667,0.6667,6,A
札幌,ダ,1000,今野貞一,2,1,1,調教師,0.5,0.5,7,A
札幌,ダ,1000,吉村圭司,2,1,1,調教師,0.5,0.5,8,A
札幌,ダ,1000,西田雄一,2,1,1,調教師,0.5,0.5,9,A
札幌,ダ,1000,飯田祐史,3,1,2,調教師,0.3333,0.6667,10,A
札幌,ダ,1000,高橋亮,3,1,2,調教師,0.3333,0.6667,11,A
札幌,ダ,1000,杉浦宏昭,3,1,1,調教師,0.3333,0.3333,12,A
札幌,ダ,1000,石橋守,3,1,1,調教師,0.3333,0.3333,13,A
札幌,ダ,1000,伊藤圭三,4,1,2,調教師,0.25,0.5,14,A
札幌,ダ,1000,中村直也,4,1,1,調教師,0.25,0.25,15,A
札幌,ダ,1000,新谷功一,5,1,4,調教師,0.2,0.8,16,A
札幌,ダ,1000,清水英克,5,1,3,調教師,0.2,0.6,17,A
札幌,ダ,1000,竹内正洋,6,1,3,調教師,0.1667,0.5,18,A
札幌,ダ,1000,大江原哲,2,0,2,調教師,0.0,1.0,19,A
札幌,ダ,1000,蛯名正義,2,0,2,調教師,0.0,1.0,20,A
札幌,ダ,1000,堀内岳志,1,0,1,調教師,0.0,1.0,21,B
札幌,ダ,1000,小島茂之,1,0,1,調教師,0.0,1.0,22,B
札幌,ダ,1000,斎藤誠,1,0,1,調教師,0.0,1.0,23,B
札幌,ダ,1000,池添兼雄,1,0,1,調教師,0.0,1.0,24,B
札幌,ダ,1000,河内洋,1,0,1,調教師,0.0,1.0,25,B
札幌,ダ,1000,渡辺薫彦,1,0,1,調教師,0.0,1.0,26,B
札幌,ダ,1000,田中克典,1,0,1,調教師,0.0,1.0,27,B
札幌,ダ,1000,天間昭一,3,0,2,調教師,0.0,0.6667,28,B
札幌,ダ,1000,尾形和幸,2,0,1,調教師,0.0,0.5,29,B
札幌,ダ,1000,松下武士,2,0,1,調教師,0.0,0.5,30,B
札幌,ダ,1000,池添学,2,0,1,調教師,0.0,0.5,31,B
札幌,ダ,1000,菊川正達,2,0,1,調教師,0.0,0.5,32,B
札幌,ダ,1000,西園正都,2,0,1,調教師,0.0,0.5,33,B
札幌,ダ,1000,吉田直弘,3,0,1,調教師,0.0,0.3333,34,B
札幌,ダ,1000,奥平雅士,3,0,1,調教師,0.0,0.3333,35,B
札幌,ダ,1000,新開幸一,3,0,1,調教師,0.0,0.3333,36,B
札幌,ダ,1000,武藤善則,3,0,1,調教師,0.0,0.3333,37,B
札幌,ダ,1000,深山雅史,3,0,1,調教師,0.0,0.3333,38,B
札幌,ダ,1000,小手川準,7,0,2,調教師,0.0,0.2857,39,B
札幌,ダ,1000,杉山佳明,4,0,1,調教師,0.0,0.25,40,B
札幌,ダ,1000,茶木太樹,4,0,1,調教師,0.0,0.25,41,B
札幌,ダ,1000,武市康男,6,0,1,調教師,0.0,0.1667,42,B
札幌,ダ,1000,大橋勇樹,5,0,0,調教師,0.0,0.0,43,B
札幌,ダ,1000,根本康広,5,0,0,調教師,0.0,0.0,44,B
札幌,ダ,1000,土田稔,4,0,0,調教師,0.0,0.0,45,B
札幌,ダ,1000,浅野洋一,4,0,0,調教師,0.0,0.0,46,B
札幌,ダ,1000,角田晃一,4,0,0,調教師,0.0,0.0,47,B
札幌,ダ,1000,伊坂重信,3,0,0,調教師,0.0,0.0,48,B
札幌,ダ,1000,伊藤大士,3,0,0,調教師,0.0,0.0,49,B
札幌,ダ,1000,加藤征弘,3,0,0,調教師,0.0,0.0,50,B
札幌,ダ,1000,畑端省吾,3,0,0,調教師,0.0,0.0,51,B
札幌,ダ,1000,相沢郁,3,0,0,調教師,0.0,0.0,52,C
札幌,ダ,1000,矢野英一,3,0,0,調教師,0.0,0.0,53,C
札幌,ダ,1000,羽月友彦,3,0,0,調教師,0.0,0.0,54,C
札幌,ダ,1000,藤沢則雄,3,0,0,調教師,0.0,0.0,55,C
札幌,ダ,1000,中尾秀正,2,0,0,調教師,0.0,0.0,56,C
札幌,ダ,1000,中川公成,2,0,0,調教師,0.0,0.0,57,C
札幌,ダ,1000,宮徹,2,0,0,調教師,0.0,0.0,58,C
札幌,ダ,1000,小桧山悟,2,0,0,調教師,0.0,0.0,59,C
札幌,ダ,1000,岩戸孝樹,2,0,0,調教師,0.0,0.0,60,C
札幌,ダ,1000,松永康利,2,0,0,調教師,0.0,0.0,61,C
札幌,ダ,1000,林徹,2,0,0,調教師,0.0,0.0,62,C
札幌,ダ,1000,梅田智之,2,0,0,調教師,0.0,0.0,63,C
札幌,ダ,1000,牧浦充徳,2,0,0,調教師,0.0,0.0,64,C
札幌,ダ,1000,牧田和弥,2,0,0,調教師,0.0,0.0,65,C
札幌,ダ,1000,田村康仁,2,0,0,調教師,0.0,0.0,66,C
札幌,ダ,1000,石栗龍彦,2,0,0,調教師,0.0,0.0,67,C
札幌,ダ,1000,石毛善彦,2,0,0,調教師,0.0,0.0,68,C
札幌,ダ,1000,萱野浩二,2,0,0,調教師,0.0,0.0,69,C
札幌,ダ,1000,音無秀孝,2,0,0,調教師,0.0,0.0,70,C
札幌,ダ,1000,中舘英二,1,0,0,調教師,0.0,0.0,71,C
札幌,ダ,1000,中野栄治,1,0,0,調教師,0.0,0.0,72,C
札幌,ダ,1000,伊藤伸一,1,0,0,調教師,0.0,0.0,73,C
札幌,ダ,1000,佐藤吉勝,1,0,0,調教師,0.0,0.0,74,C
札幌,ダ,1000,加藤和宏,1,0,0,調教師,0.0,0.0,75,C
札幌,ダ,1000,加藤士津,1,0,0,調教師,0.0,0.0,76,C
札幌,ダ,1000,南井克巳,1,0,0,調教師,0.0,0.0,77,C
札幌,ダ,1000,嘉藤貴行,1,0,0,調教師,0.0,0.0,78,C
札幌,ダ,1000,大久保龍,1,0,0,調教師,0.0,0.0,79,C
札幌,ダ,1000,安田隆行,1,0,0,調教師,0.0,0.0,80,C
札幌,ダ,1000,寺島良,1,0,0,調教師,0.0,0.0,81,C
札幌,ダ,1000,小崎憲,1,0,0,調教師,0.0,0.0,82,D
札幌,ダ,1000,小林真也,1,0,0,調教師,0.0,0.0,83,D
札幌,ダ,1000,小笠倫弘,1,0,0,調教師,0.0,0.0,84,D
札幌,ダ,1000,小野次郎,1,0,0,調教師,0.0,0.0,85,D
札幌,ダ,1000,尾関知人,1,0,0,調教師,0.0,0.0,86,D
札幌,ダ,1000,岡田稲男,1,0,0,調教師,0.0,0.0,87,D
札幌,ダ,1000,木村哲也,1,0,0,調教師,0.0,0.0,88,D
札幌,ダ,1000,本間忍,1,0,0,調教師,0.0,0.0,89,D
札幌,ダ,1000,栗田徹,1,0,0,調教師,0.0,0.0,90,D
札幌,ダ,1000,橋田満,1,0,0,調教師,0.0,0.0,91,D
札幌,ダ,1000,田中剛,1,0,0,調教師,0.0,0.0,92,D
札幌,ダ,1000,田島俊明,1,0,0,調教師,0.0,0.0,93,D
札幌,ダ,1000,矢作芳人,1,0,0,調教師,0.0,0.0,94,D
札幌,ダ,1000,矢嶋大樹,1,0,0,調教師,0.0,0.0,95,D
札幌,ダ,1000,稲垣幸雄,1,0,0,調教師,0.0,0.0,96,D
札幌,ダ,1000,藤岡健一,1,0,0,調教師,0.0,0.0,97,D
札幌,ダ,1000,藤野健太,1,0,0,調教師,0.0,0.0,98,D
札幌,ダ,1000,須貝尚介,1,0,0,調教師,0.0,0.0,99,D
札幌,ダ,1000,高橋康之,1,0,0,調教師,0.0,0.0,100,D
札幌,ダ,1000,鮫島一歩,1,0,0,調教師,0.0,0.0,101,D
札幌,ダ,1000,黒岩陽一,1,0,0,調教師,0.0,0.0,102,D
札幌,ダ,1000,稍,45,4,12,馬場,0.0889,0.2667,1,S
札幌,ダ,1000,良,161,14,42,馬場,0.087,0.2609,2,C
札幌,ダ,1000,不,12,1,3,馬場,0.0833,0.25,3,D
札幌,ダ,1700,東京,78,9,18,前走場所,0.1154,0.2308,1,S
札幌,ダ,1700,京都,27,3,10,前走場所,0.1111,0.3704,2,A
札幌,ダ,1700,阪神,36,4,10,前走場所,0.1111,0.2778,3,A
札幌,ダ,1700,福島,41,4,9,前走場所,0.0976,0.2195,4,B
札幌,ダ,1700,小倉,13,1,5,前走場所,0.0769,0.3846,5,B
札幌,ダ,1700,函館,193,14,47,前走場所,0.0725,0.2435,6,B
札幌,ダ,1700,中山,14,1,3,前走場所,0.0714,0.2143,7,B
札幌,ダ,1700,札幌,265,18,58,前走場所,0.0679,0.2189,8,C
札幌,ダ,1700,新潟,19,0,2,前走場所,0.0,0.1053,9,C
札幌,ダ,1700,中京,10,0,0,前走場所,0.0,0.0,10,C
札幌,ダ,1700,川崎,3,0,0,前走場所,0.0,0.0,11,C
札幌,ダ,1700,大井,2,0,0,前走場所,0.0,0.0,12,C
札幌,ダ,1700,笠松,1,0,0,前走場所,0.0,0.0,13,D
札幌,ダ,1700,金沢,1,0,0,前走場所,0.0,0.0,14,D
札幌,ダ,1700,門別,1,0,0,前走場所,0.0,0.0,15,D
札幌,ダ,1700,まくり,15,3,9,勝ち方,0.2,0.6,1,S
札幌,ダ,1700,先行押し切り,188,31,89,勝ち方,0.1649,0.4734,2,B
札幌,ダ,1700,逃げ切り,63,8,16,勝ち方,0.127,0.254,3,C
札幌,ダ,1700,差し,256,11,42,勝ち方,0.043,0.1641,4,C
札幌,ダ,1700,追い込み,172,1,6,勝ち方,0.0058,0.0349,5,D
札幌,ダ,1700,まくり,15,3,9,脚質,0.2,0.6,1,S
札幌,ダ,1700,先行,188,31,89,脚質,0.1649,0.4734,2,B
札幌,ダ,1700,逃げ,63,8,16,脚質,0.127,0.254,3,C
札幌,ダ,1700,差し,428,12,48,脚質,0.028,0.1121,4,D
札幌,ダ,1700,Liam's Map,1,1,1,血統,1.0,1.0,1,S
札幌,ダ,1700,Mor Spirit,1,1,1,血統,1.0,1.0,2,A
札幌,ダ,1700,スクリーンヒーロー,4,2,2,血統,0.5,0.5,3,A
札幌,ダ,1700,Practical Joke,2,1,1,血統,0.5,0.5,4,A
札幌,ダ,1700,カジノドライヴ,2,1,1,血統,0.5,0.5,5,A
札幌,ダ,1700,リアルインパクト,3,1,2,血統,0.3333,0.6667,6,A
札幌,ダ,1700,メイショウボーラー,3,1,1,血統,0.3333,0.3333,7,A
札幌,ダ,1700,グランプリボス,8,2,4,血統,0.25,0.5,8,A
札幌,ダ,1700,キズナ,12,3,4,血統,0.25,0.3333,9,A
札幌,ダ,1700,サトノアラジン,5,1,2,血統,0.2,0.4,10,A
札幌,ダ,1700,サトノダイヤモンド,5,1,2,血統,0.2,0.4,11,A
札幌,ダ,1700,シルバーステート,5,1,1,血統,0.2,0.2,12,A
札幌,ダ,1700,キタサンブラック,11,2,4,血統,0.1818,0.3636,13,A
札幌,ダ,1700,エイシンフラッシュ,6,1,2,血統,0.1667,0.3333,14,A
札幌,ダ,1700,ラブリーデイ,6,1,2,血統,0.1667,0.3333,15,A
札幌,ダ,1700,ヘニーヒューズ,24,4,7,血統,0.1667,0.2917,16,A
札幌,ダ,1700,クリエイター2,6,1,1,血統,0.1667,0.1667,17,A
札幌,ダ,1700,トゥザグローリー,7,1,4,血統,0.1429,0.5714,18,A
札幌,ダ,1700,アメリカンペイトリオット,14,2,4,血統,0.1429,0.2857,19,A
札幌,ダ,1700,ダイワメジャー,7,1,2,血統,0.1429,0.2857,20,A
札幌,ダ,1700,カリフォルニアクローム,7,1,1,血統,0.1429,0.1429,21,A
札幌,ダ,1700,リオンディーズ,15,2,6,血統,0.1333,0.4,22,A
札幌,ダ,1700,エピファネイア,8,1,4,血統,0.125,0.5,23,A
札幌,ダ,1700,マインドユアビスケッツ,8,1,2,血統,0.125,0.25,24,A
札幌,ダ,1700,ドレフォン,26,3,7,血統,0.1154,0.2692,25,A
札幌,ダ,1700,シニスターミニスター,29,3,8,血統,0.1034,0.2759,26,A
札幌,ダ,1700,ルーラーシップ,20,2,5,血統,0.1,0.25,27,A
札幌,ダ,1700,フリオーソ,10,1,1,血統,0.1,0.1,28,B
札幌,ダ,1700,エスポワールシチー,11,1,4,血統,0.0909,0.3636,29,B
札幌,ダ,1700,カレンブラックヒル,11,1,3,血統,0.0909,0.2727,30,B
札幌,ダ,1700,ハーツクライ,12,1,6,血統,0.0833,0.5,31,B
札幌,ダ,1700,オルフェーヴル,12,1,3,血統,0.0833,0.25,32,B
札幌,ダ,1700,ブラックタイド,12,1,1,血統,0.0833,0.0833,33,B
札幌,ダ,1700,パイロ,13,1,3,血統,0.0769,0.2308,34,B
札幌,ダ,1700,マジェスティックウォリアー,27,2,8,血統,0.0741,0.2963,35,B
札幌,ダ,1700,ホッコータルマエ,14,1,4,血統,0.0714,0.2857,36,B
札幌,ダ,1700,ドゥラメンテ,16,1,4,血統,0.0625,0.25,37,B
札幌,ダ,1700,ロードカナロア,24,1,4,血統,0.0417,0.1667,38,B
札幌,ダ,1700,Street Boss,2,0,2,血統,0.0,1.0,39,B
札幌,ダ,1700,Temple City,2,0,2,血統,0.0,1.0,40,B
札幌,ダ,1700,プリサイスエンド,2,0,2,血統,0.0,1.0,41,B
札幌,ダ,1700,グレーターロンドン,1,0,1,血統,0.0,1.0,42,B
札幌,ダ,1700,スワーヴリチャード,1,0,1,血統,0.0,1.0,43,B
札幌,ダ,1700,ハービンジャー,7,0,4,血統,0.0,0.5714,44,B
札幌,ダ,1700,キングカメハメハ,16,0,8,血統,0.0,0.5,45,B
札幌,ダ,1700,Tapit,2,0,1,血統,0.0,0.5,46,B
札幌,ダ,1700,イスラボニータ,2,0,1,血統,0.0,0.5,47,B
札幌,ダ,1700,サウスヴィグラス,2,0,1,血統,0.0,0.5,48,B
札幌,ダ,1700,ダノンバラード,2,0,1,血統,0.0,0.5,49,B
札幌,ダ,1700,ネオユニヴァース,2,0,1,血統,0.0,0.5,50,B
札幌,ダ,1700,レイデオロ,2,0,1,血統,0.0,0.5,51,B
札幌,ダ,1700,ザファクター,3,0,1,血統,0.0,0.3333,52,B
札幌,ダ,1700,ヴィクトワールピサ,3,0,1,血統,0.0,0.3333,53,B
札幌,ダ,1700,ダノンレジェンド,10,0,3,血統,0.0,0.3,54,B
札幌,ダ,1700,ビーチパトロール,4,0,1,血統,0.0,0.25,55,B
札幌,ダ,1700,ラニ,6,0,1,血統,0.0,0.1667,56,B
札幌,ダ,1700,リアルスティール,6,0,1,血統,0.0,0.1667,57,B
札幌,ダ,1700,アジアエクスプレス,7,0,1,血統,0.0,0.1429,58,B
札幌,ダ,1700,ダンカーク,8,0,1,血統,0.0,0.125,59,B
札幌,ダ,1700,モーリス,8,0,1,血統,0.0,0.125,60,B
札幌,ダ,1700,ジャスタウェイ,19,0,2,血統,0.0,0.1053,61,B
札幌,ダ,1700,キンシャサノキセキ,16,0,1,血統,0.0,0.0625,62,B
札幌,ダ,1700,アイルハヴアナザー,8,0,0,血統,0.0,0.0,63,B
札幌,ダ,1700,ストロングリターン,8,0,0,血統,0.0,0.0,64,B
札幌,ダ,1700,ワールドエース,7,0,0,血統,0.0,0.0,65,B
札幌,ダ,1700,タートルボウル,6,0,0,血統,0.0,0.0,66,B
札幌,ダ,1700,ディスクリートキャット,6,0,0,血統,0.0,0.0,67,B
札幌,ダ,1700,ベルシャザール,6,0,0,血統,0.0,0.0,68,C
札幌,ダ,1700,マクフィ,6,0,0,血統,0.0,0.0,69,C
札幌,ダ,1700,オンファイア,5,0,0,血統,0.0,0.0,70,C
札幌,ダ,1700,コパノリッキー,5,0,0,血統,0.0,0.0,71,C
札幌,ダ,1700,メイショウサムソン,5,0,0,血統,0.0,0.0,72,C
札幌,ダ,1700,クロフネ,4,0,0,血統,0.0,0.0,73,C
札幌,ダ,1700,ゴールドアリュール,4,0,0,血統,0.0,0.0,74,C
札幌,ダ,1700,ディープスカイ,4,0,0,血統,0.0,0.0,75,C
札幌,ダ,1700,Uncle Mo,3,0,0,血統,0.0,0.0,76,C
札幌,ダ,1700,スマートファルコン,3,0,0,血統,0.0,0.0,77,C
札幌,ダ,1700,タリスマニック,3,0,0,血統,0.0,0.0,78,C
札幌,ダ,1700,ディープインパクト,3,0,0,血統,0.0,0.0,79,C
札幌,ダ,1700,トーセンジョーダン,3,0,0,血統,0.0,0.0,80,C
札幌,ダ,1700,マツリダゴッホ,3,0,0,血統,0.0,0.0,81,C
札幌,ダ,1700,ロージズインメイ,3,0,0,血統,0.0,0.0,82,C
札幌,ダ,1700,American Pharoah,2,0,0,血統,0.0,0.0,83,C
札幌,ダ,1700,Bernardini,2,0,0,血統,0.0,0.0,84,C
札幌,ダ,1700,Dark Angel,2,0,0,血統,0.0,0.0,85,C
札幌,ダ,1700,Golden Horn,2,0,0,血統,0.0,0.0,86,C
札幌,ダ,1700,アドマイヤムーン,2,0,0,血統,0.0,0.0,87,C
札幌,ダ,1700,アンライバルド,2,0,0,血統,0.0,0.0,88,C
札幌,ダ,1700,ガルボ,2,0,0,血統,0.0,0.0,89,C
札幌,ダ,1700,キングリオ,2,0,0,血統,0.0,0.0,90,C
札幌,ダ,1700,ケープブランコ,2,0,0,血統,0.0,0.0,91,C
札幌,ダ,1700,ゴールドシップ,2,0,0,血統,0.0,0.0,92,C
札幌,ダ,1700,ディープブリランテ,2,0,0,血統,0.0,0.0,93,C
