場所,芝・ダ,距離,内容,母数,勝利数,複勝数,条件,単勝率,複勝率,順位,ランク
中京,ダ,1200,京都,35,4,7,前走場所,0.1143,0.2,1,S
中京,ダ,1200,東京,29,3,6,前走場所,0.1034,0.2069,2,A
中京,ダ,1200,新潟,52,5,13,前走場所,0.0962,0.25,3,A
中京,ダ,1200,小倉,48,4,10,前走場所,0.0833,0.2083,4,A
中京,ダ,1200,中京,137,9,27,前走場所,0.0657,0.1971,5,B
中京,ダ,1200,阪神,138,9,29,前走場所,0.0652,0.2101,6,B
中京,ダ,1200,中山,50,2,10,前走場所,0.04,0.2,7,B
中京,ダ,1200,福島,41,1,5,前走場所,0.0244,0.122,8,B
中京,ダ,1200,浦和,1,0,1,前走場所,0.0,1.0,9,B
中京,ダ,1200,函館,2,0,1,前走場所,0.0,0.5,10,B
中京,ダ,1200,園田,11,0,2,前走場所,0.0,0.1818,11,C
中京,ダ,1200,札幌,14,0,1,前走場所,0.0,0.0714,12,C
中京,ダ,1200,川崎,3,0,0,前走場所,0.0,0.0,13,C
中京,ダ,1200,門別,2,0,0,前走場所,0.0,0.0,14,C
中京,ダ,1200,佐賀,1,0,0,前走場所,0.0,0.0,15,C
中京,ダ,1200,名古,1,0,0,前走場所,0.0,0.0,16,C
中京,ダ,1200,大井,1,0,0,前走場所,0.0,0.0,17,D
中京,ダ,1200,姫路,1,0,0,前走場所,0.0,0.0,18,D
中京,ダ,1200,盛岡,1,0,0,前走場所,0.0,0.0,19,D
中京,ダ,1200,笠松,1,0,0,前走場所,0.0,0.0,20,D
中京,ダ,1200,金沢,1,0,0,前走場所,0.0,0.0,21,D
中京,ダ,1200,逃げ切り,37,6,17,勝ち方,0.1622,0.4595,1,S
中京,ダ,1200,先行押し切り,135,16,45,勝ち方,0.1185,0.3333,2,B
中京,ダ,1200,差し,211,10,31,勝ち方,0.0474,0.1469,3,C
中京,ダ,1200,追い込み,185,5,19,勝ち方,0.027,0.1027,4,D
中京,ダ,1200,逃げ,37,6,17,脚質,0.1622,0.4595,1,S
中京,ダ,1200,先行,135,16,45,脚質,0.1185,0.3333,2,C
中京,ダ,1200,差し,396,15,50,脚質,0.0379,0.1263,3,D
中京,ダ,1200,リーチザクラウン,1,1,1,血統,1.0,1.0,1,S
中京,ダ,1200,トゥザグローリー,5,2,3,血統,0.4,0.6,2,A
中京,ダ,1200,アメリカンペイトリオット,3,1,2,血統,0.3333,0.6667,3,A
中京,ダ,1200,ビッグアーサー,6,2,2,血統,0.3333,0.3333,4,A
中京,ダ,1200,Maclean's Music,4,1,3,血統,0.25,0.75,5,A
中京,ダ,1200,Into Mischief,4,1,2,血統,0.25,0.5,6,A
中京,ダ,1200,エピファネイア,4,1,1,血統,0.25,0.25,7,A
中京,ダ,1200,ディープインパクト,4,1,1,血統,0.25,0.25,8,A
中京,ダ,1200,フリオーソ,4,1,1,血統,0.25,0.25,9,A
中京,ダ,1200,シニスターミニスター,13,3,5,血統,0.2308,0.3846,10,A
中京,ダ,1200,マジェスティックウォリアー,10,2,4,血統,0.2,0.4,11,A
中京,ダ,1200,ザファクター,5,1,2,血統,0.2,0.4,12,A
中京,ダ,1200,トーセンジョーダン,5,1,2,血統,0.2,0.4,13,A
中京,ダ,1200,ディーマジェスティ,5,1,1,血統,0.2,0.2,14,A
中京,ダ,1200,ドレフォン,17,3,5,血統,0.1765,0.2941,15,A
中京,ダ,1200,リオンディーズ,18,3,6,血統,0.1667,0.3333,16,A
中京,ダ,1200,ダンカーク,6,1,2,血統,0.1667,0.3333,17,A
中京,ダ,1200,コパノリッキー,18,3,3,血統,0.1667,0.1667,18,A
中京,ダ,1200,フェノーメノ,7,1,1,血統,0.1429,0.1429,19,A
中京,ダ,1200,ダイワメジャー,9,1,1,血統,0.1111,0.1111,20,A
中京,ダ,1200,モーリス,11,1,2,血統,0.0909,0.1818,21,A
中京,ダ,1200,ホッコータルマエ,11,1,1,血統,0.0909,0.0909,22,A
中京,ダ,1200,サウスヴィグラス,15,1,5,血統,0.0667,0.3333,23,A
中京,ダ,1200,キンシャサノキセキ,16,1,2,血統,0.0625,0.125,24,A
中京,ダ,1200,ロードカナロア,19,1,3,血統,0.0526,0.1579,25,A
中京,ダ,1200,ミッキーアイル,20,1,6,血統,0.05,0.3,26,A
中京,ダ,1200,Frosted,1,0,1,血統,0.0,1.0,27,B
中京,ダ,1200,Kantharos,1,0,1,血統,0.0,1.0,28,B
中京,ダ,1200,Quality Road,1,0,1,血統,0.0,1.0,29,B
中京,ダ,1200,バゴ,1,0,1,血統,0.0,1.0,30,B
中京,ダ,1200,ローエングリン,1,0,1,血統,0.0,1.0,31,B
中京,ダ,1200,ラニ,3,0,2,血統,0.0,0.6667,32,B
中京,ダ,1200,ワールドエース,3,0,2,血統,0.0,0.6667,33,B
中京,ダ,1200,Khozan,2,0,1,血統,0.0,0.5,34,B
中京,ダ,1200,Pioneerof the Nile,2,0,1,血統,0.0,0.5,35,B
中京,ダ,1200,エイシンヒカリ,2,0,1,血統,0.0,0.5,36,B
中京,ダ,1200,キングカメハメハ,2,0,1,血統,0.0,0.5,37,B
中京,ダ,1200,ノヴェリスト,2,0,1,血統,0.0,0.5,38,B
中京,ダ,1200,モンテロッソ,2,0,1,血統,0.0,0.5,39,B
中京,ダ,1200,ヨハネスブルグ,2,0,1,血統,0.0,0.5,40,B
中京,ダ,1200,カレンブラックヒル,9,0,3,血統,0.0,0.3333,41,B
中京,ダ,1200,シャンハイボビー,3,0,1,血統,0.0,0.3333,42,B
中京,ダ,1200,スズカコーズウェイ,3,0,1,血統,0.0,0.3333,43,B
中京,ダ,1200,ヘニーヒューズ,33,0,10,血統,0.0,0.303,44,B
中京,ダ,1200,ルーラーシップ,8,0,2,血統,0.0,0.25,45,B
中京,ダ,1200,Speightstown,4,0,1,血統,0.0,0.25,46,B
中京,ダ,1200,リアルインパクト,4,0,1,血統,0.0,0.25,47,B
中京,ダ,1200,ディスクリートキャット,10,0,2,血統,0.0,0.2,48,B
中京,ダ,1200,イスラボニータ,5,0,1,血統,0.0,0.2,49,B
中京,ダ,1200,アジアエクスプレス,12,0,2,血統,0.0,0.1667,50,B
中京,ダ,1200,ダノンレジェンド,7,0,1,血統,0.0,0.1429,51,B
中京,ダ,1200,ドゥラメンテ,7,0,1,血統,0.0,0.1429,52,B
中京,ダ,1200,キズナ,11,0,1,血統,0.0,0.0909,53,B
中京,ダ,1200,ストロングリターン,11,0,1,血統,0.0,0.0909,54,B
中京,ダ,1200,エスポワールシチー,18,0,1,血統,0.0,0.0556,55,B
中京,ダ,1200,ゴールドアリュール,11,0,0,血統,0.0,0.0,56,B
中京,ダ,1200,エイシンフラッシュ,6,0,0,血統,0.0,0.0,57,B
中京,ダ,1200,パイロ,6,0,0,血統,0.0,0.0,58,B
中京,ダ,1200,メイショウボーラー,6,0,0,血統,0.0,0.0,59,B
中京,ダ,1200,パドトロワ,5,0,0,血統,0.0,0.0,60,B
中京,ダ,1200,メイショウサムソン,5,0,0,血統,0.0,0.0,61,B
中京,ダ,1200,ヴァンセンヌ,5,0,0,血統,0.0,0.0,62,B
中京,ダ,1200,オルフェーヴル,4,0,0,血統,0.0,0.0,63,B
中京,ダ,1200,ジャスタウェイ,4,0,0,血統,0.0,0.0,64,B
中京,ダ,1200,ハーツクライ,4,0,0,血統,0.0,0.0,65,B
中京,ダ,1200,ブラックタイド,4,0,0,血統,0.0,0.0,66,B
中京,ダ,1200,ラブリーデイ,4,0,0,血統,0.0,0.0,67,C
中京,ダ,1200,カネヒキリ,3,0,0,血統,0.0,0.0,68,C
中京,ダ,1200,サトノアラジン,3,0,0,血統,0.0,0.0,69,C
中京,ダ,1200,ジョーカプチーノ,3,0,0,血統,0.0,0.0,70,C
中京,ダ,1200,ディープブリランテ,3,0,0,血統,0.0,0.0,71,C
中京,ダ,1200,トランセンド,3,0,0,血統,0.0,0.0,72,C
中京,ダ,1200,マクフィ,3,0,0,血統,0.0,0.0,73,C
中京,ダ,1200,Dawn Approach,2,0,0,血統,0.0,0.0,74,C
中京,ダ,1200,Distorted Humor,2,0,0,血統,0.0,0.0,75,C
中京,ダ,1200,Mohaymen,2,0,0,血統,0.0,0.0,76,C
中京,ダ,1200,アドマイヤムーン,2,0,0,血統,0.0,0.0,77,C
中京,ダ,1200,アポロキングダム,2,0,0,血統,0.0,0.0,78,C
中京,ダ,1200,アーネストリー,2,0,0,血統,0.0,0.0,79,C
中京,ダ,1200,キタサンブラック,2,0,0,血統,0.0,0.0,80,C
中京,ダ,1200,キングズベスト,2,0,0,血統,0.0,0.0,81,C
中京,ダ,1200,キングヘイロー,2,0,0,血統,0.0,0.0,82,C
中京,ダ,1200,グランプリボス,2,0,0,血統,0.0,0.0,83,C
中京,ダ,1200,シルポート,2,0,0,血統,0.0,0.0,84,C
中京,ダ,1200,スクリーンヒーロー,2,0,0,血統,0.0,0.0,85,C
中京,ダ,1200,スマートファルコン,2,0,0,血統,0.0,0.0,86,C
中京,ダ,1200,トゥザワールド,2,0,0,血統,0.0,0.0,87,C
中京,ダ,1200,ファインニードル,2,0,0,血統,0.0,0.0,88,C
中京,ダ,1200,プリサイスエンド,2,0,0,血統,0.0,0.0,89,C
中京,ダ,1200,マツリダゴッホ,2,0,0,血統,0.0,0.0,90,C
中京,ダ,1200,ロージズインメイ,2,0,0,血統,0.0,0.0,91,C
中京,ダ,1200,ローズキングダム,2,0,0,血統,0.0,0.0,92,C
中京,ダ,1200,American Pharoah,1,0,0,血統,0.0,0.0,93,C
中京,ダ,1200,Bated Breath,1,0,0,血統,0.0,0.0,94,C
中京,ダ,1200,Fed Biz,1,0,0,血統,0.0,0.0,95,C
中京,ダ,1200,Frankel,1,0,0,血統,0.0,0.0,96,C
中京,ダ,1200,Gleneagles,1,0,0,血統,0.0,0.0,97,C
中京,ダ,1200,Goldencents,1,0,0,血統,0.0,0.0,98,C
中京,ダ,1200,Honor Code,1,0,0,血統,0.0,0.0,99,C
中京,ダ,1200,Medaglia d'Oro,1,0,0,血統,0.0,0.0,100,C
中京,ダ,1200,Midnight Lute,1,0,0,血統,0.0,0.0,101,C
中京,ダ,1200,Mineshaft,1,0,0,血統,0.0,0.0,102,C
中京,ダ,1200,More Than Ready,1,0,0,血統,0.0,0.0,103,C
中京,ダ,1200,Shackleford,1,0,0,血統,0.0,0.0,104,C
中京,ダ,1200,Shalaa,1,0,0,血統,0.0,0.0,105,C
中京,ダ,1200,Street Sense,1,0,0,血統,0.0,0.0,106,D
中京,ダ,1200,アイファーソング,1,0,0,血統,0.0,0.0,107,D
中京,ダ,1200,アイルハヴアナザー,1,0,0,血統,0.0,0.0,108,D
中京,ダ,1200,アグネスデジタル,1,0,0,血統,0.0,0.0,109,D
中京,ダ,1200,アロマカフェ,1,0,0,血統,0.0,0.0,110,D
中京,ダ,1200,カジノドライヴ,1,0,0,血統,0.0,0.0,111,D
中京,ダ,1200,ケープブランコ,1,0,0,血統,0.0,0.0,112,D
中京,ダ,1200,サダムパテック,1,0,0,血統,0.0,0.0,113,D
中京,ダ,1200,シングンオペラ,1,0,0,血統,0.0,0.0,114,D
中京,ダ,1200,スウェプトオーヴァーボード,1,0,0,血統,0.0,0.0,115,D
中京,ダ,1200,スピルバーグ,1,0,0,血統,0.0,0.0,116,D
中京,ダ,1200,タイムパラドックス,1,0,0,血統,0.0,0.0,117,D
中京,ダ,1200,タートルボウル,1,0,0,血統,0.0,0.0,118,D
中京,ダ,1200,トーセンホマレボシ,1,0,0,血統,0.0,0.0,119,D
中京,ダ,1200,ナカヤマフェスタ,1,0,0,血統,0.0,0.0,120,D
中京,ダ,1200,ニシケンモノノフ,1,0,0,血統,0.0,0.0,121,D
中京,ダ,1200,ニホンピロアワーズ,1,0,0,血統,0.0,0.0,122,D
中京,ダ,1200,ネオユニヴァース,1,0,0,血統,0.0,0.0,123,D
中京,ダ,1200,ハクサンムーン,1,0,0,血統,0.0,0.0,124,D
中京,ダ,1200,ハービンジャー,1,0,0,血統,0.0,0.0,125,D
中京,ダ,1200,バトルプラン,1,0,0,血統,0.0,0.0,126,D
中京,ダ,1200,ヘニーハウンド,1,0,0,血統,0.0,0.0,127,D
中京,ダ,1200,マインドユアビスケッツ,1,0,0,血統,0.0,0.0,128,D
中京,ダ,1200,ヤマカツエース,1,0,0,血統,0.0,0.0,129,D
中京,ダ,1200,リアルスティール,1,0,0,血統,0.0,0.0,130,D
中京,ダ,1200,ワンダーアキュート,1,0,0,血統,0.0,0.0,131,D
中京,ダ,1200,ヴィクトワールピサ,1,0,0,血統,0.0,0.0,132,D
中京,ダ,1200,加藤和宏,1,1,1,調教師,1.0,1.0,1,S
中京,ダ,1200,高橋一哉,1,1,1,調教師,1.0,1.0,2,A
中京,ダ,1200,稲垣幸雄,2,1,1,調教師,0.5,0.5,3,A
中京,ダ,1200,上村洋行,5,2,2,調教師,0.4,0.4,4,A
中京,ダ,1200,牧浦充徳,12,3,7,調教師,0.25,0.5833,5,A
中京,ダ,1200,岡田稲男,4,1,1,調教師,0.25,0.25,6,A
中京,ダ,1200,松永昌博,4,1,1,調教師,0.25,0.25,7,A
中京,ダ,1200,羽月友彦,4,1,1,調教師,0.25,0.25,8,A
中京,ダ,1200,谷潔,4,1,1,調教師,0.25,0.25,9,A
中京,ダ,1200,音無秀孝,4,1,1,調教師,0.25,0.25,10,A
中京,ダ,1200,西園翔太,5,1,2,調教師,0.2,0.4,11,A
中京,ダ,1200,杉山佳明,10,2,3,調教師,0.2,0.3,12,A
中京,ダ,1200,森秀行,10,2,3,調教師,0.2,0.3,13,A
中京,ダ,1200,佐々木晶,5,1,1,調教師,0.2,0.2,14,A
中京,ダ,1200,根本康広,5,1,1,調教師,0.2,0.2,15,A
中京,ダ,1200,清水久詞,5,1,1,調教師,0.2,0.2,16,A
中京,ダ,1200,矢作芳人,5,1,1,調教師,0.2,0.2,17,A
中京,ダ,1200,荒川義之,5,1,1,調教師,0.2,0.2,18,A
中京,ダ,1200,杉山晴紀,12,2,4,調教師,0.1667,0.3333,19,A
中京,ダ,1200,高橋亮,6,1,2,調教師,0.1667,0.3333,20,A
中京,ダ,1200,小林真也,7,1,3,調教師,0.1429,0.4286,21,A
中京,ダ,1200,奥村豊,8,1,4,調教師,0.125,0.5,22,A
中京,ダ,1200,武英智,8,1,2,調教師,0.125,0.25,23,A
中京,ダ,1200,角田晃一,8,1,1,調教師,0.125,0.125,24,A
中京,ダ,1200,浜田多実,9,1,5,調教師,0.1111,0.5556,25,A
中京,ダ,1200,石橋守,9,1,1,調教師,0.1111,0.1111,26,A
中京,ダ,1200,飯田祐史,20,2,3,調教師,0.1,0.15,27,A
中京,ダ,1200,鈴木孝志,11,1,4,調教師,0.0909,0.3636,28,A
中京,ダ,1200,飯田雄三,14,1,3,調教師,0.0714,0.2143,29,A
中京,ダ,1200,中尾秀正,16,1,2,調教師,0.0625,0.125,30,B
中京,ダ,1200,上原佑紀,2,0,2,調教師,0.0,1.0,31,B
中京,ダ,1200,千田輝彦,5,0,3,調教師,0.0,0.6,32,B
中京,ダ,1200,南井克巳,2,0,1,調教師,0.0,0.5,33,B
中京,ダ,1200,堀宣行,2,0,1,調教師,0.0,0.5,34,B
中京,ダ,1200,大根田裕,2,0,1,調教師,0.0,0.5,35,B
中京,ダ,1200,大江原哲,2,0,1,調教師,0.0,0.5,36,B
中京,ダ,1200,小手川準,2,0,1,調教師,0.0,0.5,37,B
中京,ダ,1200,斎藤誠,2,0,1,調教師,0.0,0.5,38,B
中京,ダ,1200,杉浦宏昭,2,0,1,調教師,0.0,0.5,39,B
中京,ダ,1200,西村真幸,2,0,1,調教師,0.0,0.5,40,B
中京,ダ,1200,西園正都,12,0,5,調教師,0.0,0.4167,41,B
中京,ダ,1200,安達昭夫,10,0,4,調教師,0.0,0.4,42,B
中京,ダ,1200,伊藤圭三,8,0,3,調教師,0.0,0.375,43,B
中京,ダ,1200,大和田成,3,0,1,調教師,0.0,0.3333,44,B
中京,ダ,1200,池添学,3,0,1,調教師,0.0,0.3333,45,B
中京,ダ,1200,西田雄一,3,0,1,調教師,0.0,0.3333,46,B
中京,ダ,1200,今野貞一,7,0,2,調教師,0.0,0.2857,47,B
中京,ダ,1200,高柳大輔,7,0,2,調教師,0.0,0.2857,48,B
中京,ダ,1200,高橋康之,4,0,1,調教師,0.0,0.25,49,B
中京,ダ,1200,鮫島一歩,4,0,1,調教師,0.0,0.25,50,B
中京,ダ,1200,寺島良,5,0,1,調教師,0.0,0.2,51,B
中京,ダ,1200,小野次郎,5,0,1,調教師,0.0,0.2,52,B
中京,ダ,1200,本田優,5,0,1,調教師,0.0,0.2,53,B
中京,ダ,1200,辻野泰之,5,0,1,調教師,0.0,0.2,54,B
中京,ダ,1200,宮徹,11,0,2,調教師,0.0,0.1818,55,B
中京,ダ,1200,安田隆行,6,0,1,調教師,0.0,0.1667,56,B
中京,ダ,1200,木原一良,6,0,1,調教師,0.0,0.1667,57,B
中京,ダ,1200,吉田直弘,7,0,1,調教師,0.0,0.1429,58,B
中京,ダ,1200,坂口智康,7,0,1,調教師,0.0,0.1429,59,B
中京,ダ,1200,大橋勇樹,7,0,1,調教師,0.0,0.1429,60,B
中京,ダ,1200,庄野靖志,7,0,1,調教師,0.0,0.1429,61,B
中京,ダ,1200,畑端省吾,7,0,1,調教師,0.0,0.1429,62,B
中京,ダ,1200,中村直也,9,0,1,調教師,0.0,0.1111,63,B
中京,ダ,1200,藤沢則雄,12,0,0,調教師,0.0,0.0,64,B
中京,ダ,1200,北出成人,8,0,0,調教師,0.0,0.0,65,B
中京,ダ,1200,梅田智之,6,0,0,調教師,0.0,0.0,66,B
中京,ダ,1200,五十嵐忠,5,0,0,調教師,0.0,0.0,67,B
中京,ダ,1200,武幸四郎,5,0,0,調教師,0.0,0.0,68,B
中京,ダ,1200,石坂公一,5,0,0,調教師,0.0,0.0,69,B
中京,ダ,1200,吉村圭司,4,0,0,調教師,0.0,0.0,70,B
中京,ダ,1200,村山明,4,0,0,調教師,0.0,0.0,71,B
中京,ダ,1200,村田一誠,4,0,0,調教師,0.0,0.0,72,B
中京,ダ,1200,橋田満,4,0,0,調教師,0.0,0.0,73,B
中京,ダ,1200,河内洋,4,0,0,調教師,0.0,0.0,74,C
中京,ダ,1200,浅野洋一,4,0,0,調教師,0.0,0.0,75,C
中京,ダ,1200,牧田和弥,4,0,0,調教師,0.0,0.0,76,C
中京,ダ,1200,加用正,3,0,0,調教師,0.0,0.0,77,C
中京,ダ,1200,服部利之,3,0,0,調教師,0.0,0.0,78,C
中京,ダ,1200,本間忍,3,0,0,調教師,0.0,0.0,79,C
中京,ダ,1200,松永幹夫,3,0,0,調教師,0.0,0.0,80,C
中京,ダ,1200,武井亮,3,0,0,調教師,0.0,0.0,81,C
中京,ダ,1200,武藤善則,3,0,0,調教師,0.0,0.0,82,C
中京,ダ,1200,牧光二,3,0,0,調教師,0.0,0.0,83,C
中京,ダ,1200,相沢郁,3,0,0,調教師,0.0,0.0,84,C
中京,ダ,1200,藤岡健一,3,0,0,調教師,0.0,0.0,85,C
中京,ダ,1200,鈴木慎太,3,0,0,調教師,0.0,0.0,86,C
中京,ダ,1200,青木孝文,3,0,0,調教師,0.0,0.0,87,C
中京,ダ,1200,中竹和也,2,0,0,調教師,0.0,0.0,88,C
中京,ダ,1200,中野栄治,2,0,0,調教師,0.0,0.0,89,C
中京,ダ,1200,土田稔,2,0,0,調教師,0.0,0.0,90,C
中京,ダ,1200,堀内岳志,2,0,0,調教師,0.0,0.0,91,C
中京,ダ,1200,小崎憲,2,0,0,調教師,0.0,0.0,92,C
中京,ダ,1200,尾形和幸,2,0,0,調教師,0.0,0.0,93,C
中京,ダ,1200,川村禎彦,2,0,0,調教師,0.0,0.0,94,C
中京,ダ,1200,昆貢,2,0,0,調教師,0.0,0.0,95,C
中京,ダ,1200,橋口慎介,2,0,0,調教師,0.0,0.0,96,C
中京,ダ,1200,渡辺薫彦,2,0,0,調教師,0.0,0.0,97,C
中京,ダ,1200,矢野英一,2,0,0,調教師,0.0,0.0,98,C
中京,ダ,1200,竹内正洋,2,0,0,調教師,0.0,0.0,99,C
中京,ダ,1200,笹田和秀,2,0,0,調教師,0.0,0.0,100,C
中京,ダ,1200,茶木太樹,2,0,0,調教師,0.0,0.0,101,C
中京,ダ,1200,菊川正達,2,0,0,調教師,0.0,0.0,102,C
中京,ダ,1200,菊沢隆徳,2,0,0,調教師,0.0,0.0,103,C
中京,ダ,1200,藤原英昭,2,0,0,調教師,0.0,0.0,104,C
中京,ダ,1200,野中賢二,2,0,0,調教師,0.0,0.0,105,C
中京,ダ,1200,高野友和,2,0,0,調教師,0.0,0.0,106,C
中京,ダ,1200,中内田充,1,0,0,調教師,0.0,0.0,107,C
中京,ダ,1200,中舘英二,1,0,0,調教師,0.0,0.0,108,C
中京,ダ,1200,伊坂重信,1,0,0,調教師,0.0,0.0,109,C
中京,ダ,1200,加藤征弘,1,0,0,調教師,0.0,0.0,110,C
中京,ダ,1200,勢司和浩,1,0,0,調教師,0.0,0.0,111,C
中京,ダ,1200,吉岡辰弥,1,0,0,調教師,0.0,0.0,112,C
中京,ダ,1200,和田勇介,1,0,0,調教師,0.0,0.0,113,C
中京,ダ,1200,和田正一,1,0,0,調教師,0.0,0.0,114,C
中京,ダ,1200,嘉藤貴行,1,0,0,調教師,0.0,0.0,115,C
中京,ダ,1200,四位洋文,1,0,0,調教師,0.0,0.0,116,C
中京,ダ,1200,大久保龍,1,0,0,調教師,0.0,0.0,117,D
中京,ダ,1200,大竹正博,1,0,0,調教師,0.0,0.0,118,D
中京,ダ,1200,天間昭一,1,0,0,調教師,0.0,0.0,119,D
中京,ダ,1200,宮田敬介,1,0,0,調教師,0.0,0.0,120,D
中京,ダ,1200,小島茂之,1,0,0,調教師,0.0,0.0,121,D
中京,ダ,1200,小西一男,1,0,0,調教師,0.0,0.0,122,D
中京,ダ,1200,尾関知人,1,0,0,調教師,0.0,0.0,123,D
中京,ダ,1200,岩戸孝樹,1,0,0,調教師,0.0,0.0,124,D
中京,ダ,1200,戸田博文,1,0,0,調教師,0.0,0.0,125,D
中京,ダ,1200,手塚貴久,1,0,0,調教師,0.0,0.0,126,D
中京,ダ,1200,斉藤崇史,1,0,0,調教師,0.0,0.0,127,D
中京,ダ,1200,松下武士,1,0,0,調教師,0.0,0.0,128,D
中京,ダ,1200,松山将樹,1,0,0,調教師,0.0,0.0,129,D
中京,ダ,1200,栗田徹,1,0,0,調教師,0.0,0.0,130,D
中京,ダ,1200,森田直行,1,0,0,調教師,0.0,0.0,131,D
中京,ダ,1200,水野貴広,1,0,0,調教師,0.0,0.0,132,D
中京,ダ,1200,池江泰寿,1,0,0,調教師,0.0,0.0,133,D
中京,ダ,1200,池添兼雄,1,0,0,調教師,0.0,0.0,134,D
中京,ダ,1200,田中克典,1,0,0,調教師,0.0,0.0,135,D
中京,ダ,1200,田中剛,1,0,0,調教師,0.0,0.0,136,D
中京,ダ,1200,田中博康,1,0,0,調教師,0.0,0.0,137,D
中京,ダ,1200,田島俊明,1,0,0,調教師,0.0,0.0,138,D
中京,ダ,1200,的場均,1,0,0,調教師,0.0,0.0,139,D
中京,ダ,1200,粕谷昌央,1,0,0,調教師,0.0,0.0,140,D
中京,ダ,1200,緒方努,1,0,0,調教師,0.0,0.0,141,D
中京,ダ,1200,蛯名利弘,1,0,0,調教師,0.0,0.0,142,D
中京,ダ,1200,辻哲英,1,0,0,調教師,0.0,0.0,143,D
中京,ダ,1200,高橋文雅,1,0,0,調教師,0.0,0.0,144,D
中京,ダ,1200,高橋義忠,1,0,0,調教師,0.0,0.0,145,D
中京,ダ,1200,黒岩陽一,1,0,0,調教師,0.0,0.0,146,D
中京,ダ,1200,不,42,3,10,馬場,0.0714,0.2381,1,S
中京,ダ,1200,稍,89,6,18,馬場,0.0674,0.2022,2,B
中京,ダ,1200,重,94,6,18,馬場,0.0638,0.1915,3,C
中京,ダ,1200,良,345,22,66,馬場,0.0638,0.1913,4,D
中京,ダ,1400,函館,2,1,1,前走場所,0.5,0.5,1,S
中京,ダ,1400,船橋,3,1,1,前走場所,0.3333,0.3333,2,A
中京,ダ,1400,園田,7,1,1,前走場所,0.1429,0.1429,3,A
中京,ダ,1400,東京,121,11,30,前走場所,0.0909,0.2479,4,A
中京,ダ,1400,小倉,46,4,7,前走場所,0.087,0.1522,5,B
中京,ダ,1400,阪神,169,13,41,前走場所,0.0769,0.2426,6,B
中京,ダ,1400,京都,40,3,7,前走場所,0.075,0.175,7,B
中京,ダ,1400,中京,150,8,30,前走場所,0.0533,0.2,8,B
中京,ダ,1400,福島,23,1,3,前走場所,0.0435,0.1304,9,B
中京,ダ,1400,中山,36,1,4,前走場所,0.0278,0.1111,10,B
中京,ダ,1400,姫路,1,0,1,前走場所,0.0,1.0,11,B
中京,ダ,1400,新潟,26,0,5,前走場所,0.0,0.1923,12,C
中京,ダ,1400,川崎,7,0,1,前走場所,0.0,0.1429,13,C
中京,ダ,1400,札幌,9,0,1,前走場所,0.0,0.1111,14,C
中京,ダ,1400,名古,11,0,0,前走場所,0.0,0.0,15,C
中京,ダ,1400,笠松,4,0,0,前走場所,0.0,0.0,16,C
中京,ダ,1400,水沢,3,0,0,前走場所,0.0,0.0,17,C
中京,ダ,1400,高知,3,0,0,前走場所,0.0,0.0,18,D
中京,ダ,1400,浦和,2,0,0,前走場所,0.0,0.0,19,D
中京,ダ,1400,盛岡,2,0,0,前走場所,0.0,0.0,20,D
中京,ダ,1400,門別,2,0,0,前走場所,0.0,0.0,21,D
中京,ダ,1400,大井,1,0,0,前走場所,0.0,0.0,22,D
中京,ダ,1400,先行押し切り,163,20,52,勝ち方,0.1227,0.319,1,S
中京,ダ,1400,差し,254,17,45,勝ち方,0.0669,0.1772,2,B
中京,ダ,1400,追い込み,204,6,25,勝ち方,0.0294,0.1225,3,C
中京,ダ,1400,逃げ切り,44,1,11,勝ち方,0.0227,0.25,4,D
中京,ダ,1400,先行,163,20,52,脚質,0.1227,0.319,1,S
中京,ダ,1400,差し,458,23,70,脚質,0.0502,0.1528,2,C
中京,ダ,1400,逃げ,44,1,11,脚質,0.0227,0.25,3,D
中京,ダ,1400,ヴィットリオドーロ,1,1,1,血統,1.0,1.0,1,S
中京,ダ,1400,Arrogate,2,1,1,血統,0.5,0.5,2,A
中京,ダ,1400,ゼンノロブロイ,2,1,1,血統,0.5,0.5,3,A
中京,ダ,1400,ディーマジェスティ,2,1,1,血統,0.5,0.5,4,A
中京,ダ,1400,ブラックタイド,2,1,1,血統,0.5,0.5,5,A
中京,ダ,1400,Tapit,5,2,4,血統,0.4,0.8,6,A
中京,ダ,1400,アイルハヴアナザー,3,1,2,血統,0.3333,0.6667,7,A
中京,ダ,1400,イスラボニータ,3,1,2,血統,0.3333,0.6667,8,A
中京,ダ,1400,サトノクラウン,3,1,2,血統,0.3333,0.6667,9,A
中京,ダ,1400,トーホウジャッカル,3,1,2,血統,0.3333,0.6667,10,A
中京,ダ,1400,スピルバーグ,3,1,1,血統,0.3333,0.3333,11,A
中京,ダ,1400,トランセンド,3,1,1,血統,0.3333,0.3333,12,A
中京,ダ,1400,ディスクリートキャット,4,1,2,血統,0.25,0.5,13,A
中京,ダ,1400,ホッコータルマエ,12,3,3,血統,0.25,0.25,14,A
中京,ダ,1400,ダイワメジャー,13,3,4,血統,0.2308,0.3077,15,A
中京,ダ,1400,ダンカーク,5,1,2,血統,0.2,0.4,16,A
中京,ダ,1400,ハーツクライ,11,2,5,血統,0.1818,0.4545,17,A
中京,ダ,1400,カレンブラックヒル,12,2,6,血統,0.1667,0.5,18,A
中京,ダ,1400,ドゥラメンテ,15,2,3,血統,0.1333,0.2,19,A
