前走競馬場,前走芝ダ,前走距離数値,前4角位置カテゴリ,件数,勝利数,複勝数,単勝払戻合計,複勝払戻合計,勝率,複勝率,単回収率,複回収率
中京,芝,3900,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,1200,1番手,137,10,28,5710.0,6770.0,7.3,20.44,41.68,49.42
中山,ダ,1200,2-3番手,389,34,88,25380.0,25320.0,8.74,22.62,65.24,65.09
中山,ダ,1200,4-6番手,347,23,73,22560.0,23040.0,6.63,21.04,65.01,66.4
中山,ダ,1200,7-10番手,623,21,88,31450.0,42160.0,3.37,14.13,50.48,67.67
中山,ダ,1200,11番手以下,227,7,23,14270.0,18830.0,3.08,10.13,62.86,82.95
中山,ダ,1800,1番手,159,24,54,24580.0,15220.0,15.09,33.96,154.59,95.72
中山,ダ,1800,2-3番手,403,38,105,38780.0,27430.0,9.43,26.05,96.23,68.06
中山,ダ,1800,4-6番手,311,16,70,8290.0,19990.0,5.14,22.51,26.66,64.28
中山,ダ,1800,7-10番手,587,26,99,60570.0,41970.0,4.43,16.87,103.19,71.5
中山,ダ,1800,11番手以下,227,7,21,14360.0,10990.0,3.08,9.25,63.26,48.41
中山,ダ,2400,1番手,20,1,7,870.0,1800.0,5.0,35.0,43.5,90.0
中山,ダ,2400,2-3番手,59,4,18,9400.0,6280.0,6.78,30.51,159.32,106.44
中山,ダ,2400,4-6番手,36,5,9,4200.0,2260.0,13.89,25.0,116.67,62.78
中山,ダ,2400,7-10番手,95,2,9,1280.0,3520.0,2.11,9.47,13.47,37.05
中山,ダ,2400,11番手以下,26,0,1,0.0,290.0,0.0,3.85,0.0,11.15
中山,ダ,2500,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,2500,2-3番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,2500,4-6番手,3,0,1,0.0,130.0,0.0,33.33,0.0,43.33
中山,ダ,2500,7-10番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,2880,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,2880,2-3番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,2880,4-6番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,2880,7-10番手,4,0,1,0.0,1530.0,0.0,25.0,0.0,382.5
中山,ダ,2880,11番手以下,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,3200,1番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,ダ,3200,2-3番手,3,0,1,0.0,260.0,0.0,33.33,0.0,86.67
中山,ダ,3200,4-6番手,1,1,1,260.0,150.0,100.0,100.0,260.0,150.0
中山,ダ,3200,7-10番手,5,1,1,9250.0,850.0,20.0,20.0,1850.0,170.0
中山,ダ,3200,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,1200,1番手,58,5,15,1580.0,3190.0,8.62,25.86,27.24,55.0
中山,芝,1200,2-3番手,157,11,45,9350.0,16960.0,7.01,28.66,59.55,108.03
中山,芝,1200,4-6番手,160,5,36,2220.0,11440.0,3.12,22.5,13.88,71.5
中山,芝,1200,7-10番手,296,14,46,10710.0,20430.0,4.73,15.54,36.18,69.02
中山,芝,1200,11番手以下,104,3,15,12420.0,8970.0,2.88,14.42,119.42,86.25
中山,芝,1600,1番手,87,11,17,7320.0,3440.0,12.64,19.54,84.14,39.54
中山,芝,1600,2-3番手,233,21,67,12750.0,18110.0,9.01,28.76,54.72,77.73
中山,芝,1600,4-6番手,203,13,54,19590.0,15060.0,6.4,26.6,96.5,74.19
中山,芝,1600,7-10番手,356,19,68,22160.0,23860.0,5.34,19.1,62.25,67.02
中山,芝,1600,11番手以下,115,4,15,5660.0,9180.0,3.48,13.04,49.22,79.83
中山,芝,1800,1番手,54,8,13,14410.0,5100.0,14.81,24.07,266.85,94.44
中山,芝,1800,2-3番手,126,11,36,10320.0,10000.0,8.73,28.57,81.9,79.37
中山,芝,1800,4-6番手,139,16,40,8130.0,11660.0,11.51,28.78,58.49,83.88
中山,芝,1800,7-10番手,227,17,48,27230.0,20950.0,7.49,21.15,119.96,92.29
中山,芝,1800,11番手以下,68,1,11,1220.0,3320.0,1.47,16.18,17.94,48.82
中山,芝,2000,1番手,57,4,13,1190.0,3250.0,7.02,22.81,20.88,57.02
中山,芝,2000,2-3番手,150,15,42,7400.0,10250.0,10.0,28.0,49.33,68.33
中山,芝,2000,4-6番手,158,16,42,10800.0,10440.0,10.13,26.58,68.35,66.08
中山,芝,2000,7-10番手,274,20,71,15540.0,23130.0,7.3,25.91,56.72,84.42
中山,芝,2000,11番手以下,80,3,16,1590.0,7370.0,3.75,20.0,19.88,92.12
中山,芝,2200,1番手,27,2,9,310.0,2330.0,7.41,33.33,11.48,86.3
中山,芝,2200,2-3番手,48,8,16,4250.0,3920.0,16.67,33.33,88.54,81.67
中山,芝,2200,4-6番手,69,9,27,4190.0,6030.0,13.04,39.13,60.72,87.39
中山,芝,2200,7-10番手,91,7,23,2280.0,3910.0,7.69,25.27,25.05,42.97
中山,芝,2200,11番手以下,35,0,3,0.0,890.0,0.0,8.57,0.0,25.43
中山,芝,2500,1番手,24,3,4,1080.0,750.0,12.5,16.67,45.0,31.25
中山,芝,2500,2-3番手,52,3,11,1530.0,2080.0,5.77,21.15,29.42,40.0
中山,芝,2500,4-6番手,51,4,19,2500.0,5820.0,7.84,37.25,49.02,114.12
中山,芝,2500,7-10番手,105,6,15,5880.0,3850.0,5.71,14.29,56.0,36.67
中山,芝,2500,11番手以下,39,1,8,1250.0,6570.0,2.56,20.51,32.05,168.46
中山,芝,3210,2-3番手,2,1,1,890.0,250.0,50.0,50.0,445.0,125.0
中山,芝,3210,4-6番手,2,0,1,0.0,190.0,0.0,50.0,0.0,95.0
中山,芝,3210,7-10番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3210,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3350,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3350,2-3番手,3,0,1,0.0,170.0,0.0,33.33,0.0,56.67
中山,芝,3350,4-6番手,5,1,3,1710.0,1020.0,20.0,60.0,342.0,204.0
中山,芝,3350,7-10番手,5,1,1,1080.0,240.0,20.0,20.0,216.0,48.0
中山,芝,3350,11番手以下,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3570,1番手,2,0,1,0.0,140.0,0.0,50.0,0.0,70.0
中山,芝,3570,2-3番手,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3570,4-6番手,4,0,1,0.0,290.0,0.0,25.0,0.0,72.5
中山,芝,3570,7-10番手,4,0,1,0.0,220.0,0.0,25.0,0.0,55.0
中山,芝,3570,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3600,1番手,2,0,1,0.0,530.0,0.0,50.0,0.0,265.0
中山,芝,3600,2-3番手,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,3600,4-6番手,7,1,3,310.0,730.0,14.29,42.86,44.29,104.29
中山,芝,3600,7-10番手,6,1,3,240.0,940.0,16.67,50.0,40.0,156.67
中山,芝,3600,11番手以下,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,4100,1番手,2,1,2,120.0,230.0,50.0,100.0,60.0,115.0
中山,芝,4100,2-3番手,4,2,2,950.0,340.0,50.0,50.0,237.5,85.0
中山,芝,4100,4-6番手,4,0,2,0.0,290.0,0.0,50.0,0.0,72.5
中山,芝,4100,7-10番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,4100,11番手以下,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,4250,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,4250,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
中山,芝,4250,4-6番手,4,2,2,3180.0,680.0,50.0,50.0,795.0,170.0
中山,芝,4250,7-10番手,6,1,1,200.0,120.0,16.67,16.67,33.33,20.0
中山,芝,4250,11番手以下,2,1,1,1760.0,390.0,50.0,50.0,880.0,195.0
京都,ダ,1200,1番手,49,10,21,3650.0,4400.0,20.41,42.86,74.49,89.8
京都,ダ,1200,2-3番手,121,15,42,12170.0,12450.0,12.4,34.71,100.58,102.89
京都,ダ,1200,4-6番手,101,7,27,6810.0,8750.0,6.93,26.73,67.43,86.63
京都,ダ,1200,7-10番手,201,11,37,16380.0,17260.0,5.47,18.41,81.49,85.87
京都,ダ,1200,11番手以下,70,0,4,0.0,850.0,0.0,5.71,0.0,12.14
京都,ダ,1400,1番手,52,6,13,6750.0,4070.0,11.54,25.0,129.81,78.27
京都,ダ,1400,2-3番手,117,14,32,29410.0,16620.0,11.97,27.35,251.37,142.05
京都,ダ,1400,4-6番手,117,8,32,4340.0,7810.0,6.84,27.35,37.09,66.75
京都,ダ,1400,7-10番手,200,11,35,6260.0,13230.0,5.5,17.5,31.3,66.15
京都,ダ,1400,11番手以下,82,3,8,3860.0,2570.0,3.66,9.76,47.07,31.34
京都,ダ,1800,1番手,68,9,24,3670.0,4250.0,13.24,35.29,53.97,62.5
京都,ダ,1800,2-3番手,178,23,53,24720.0,16310.0,12.92,29.78,138.88,91.63
京都,ダ,1800,4-6番手,164,13,43,7790.0,13750.0,7.93,26.22,47.5,83.84
京都,ダ,1800,7-10番手,300,17,76,17100.0,29050.0,5.67,25.33,57.0,96.83
京都,ダ,1800,11番手以下,112,2,15,3550.0,4280.0,1.79,13.39,31.7,38.21
京都,ダ,1900,1番手,33,3,11,1710.0,3000.0,9.09,33.33,51.82,90.91
京都,ダ,1900,2-3番手,64,10,22,4820.0,8110.0,15.62,34.38,75.31,126.72
京都,ダ,1900,4-6番手,65,8,15,4200.0,3140.0,12.31,23.08,64.62,48.31
京都,ダ,1900,7-10番手,109,8,25,14650.0,8300.0,7.34,22.94,134.4,76.15
京都,ダ,1900,11番手以下,37,1,5,610.0,2890.0,2.7,13.51,16.49,78.11
京都,ダ,2910,7-10番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,ダ,3170,1番手,1,1,1,290.0,160.0,100.0,100.0,290.0,160.0
京都,ダ,3170,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,ダ,3170,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,ダ,3170,7-10番手,1,0,1,0.0,990.0,0.0,100.0,0.0,990.0
京都,芝,1200,1番手,26,5,9,3730.0,2870.0,19.23,34.62,143.46,110.38
京都,芝,1200,2-3番手,60,3,13,2910.0,3130.0,5.0,21.67,48.5,52.17
京都,芝,1200,4-6番手,67,9,21,3610.0,3590.0,13.43,31.34,53.88,53.58
京都,芝,1200,7-10番手,120,8,26,13140.0,9550.0,6.67,21.67,109.5,79.58
京都,芝,1200,11番手以下,47,1,6,1540.0,2940.0,2.13,12.77,32.77,62.55
京都,芝,1400,1番手,34,4,11,2250.0,3350.0,11.76,32.35,66.18,98.53
京都,芝,1400,2-3番手,86,8,27,6250.0,6200.0,9.3,31.4,72.67,72.09
京都,芝,1400,4-6番手,96,15,31,8780.0,8310.0,15.62,32.29,91.46,86.56
京都,芝,1400,7-10番手,159,3,25,740.0,8150.0,1.89,15.72,4.65,51.26
京都,芝,1400,11番手以下,61,1,9,390.0,7210.0,1.64,14.75,6.39,118.2
京都,芝,1600,1番手,41,6,14,7080.0,5000.0,14.63,34.15,172.68,121.95
京都,芝,1600,2-3番手,95,8,31,4030.0,9510.0,8.42,32.63,42.42,100.11
京都,芝,1600,4-6番手,88,12,25,9580.0,7560.0,13.64,28.41,108.86,85.91
京都,芝,1600,7-10番手,173,8,40,3430.0,12880.0,4.62,23.12,19.83,74.45
京都,芝,1600,11番手以下,61,2,10,850.0,3940.0,3.28,16.39,13.93,64.59
京都,芝,1800,1番手,32,1,4,940.0,750.0,3.12,12.5,29.38,23.44
京都,芝,1800,2-3番手,48,5,14,4220.0,3410.0,10.42,29.17,87.92,71.04
京都,芝,1800,4-6番手,57,6,19,2950.0,3790.0,10.53,33.33,51.75,66.49
京都,芝,1800,7-10番手,107,8,25,11890.0,7580.0,7.48,23.36,111.12,70.84
京都,芝,1800,11番手以下,41,3,7,2450.0,2270.0,7.32,17.07,59.76,55.37
京都,芝,2000,1番手,36,4,8,2420.0,2480.0,11.11,22.22,67.22,68.89
京都,芝,2000,2-3番手,54,5,14,2090.0,4280.0,9.26,25.93,38.7,79.26
京都,芝,2000,4-6番手,71,11,26,8430.0,5750.0,15.49,36.62,118.73,80.99
京都,芝,2000,7-10番手,118,7,27,4070.0,7360.0,5.93,22.88,34.49,62.37
京都,芝,2000,11番手以下,41,2,7,1990.0,2060.0,4.88,17.07,48.54,50.24
京都,芝,2200,1番手,14,2,7,560.0,1290.0,14.29,50.0,40.0,92.14
京都,芝,2200,2-3番手,29,3,7,870.0,1070.0,10.34,24.14,30.0,36.9
京都,芝,2200,4-6番手,38,6,14,2120.0,3650.0,15.79,36.84,55.79,96.05
京都,芝,2200,7-10番手,74,12,27,6020.0,6350.0,16.22,36.49,81.35,85.81
京都,芝,2200,11番手以下,22,2,4,1060.0,1100.0,9.09,18.18,48.18,50.0
京都,芝,2400,1番手,14,1,2,200.0,330.0,7.14,14.29,14.29,23.57
京都,芝,2400,2-3番手,23,5,11,4040.0,2530.0,21.74,47.83,175.65,110.0
京都,芝,2400,4-6番手,30,1,8,320.0,1810.0,3.33,26.67,10.67,60.33
京都,芝,2400,7-10番手,54,6,14,3150.0,3310.0,11.11,25.93,58.33,61.3
京都,芝,2400,11番手以下,21,2,4,5120.0,1220.0,9.52,19.05,243.81,58.1
京都,芝,3000,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3000,2-3番手,8,0,2,0.0,290.0,0.0,25.0,0.0,36.25
京都,芝,3000,4-6番手,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3000,7-10番手,19,0,2,0.0,520.0,0.0,10.53,0.0,27.37
京都,芝,3000,11番手以下,6,0,1,0.0,150.0,0.0,16.67,0.0,25.0
京都,芝,3170,1番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3170,2-3番手,3,0,1,0.0,180.0,0.0,33.33,0.0,60.0
京都,芝,3170,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3170,7-10番手,3,0,1,0.0,230.0,0.0,33.33,0.0,76.67
京都,芝,3200,1番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3200,2-3番手,5,0,2,0.0,350.0,0.0,40.0,0.0,70.0
京都,芝,3200,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3200,7-10番手,7,1,2,750.0,560.0,14.29,28.57,107.14,80.0
京都,芝,3200,11番手以下,3,0,1,0.0,170.0,0.0,33.33,0.0,56.67
京都,芝,3930,1番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
京都,芝,3930,2-3番手,2,0,1,0.0,180.0,0.0,50.0,0.0,90.0
京都,芝,3930,7-10番手,3,0,1,0.0,140.0,0.0,33.33,0.0,46.67
佐賀,ダ,900,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,900,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,900,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1300,1番手,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1300,2-3番手,4,0,1,0.0,1000.0,0.0,25.0,0.0,250.0
佐賀,ダ,1300,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1300,7-10番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1400,1番手,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1400,2-3番手,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1400,4-6番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1400,7-10番手,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1400,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1750,1番手,1,0,1,0.0,650.0,0.0,100.0,0.0,650.0
佐賀,ダ,1750,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1750,7-10番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1800,4-6番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,1800,7-10番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,2000,2-3番手,3,1,1,1350.0,370.0,33.33,33.33,450.0,123.33
佐賀,ダ,2000,4-6番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
佐賀,ダ,2000,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
函館,ダ,1000,1番手,31,6,10,2610.0,1860.0,19.35,32.26,84.19,60.0
函館,ダ,1000,2-3番手,47,11,19,5290.0,3330.0,23.4,40.43,112.55,70.85
函館,ダ,1000,4-6番手,45,2,13,3370.0,3910.0,4.44,28.89,74.89,86.89
函館,ダ,1000,7-10番手,98,4,17,5520.0,7570.0,4.08,17.35,56.33,77.24
函館,ダ,1000,11番手以下,22,0,3,0.0,520.0,0.0,13.64,0.0,23.64
函館,ダ,1700,1番手,56,5,19,2500.0,3520.0,8.93,33.93,44.64,62.86
函館,ダ,1700,2-3番手,130,14,37,8170.0,7870.0,10.77,28.46,62.85,60.54
函館,ダ,1700,4-6番手,121,11,37,12700.0,11000.0,9.09,30.58,104.96,90.91
函館,ダ,1700,7-10番手,205,14,41,18480.0,14540.0,6.83,20.0,90.15,70.93
函館,ダ,1700,11番手以下,81,2,8,3300.0,5540.0,2.47,9.88,40.74,68.4
函館,ダ,2400,1番手,2,0,1,0.0,270.0,0.0,50.0,0.0,135.0
函館,ダ,2400,2-3番手,5,0,1,0.0,400.0,0.0,20.0,0.0,80.0
函館,ダ,2400,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
函館,ダ,2400,7-10番手,6,0,1,0.0,260.0,0.0,16.67,0.0,43.33
函館,ダ,2400,11番手以下,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
函館,芝,1000,1番手,3,0,1,0.0,250.0,0.0,33.33,0.0,83.33
函館,芝,1200,1番手,73,7,17,3490.0,3660.0,9.59,23.29,47.81,50.14
函館,芝,1200,2-3番手,168,14,52,10880.0,15420.0,8.33,30.95,64.76,91.79
函館,芝,1200,4-6番手,157,13,32,7300.0,8390.0,8.28,20.38,46.5,53.44
函館,芝,1200,7-10番手,290,18,58,13940.0,19060.0,6.21,20.0,48.07,65.72
函館,芝,1200,11番手以下,102,3,12,8060.0,3650.0,2.94,11.76,79.02,35.78
函館,芝,1800,1番手,34,6,11,4180.0,2790.0,17.65,32.35,122.94,82.06
函館,芝,1800,2-3番手,73,6,21,2510.0,5790.0,8.22,28.77,34.38,79.32
函館,芝,1800,4-6番手,65,7,15,7400.0,3660.0,10.77,23.08,113.85,56.31
函館,芝,1800,7-10番手,128,11,31,9170.0,11780.0,8.59,24.22,71.64,92.03
函館,芝,1800,11番手以下,46,4,10,10480.0,4140.0,8.7,21.74,227.83,90.0
函館,芝,2000,1番手,20,0,5,0.0,1280.0,0.0,25.0,0.0,64.0
函館,芝,2000,2-3番手,49,2,14,540.0,4810.0,4.08,28.57,11.02,98.16
函館,芝,2000,4-6番手,49,4,15,3350.0,7370.0,8.16,30.61,68.37,150.41
函館,芝,2000,7-10番手,83,6,14,6410.0,6450.0,7.23,16.87,77.23,77.71
函館,芝,2000,11番手以下,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0
函館,芝,2600,1番手,13,1,4,900.0,800.0,7.69,30.77,69.23,61.54
函館,芝,2600,2-3番手,16,2,5,820.0,1700.0,12.5,31.25,51.25,106.25
函館,芝,2600,4-6番手,26,0,4,0.0,670.0,0.0,15.38,0.0,25.77
函館,芝,2600,7-10番手,46,0,6,0.0,1280.0,0.0,13.04,0.0,27.83
函館,芝,2600,11番手以下,12,0,2,0.0,1570.0,0.0,16.67,0.0,130.83
名古,ダ,920,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,1400,2-3番手,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,1400,4-6番手,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,1500,1番手,33,1,3,1230.0,1330.0,3.03,9.09,37.27,40.3
名古,ダ,1500,2-3番手,12,0,2,0.0,2820.0,0.0,16.67,0.0,235.0
名古,ダ,1500,4-6番手,20,0,1,0.0,160.0,0.0,5.0,0.0,8.0
名古,ダ,1500,7-10番手,15,0,1,0.0,1800.0,0.0,6.67,0.0,120.0
名古,ダ,1500,11番手以下,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,1700,1番手,6,0,1,0.0,360.0,0.0,16.67,0.0,60.0
名古,ダ,1700,2-3番手,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,1700,4-6番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,1700,7-10番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2000,1番手,5,1,1,390.0,180.0,20.0,20.0,78.0,36.0
名古,ダ,2000,2-3番手,2,0,1,0.0,120.0,0.0,50.0,0.0,60.0
名古,ダ,2000,4-6番手,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2000,7-10番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2100,1番手,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2100,2-3番手,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
名古,ダ,2100,4-6番手,4,0,1,0.0,330.0,0.0,25.0,0.0,82.5
