前走競馬場,前走芝ダ,前走距離数値,前3角位置カテゴリ,件数,勝利数,複勝数,単勝払戻合計,複勝払戻合計,勝率,複勝率,単回収率,複回収率
京都,芝,2400,2-3番手,26,5,10,4040.0,2400.0,19.23,38.46,155.38,92.31
京都,芝,2400,4-6番手,24,0,7,0.0,1270.0,0.0,29.17,0.0,52.92
京都,芝,2400,7-10番手,59,8,19,8180.0,5010.0,13.56,32.2,138.64,84.92
京都,芝,2400,11番手以下,22,1,2,410.0,360.0,4.55,9.09,18.64,16.36
函館,ダ,1000,1番手,31,6,10,2610.0,1860.0,19.35,32.26,84.19,60.0
函館,ダ,1000,2-3番手,51,10,18,4880.0,3190.0,19.61,35.29,95.69,62.55
函館,ダ,1000,4-6番手,44,3,13,4130.0,3950.0,6.82,29.55,93.86,89.77
函館,ダ,1000,7-10番手,90,4,17,5170.0,7000.0,4.44,18.89,57.44,77.78
函館,ダ,1000,11番手以下,27,0,4,0.0,1190.0,0.0,14.81,0.0,44.07
函館,ダ,1700,1番手,56,5,19,2500.0,3860.0,8.93,33.93,44.64,68.93
函館,ダ,1700,2-3番手,135,13,35,9330.0,8850.0,9.63,25.93,69.11,65.56
